,0
USA,0.019629058365047598
EUR,0.016245985916503218
JAP,0.007220623733200263
CHN,0.010426089023861941
BRA,0.003914112618035025
IND,0.0023878950462129177
CAN,0.010537994848009255
KOR,0.006228939766712917
RUS,0.002381018313128371
MEX,0.007694994804568582
ZAF,0.0026202188374067686
ROW,0.0032991219041082144
