,tau_in_factor_CHN,delta_opti_USA,delta_opti_EUR,delta_opti_JAP,delta_opti_CHN,delta_opti_BRA,delta_opti_IND,delta_opti_CAN,delta_opti_KOR,delta_opti_RUS,delta_opti_MEX,delta_opti_ZAF,delta_opti_ROW
1,1.05,0.010000080703373984,0.01,0.010000080703373984,3.08125987158271,0.930042955982837,3.7636608424543443,0.010000080703373984,0.01,0.4320705658538527,0.0782390431548442,0.40333919854973377,1.6784477383074983
2,1.525,0.01,0.010000031483062752,0.010000031483062752,2.6786363513381866,0.7314741049106118,2.8113890288086756,0.01,0.01,0.3647745346454023,0.05323190953119578,0.3416146628011842,1.6271704940015115
3,1.7625,0.010000020110474659,0.010000020110481551,0.01,11.999999979889516,6.688083016302112,11.999999979889518,0.010000020110476515,0.01,2.9967264520259027,0.05667486235547851,3.306612838123946,5.037302963825608
4,1.88125,0.010000018245422307,0.01,0.01,5.762557603709551,1.4508717960880817,5.570050677816072,0.01,0.010000000779852823,0.8387280479256221,0.045272843311059324,0.8404047716208585,2.3359504377820772
5,1.940625,0.01,0.01,0.01000003426676937,11.999999965733231,3.5275169885158038,11.999999965733231,0.01000003426676937,0.01000003426676937,1.7755691232205566,0.047409961234207876,1.9265592577090966,3.5803870720721314
6,1.9703125,0.01,0.01,0.01,12.0,3.07826411914053,12.0,0.01,0.01,1.2053862763846273,0.04993791000104566,1.3568254656202732,2.7014965189214437
7,1.98515625,0.010000091939745489,0.010000091939745336,0.01000009193974569,11.999999908060255,2.9154454698123162,11.999999908060255,0.010000091939745671,0.010000091939745574,1.1075091077431483,0.061154428280192415,1.2662231008371843,2.5694802015989144
