country_code,output,expenditure,deficit,gdp,labor,rnd_gdp,price_level
1.0,32283247.149561003,32877516.448799003,-594269.2992380001,18792822710666.668,213599087.66666666,0.028412099679311104,1.0
2.0,33739090.724000335,33461569.275389,277521.44861133397,18882011551627.36,405609245.3333333,0.020172453978033765,0.8374006912302887
3.0,8302159.208130666,8289917.528563333,12241.67956733269,4793148549553.28,75662985.66666667,0.0317124327023824,0.9205799344648443
4.0,30312743.306034338,30033014.231929,279729.07410533354,11535079662502.135,987586916.6666666,0.02091123342514037,0.6136292197979093
5.0,3151773.961473,3161901.4580503334,-10127.496577333504,1887140802539.8965,144208518.33333334,0.012582666476567533,0.6307807460349947
6.0,4222923.542507667,4280694.905280334,-57771.3627726667,2349952913565.603,884089660.3333334,0.006763233145077967,0.30360912754098635
7.0,2746511.7929503336,2785251.788226,-38739.995275666784,1577923067456.22,24341071.333333332,0.017025899887084965,0.9401791654339804
8.0,3318481.478029,3218456.6092853337,100024.86874366707,1529928779539.7703,37479436.666666664,0.04085766633351643,0.7566930901440311
9.0,2444856.1139123333,2382704.2003053334,62151.91360700006,1404822476579.8267,99444568.0,0.0110430002212524,0.38697883254051796
10.0,2470703.1151269996,2478636.9850736666,-7933.869946666528,1294555726102.9568,15958801.333333334,0.019069733222325667,1.13203066682631
11.0,1888274.210493,1910968.9773010004,-22694.766808000084,1136423765206.4668,79785285.33333333,0.003818433384100567,0.48298055271536167
12.0,1710369.265022667,1709431.4910863333,937.7739363332898,936116780602.877,175626995.66666666,0.0024291666845480332,0.3385169265371526
13.0,9703642.144102,9704712.112054667,-1069.9679526661832,11568482420735.479,1735169227.3333333,0.014256753827482732,0.49621037285113867
