country_code,country,fee
1,USA,16587.536567902684
2,EUR,32671.510571304854
3,JAP,29754.221526006022
4,CHN,18297.96237280236
5,BRA,27535.8157688278
6,IND,14913.048159244514
7,ROW,121672.0151762655
