,tariff_factor,USA,EUR,JAP,CHN,BRA,IND,CAN,KOR,RUS,MEX,ZAF,ROW,pop_weighted,negishi
0,0.0,-0.0206821571190683,-0.0229868945065978,-0.025080083184148,-0.0207586102259171,-0.0219898248892548,-0.0222691782955787,-0.0222874376745506,0.3540061841767998,-0.0225466791057538,-0.0222582083891719,-0.0221556779244314,-0.0222634584962564,-0.0212779478989994,-0.0147658594175695
1,0.0266666666666666,-0.0206461916121646,-0.0229507235739844,-0.0250347778945535,-0.020728107207666,-0.0219579469161173,-0.0222366801275619,-0.0222525089166747,0.3535309859827151,-0.02251574977584,-0.0222273818412181,-0.0221223420438499,-0.0222311586635751,-0.0212479535741582,-0.0147434416563407
2,0.0533333333333333,-0.0206125652435512,-0.0229148396089863,-0.0249908307181706,-0.0206987908815255,-0.0219271139258496,-0.0222059333914495,-0.022218255239297,0.3530559268047011,-0.022483346990409,-0.0221964551784444,-0.0220914863162213,-0.0221973064423377,-0.0212173938928667,-0.0147190171422287
3,0.08,-0.0205776657672865,-0.0228802098136349,-0.0249451838312748,-0.0206684868659827,-0.0218954209590646,-0.0221735561846679,-0.0221837231262302,0.3525828778721099,-0.0224557770537635,-0.0221663652496793,-0.022061239426715,-0.0221653943171447,-0.0211836681372628,-0.0146973436894182
4,0.1066666666666666,-0.0205406842046138,-0.0228434045064015,-0.0249015375914897,-0.0206381800610433,-0.0218628905640285,-0.0221409440361284,-0.0221491052602935,0.3521104725220024,-0.0224241560176409,-0.0221345217260098,-0.0220279100183397,-0.0221328229119328,-0.0211542425974283,-0.0146748322862474
5,0.1333333333333333,-0.0205065593518492,-0.0228083074128903,-0.0248577774487678,-0.0206076267938525,-0.0218329595482464,-0.0221101151889796,-0.0221142840434812,0.351639375239368,-0.0223937777534319,-0.0221040681019102,-0.0219977405116663,-0.0220983041990535,-0.0211227036968607,-0.0146519374540626
6,0.16,-0.0204711186045075,-0.0227735189918923,-0.0248133621678025,-0.0205772716603077,-0.0218004912704363,-0.0220771278622295,-0.0220812178634614,0.3511707191516737,-0.0223639832887741,-0.022073369931863,-0.0219667824449218,-0.0220661316676489,-0.0210900731809591,-0.0146307044552059
7,0.1866666666666666,-0.0204348028370513,-0.0227352916650443,-0.0247675321460194,-0.0205485887562612,-0.021769531393019,-0.0220453006591332,-0.022045663908265,0.3507003490242638,-0.0223324677024234,-0.0220424363419478,-0.0219337649715285,-0.0220347232450123,-0.0210600283923898,-0.0146066100296572
8,0.2133333333333333,-0.0203988546905729,-0.0226995370937902,-0.0247247750513427,-0.0205167260166551,-0.0217381901327049,-0.0220122784791999,-0.0220120742300413,0.3502319533130565,-0.0223013569648314,-0.0220111507614159,-0.0219014922262225,-0.0220006438985413,-0.0210284779743515,-0.0145838151195031
9,0.24,-0.0203649517674759,-0.0226649736382168,-0.0246787978491717,-0.0204881105026507,-0.0217067772037065,-0.02197992661344,-0.0219777986642129,0.3497612372917341,-0.0222714423870089,-0.0219792447861623,-0.0218707973989171,-0.0219691553651393,-0.0209962114834404,-0.0145606767049804
10,0.2666666666666666,-0.0203273849369984,-0.0226276011067624,-0.0246354225323454,-0.0204571724831198,-0.0216767053643716,-0.0219483677494581,-0.0219430904643134,0.3492914263965292,-0.0222401060691831,-0.0219477822196749,-0.0218405458598007,-0.0219351384638709,-0.0209641471770978,-0.0145380117551824
11,0.2933333333333333,-0.0202939201968733,-0.0225924439678366,-0.0245909918581427,-0.0204260808813596,-0.0216455451239743,-0.0219150681881303,-0.0219078817860372,0.3488243902301775,-0.0222085032783342,-0.0219190519103284,-0.0218080445169769,-0.0219020421546731,-0.0209338454978635,-0.0145143115182287
12,0.32,-0.0202568677894044,-0.0225555932989015,-0.0245462305558023,-0.0203952698332817,-0.0216143169252436,-0.0218838717549341,-0.0218724848580843,0.3483584184347653,-0.0221792770203157,-0.0218849122848455,-0.0217774542114357,-0.0218695888227221,-0.020902571379216,-0.0144912595399027
13,0.3466666666666667,-0.0202217810991167,-0.0225198277334615,-0.0245017984197273,-0.0203676544088154,-0.0215834762449068,-0.0218505146873655,-0.0218393802676869,0.3478937641709583,-0.0221500733332348,-0.0218547963858071,-0.0217459213676036,-0.0218357120532831,-0.020870353565039,-0.0144677626763278
