country_code,country,fee
1,USA,14520.289521144483
2,EUR,81539.10327068732
3,JAP,26046.056282394897
4,CHN,16017.550901091516
5,BRA,24104.122726574893
6,IND,13054.486784614846
7,ROW,106508.45469116226
