country_code,output,expenditure,deficit,gdp,labor,rnd_gdp,price_level
1.0,29647536.884783,30197663.952081997,-550127.0672989972,16843190993000.0,210407309.0,0.027115399837493902,1.0
2.0,37615916.945678,37339537.966102,276378.97957600653,20283708747070.43,395473848.0,0.019524547809847796,1.0171751602370507
3.0,9494875.864901,9667182.280251,-172306.41534999944,5212328181166.18,78399486.0,0.0327895998954773,1.03798339790707
4.0,26177786.825797,25920489.717248,257297.10854899883,9570406235659.64,986335930.0,0.0199785995483398,0.591311015631462
5.0,4220275.448673,4281807.60763,-61532.15895700082,2472806919901.67,139643831.0,0.0119567000865936,0.789052596047331
6.0,3800839.59982,3891792.568662,-90952.96884199977,1856722121394.42,840060464.0,0.00706420004367828,0.286641001531709
7.0,3247024.057547,3283551.606893,-36527.54934600042,1846597421834.98,24036987.0,0.0170539999008179,1.18819105402396
8.0,3280266.23845,3225330.757303,54935.4811470001,1370795199976.18,36917181.0,0.0395124006271362,0.793788299779815
9.0,3856240.720727,3754480.5716589997,101760.14906800026,2292473246621.08,101767192.0,0.0102732002735138,0.612668616174212
10.0,2163082.7045569997,2171717.70547,-8635.0009130002,1274443084716.57,76021956.0,0.00425029993057251,0.617315925461948
11.0,729196.065074,739422.988183,-10226.923108999967,400886013595.573,35741766.0,0.00663299977779388,0.548769789249429
12.0,24320955.764922,24081019.399446,239936.36547600105,14181870707477.281,1796041413.0,0.011824221113280266,0.6429719349880078
