delt,growth,USA,EUR,JAP,CHN,BRA,IND,CAN,KOR,RUS,MEX,ROW
0.09999999999999906,0.017075821505071483,1.004070483529055,1.0044898446958803,1.0058258313445745,1.003855372223345,1.003856238399618,1.0040422481380002,1.0040983522516298,0.8630057927058179,1.0040390676395785,1.0040569548195568,1.0042078591803685
0.10427538888537533,0.017071124101925593,1.0039859954852624,1.0044010209243686,1.005708785591871,1.0037783344312246,1.0037805555839112,1.0039626167692906,1.0040172881859706,0.8653230178317664,1.0039599714053207,1.003976832016583,1.0041242739433873
0.1087335672719643,0.01706637611191011,1.003900619852804,1.0043112525126947,1.0055905223082873,1.0037004729548862,1.0037040660955414,1.0038821431674565,1.003935372987798,0.8676820160802244,1.0038800268536066,1.0038958700611302,1.0040398321677995
0.11338235012178416,0.01706158067032804,1.0038144145106176,1.0042205998917149,1.0054711232782663,1.003621839567004,1.0036268207332577,1.0038008811332932,1.003852661910915,0.8700818469120097,1.0037992868714882,1.0038141233419626,1.0039545913791317
0.11822988651687047,0.017056741049944864,1.0037274398309621,1.004129126140938,1.0053506738400204,1.0035424882967505,1.003548872488035,1.0037188867724862,1.003769212568303,0.8725214612391243,1.003717806649321,1.0037316485422767,1.0038686114653494
0.12328467394420616,0.01705186065368541,1.003639758542771,1.004036896848213,1.0052292626949815,1.0034624753087595,1.0034702764228927,1.0036362183677003,1.0036850848004737,0.8749997001337634,1.0036356435568359,1.0036485045085155,1.00378195453524
0.12855557319138988,0.01704694300664655,1.003551435582274,1.003943979955939,1.0051069816987028,1.0033818587707963,1.003391089541763,1.003552936239088,1.003600340531827,0.8775152939505567,1.0035528570077175,1.0035647521076088,1.0036946847647048
0.13405182387914677,0.017041991747465377,1.00346253793157,1.003850445594551,1.004983925634153,1.0033006987107937,1.0033113706480408,1.0034691025938847,1.0035150436157307,0.8800668618893619,1.0034695083134104,1.0034804540733553,1.0036068682317891
0.13978306065792023,0.01703701061908914,1.0033731344460286,1.0037563659041406,1.004860191968515,1.0032190568640031,1.003231180193611,1.003384781365941,1.0034292596691865,0.8826529120245298,1.0033856605269127,1.0033956748427537,1.003518572741353
0.14575933009692912,0.017032003458998066,1.0032832956714626,1.0036618148451628,1.0047358805948012,1.00313699651109,1.0031505801191873,1.0033000380460873,1.0033430558979324,0.8852718418245885,1.0033013782774243,1.0033104803833308,1.0034298676404196
0.1519911082952926,0.017026974188937498,1.0031930936520699,1.003566867999267,1.0046110935596075,1.003054582308162,1.0030696336869027,1.0032149395043095,1.0032565009130958,0.887921939184283,1.003216727596847,1.0032249380123481,1.0033408236253027
0.15848931924611107,0.01702192680421968,1.0031026017303237,1.003471602361449,1.0044859347786088,1.0029718801096545,1.0029884053061664,1.0031295538048186,1.0031696645403985,0.8906013839882568,1.0031317757391098,1.0031391162090966,1.0032515125416923
0.16526535398566874,0.017016865362659776,1.003011894339958,1.0033760961246792,1.004360509741368,1.0028889567851758,1.0029069603538179,1.0030439500151165,1.0030826176231098,0.8933082502229662,1.003046590993464,1.0030530844213945,1.003162007178945
0.17233109056135074,0.017011793973213316,1.002921046793323,1.0032804284583496,1.0042349252072413,1.0028058800314303,1.0028253649897232,1.002958198010265,1.0029954318199543,0.8960405086502309,1.0029612424928547,1.002966912867479,1.0030723810599032
0.1796989148532587,0.01700671678438374,1.002830135064385,1.0031846792818153,1.0041092888941072,1.0027227181803358,1.0027436859689178,1.0028723682735365,1.0029081793992205,0.898796030052337,1.002875800018551,1.002880672334557,1.0029827082275184
0.18738174228603838,0.017001637972472082,1.0027392355687061,1.0030889290344542,1.0039837091618395,1.002639540004517,1.0026619904514855,1.002786531694688,1.0028209330303024,0.9015725890549839,1.002790333802252,1.002794433975262,1.0028930630296773
0.19539304046895964,0.016996561729739144,1.002648424941745,1.0029932584435486,1.0038582946923575,1.0025564145213723,1.002580345811332,1.0027007593671189,1.0027337655740245,0.9043678685302184,1.0027049143268394,1.0027082691033087,1.0028035199035767
0.20374685280396956,0.01699149225255171,1.0025577798168097,1.0028977482914647,1.003733154168203,1.0024734107968538,1.002498819445005,1.002615122385112,1.002646749872965,0.9071794645773397,1.0026196121270132,1.0026222489895436,1.002714153160942
0.21245782310305672,0.016986433729583555,1.0024673766039736,1.0028024791834242,1.0036083959514541,1.002390597750181,1.00241747858174,1.0025296916424171,1.0025599585430656,0.9100048920752407,1.0025344975910009,1.0025364446597123,1.0026250367754759
0.22154122125811784,0.01698139033013873,1.0023772912713014,1.0027075313172922,1.0034841277649849,1.0023080439605414,1.0023363900957993,1.0024445376333153,1.0024734637677413,0.9128415907950082,1.002449640764413,1.0024509266950694,1.002536244173742
0.231012970008315,0.01697636619266288,1.002287599129549,1.0026129842565445,1.0033604563777023,1.002225817476943,1.0022556203221957,1.0023597302573093,1.002387337095683,0.915686932056742,1.002365111157509,1.0023657650369533,1.0024478480307168
0.2408896728518298,0.016971365413508018,1.002198374621644,1.0025189167079118,1.0032374872957464,1.002143985632231,1.0021752348768318,1.0022753386285626,1.0023016492434673,0.9185382259097812,1.0022809775567347,1.0022810287965802,1.0023599200711997
0.2511886431509571,0.01696639203600501,1.0021096911179752,1.0024254063046205,1.0031153244611022,1.0020626148622302,1.002095298481981,1.0021914308910218,1.0022164699040144,0.9213927288104432,1.0021973078417081,1.0021967860708199,1.0022725308780578
0.2619279344815617,0.016961450039902515,1.0020216207186048,1.002332529396516,1.0029940699594098,1.001981770530951,1.0020158747979582,1.0021080740401993,1.0021318675619117,0.9242476517664707,1.0021141688084039,1.0021131037650912,1.0021857497083513
