delt,USA,EUR,JAP,CHN,BRA,IND,CAN,KOR,RUS,AUS,MEX,ROW
0.1,1.0024747400687668,1.002529116806292,1.0030760708888904,1.0024516557291747,1.0023437153914407,1.0024543376109734,1.0025464033754794,0.9097680001322136,1.0025544635677086,1.002503465618334,1.0025021349639625,1.0026098536162305
0.10427538888537635,1.0024417063262252,1.002495684210255,1.0030360939756164,1.0024190241361068,1.0023126290454727,1.002421615890018,1.0025128498730254,0.9107557155607217,1.002520762631304,1.0024701137157301,1.002468886230139,1.00257490598506
0.10873356727196416,1.002407902652869,1.0024614832182583,1.0029951545970632,1.0023856364239019,1.002280819452864,1.0023881374630357,1.0024785076671916,0.9117707249604122,1.0024862673452826,1.0024359938505243,1.0024348632830233,1.0025391535842214
0.11338235012178438,1.0023733238646861,1.002426490347547,1.0029533085238589,1.0023514916070613,1.0022483046003812,1.002353907305117,1.0024433864649593,0.9128138933209924,1.0024509840349571,1.0024010999246633,1.0024000757529135,1.0025026012877938
0.11822988651686923,1.0023380016546803,1.002390721697784,1.0029105254509088,1.0023166016712215,1.002215052975214,1.0023189189507793,1.0024074779850163,0.9138852757524746,1.0024149272273926,1.0023654411226202,1.0023645179334504,1.0024652524401076
0.1232846739442053,1.0023019549556684,1.0023541623342818,1.002866769946353,1.0022809275114797,1.002181062620678,1.0022831599082018,1.0023707722280593,0.9149847917831377,1.0023780434739382,1.002328993278246,1.0023281679733753,1.002427076441095
0.12855557319138886,1.0022651699987921,1.0023168173480839,1.0028220708760294,1.0022445105619624,1.0021463537417123,1.0022466496506066,1.0023332715471556,0.9161131324080322,1.0023403823666153,1.0022917781397929,1.0022910397259817,1.0023880997695556
0.13405182387914644,1.002227624638455,1.0022786978890688,1.0027763777909413,1.0022073214425533,1.0021109135112873,1.0022093812361363,1.0022949875349731,0.917271072182063,1.0023019317067339,1.002253802090233,1.0022531522201377,1.002348324779614
0.13978306065792037,1.0021892871223306,1.0022397687374596,1.0027295910802723,1.0021693787299004,1.00207473453818,1.002171336334963,1.0022558900565015,0.9184607026604638,1.0022626705535653,1.0022150353506272,1.0022144633007835,1.0023077275620929
0.14575933009692846,1.0021502258499457,1.0022000940108762,1.0026818930496508,1.0021307051795942,1.002037869925244,1.0021325711661273,1.002216041691963,0.9196796034024861,1.0022226535413492,1.0021755378945758,1.0021750445428188,1.0022663687154272
0.15199110829529178,1.002110429985059,1.0021596757410622,1.0026332834046214,1.0020912990179125,1.0020003029411266,1.0020930905171386,1.0021754439993145,0.9209282046050427,1.002181882123844,1.0021353078143487,1.0021348865038409,1.0022242491382782
0.15848931924610976,1.0020699144937508,1.0021185050347463,1.0025837154947588,1.0020511819676932,1.0019620512679595,1.0020528756122062,1.0021340798785165,0.9222074495272169,1.0021403452696558,1.0020943373403741,1.0020939887021088,1.002181356786237
0.1652653539856686,1.0020287046976,1.0020765618404353,1.0025331618382356,1.002010327488458,1.0019230822000254,1.0020119314603193,1.0020919459801627,0.9235168541983622,1.0020980359009253,1.0020526235616525,1.0020523306094284,1.0021376903264447
0.1723310905613501,1.001986825928106,1.0020339362799833,1.002481752227716,1.0019687951877774,1.0018834834915946,1.0019703140448228,1.0020491075879683,0.9248561263986264,1.0020550228550023,1.0020102299082267,1.002009989150441,1.0020933178935012
0.17969891485325826,1.0019442728960364,1.0019906278898967,1.002429534231025,1.0019266174961858,1.0018432494173761,1.001928056376737,1.0020055892131599,0.9262245127263496,1.0020113261297554,1.0019671724591628,1.0019669863759568,1.002048262579577
0.18738174228603785,1.0019011395644484,1.001946628903524,1.00237646915212,1.0018837792348392,1.001802387851919,1.0018851363893635,1.0019613711293918,0.927622192318407,1.0019669388977246,1.0019234523268472,1.0019233082574528,1.002002509202767
0.19539304046896092,1.0018573942158249,1.0019019844709531,1.0023226279569175,1.0018403193733707,1.001760922540136,1.0018416010933715,1.0019164971249463,0.9290486653808283,1.0019218821493514,1.001879096267568,1.0018789896913975,1.0019561007382332
0.2037468528039708,1.0018130530583966,1.001856704228201,1.002267997296371,1.0017962470733968,1.0017188680534772,1.001797445228467,1.0018709720202397,0.9305041196821429,1.0018761798478895,1.0018341149477847,1.001834041705028,1.0019090445284335
0.21245782310305592,1.0017681519576767,1.001810810930323,1.0022126173689814,1.001751594456675,1.0016762528658671,1.0017527120060257,1.0018248300774713,0.9319883467221439,1.0018298668784427,1.0017885500173507,1.001788501007503,1.0018613802451943
0.22154122125811712,1.0017226892899203,1.0017643448982447,1.0021565121769853,1.0017063898397882,1.0016331036637662,1.0017074343825314,1.0017781113828577,0.9335009872048242,1.0017829589749678,1.0017424276072766,1.0017423951767506,1.0018131410672513
0.23101297000831483,1.0016767100667077,1.0017173245376825,1.0020997230951096,1.001660654376322,1.0015894584218905,1.001661629367386,1.0017308304279569,0.9350420239611101,1.0017355012942672,1.0016957763190513,1.0016957544232061,1.00176435341221
0.24088967285182994,1.0016302114377698,1.0016697911780192,1.0020422796227315,1.0016144336053818,1.0015453260925025,1.0016153364110572,1.0016830156747099,0.9366103626324672,1.0016875128978786,1.0016486255118084,1.001648603301786,1.001715045607288
0.25118864315095657,1.0015832365523347,1.0016217487435342,1.0019842080550045,1.0015677294839016,1.0015007382987786,1.0015685733125446,1.001634702405296,0.938206157683142,1.0016390158355732,1.0016009968253525,1.0016009673807524,1.0016652481106871
0.26192793448156165,1.0015358159383076,1.0015732484522386,1.0019255394741204,1.0015205875687978,1.001455733102184,1.0015213680100599,1.0015859058102683,0.939829123117102,1.0015900419936923,1.0015529300999455,1.0015528804613127,1.0016149936823862
