,nu_factor,USA,EUR,JAP,CHN,BRA,IND,CAN,KOR,RUS,MEX,ROW,pop_weighted,negishi
0,0.5,0.1155400766676375,-0.1160567072841579,-0.1200980398256775,-0.1021924439528174,-0.1072347698594411,-0.1053400904815208,-0.1281300509915088,-0.1281638995152658,-0.1113731641406437,-0.1001914380945855,-0.1145461193461688,-0.1087340669285617,-0.0722505712354083
1,0.52,0.1165456936495055,-0.119690741386422,-0.1238877850374547,-0.1058167710990561,-0.1110337241481313,-0.1091624230056487,-0.131727085454125,-0.1319894328201319,-0.1151823293348294,-0.1043615905221951,-0.1183877007638259,-0.1125062089452155,-0.0752555056870103
2,0.54,0.1173754899242158,-0.1232749096671888,-0.1276306659940478,-0.1094088521114113,-0.1147856287035311,-0.1129465009053921,-0.1352690322502399,-0.1357457272497681,-0.1189602954319637,-0.10845983637708,-0.1221831065282009,-0.1162363563607342,-0.0782580691704847
3,0.56,0.1180375467076958,-0.1268123432675875,-0.1313206354327376,-0.1129696948383269,-0.1185016577971461,-0.1166863037404568,-0.1387641909625558,-0.1394485506798049,-0.1226901486283292,-0.1124950079656113,-0.1259449806434444,-0.1199353738402287,-0.0812479169096312
4,0.58,0.11854217939372,-0.1303086586628892,-0.1349650720577555,-0.1164997618519474,-0.1221791228850882,-0.1203925635144693,-0.1422067963416855,-0.1430953357692512,-0.12638681010481,-0.1164672915351158,-0.1296664388892587,-0.1235941647669838,-0.0842351065629189
5,0.6,0.1189022444910831,-0.1337674736529042,-0.1385681255897433,-0.1200043959373369,-0.1258263130439555,-0.1240632195164773,-0.1456124890081608,-0.1466946596498836,-0.1300556952852296,-0.1203828075523202,-0.133355417015967,-0.1272194338578036,-0.0872138934222471
6,0.62,0.1191240106420468,-0.1371963068524297,-0.1421349111581912,-0.1234811888958529,-0.1294358686549165,-0.1277038997321123,-0.1489771460810694,-0.1502440929999285,-0.1336874426781313,-0.1242475524499892,-0.1370101492418416,-0.1308197097838733,-0.0901881175661184
7,0.64,0.1192156395978976,-0.1405914928073051,-0.1456618053374703,-0.1269377259878575,-0.133019607157172,-0.1313147770201834,-0.1523109893454866,-0.1537543543876866,-0.1372918219567348,-0.1280658694647474,-0.1406385729045823,-0.1343902749706518,-0.0931602770353474
8,0.66,0.1191848952748308,-0.1439589203771922,-0.14916000476775,-0.1303720189761932,-0.1365755327775326,-0.1348987110767204,-0.1556186385666851,-0.157227254149234,-0.1408698449646631,-0.1318400905291002,-0.1442385009910466,-0.1379343920841563,-0.0961270199130927
9,0.6799999999999999,0.1190398865929012,-0.1472982976688962,-0.152623819692588,-0.13378248755582,-0.1401075437375084,-0.138459718501732,-0.1588926275982626,-0.160662727988227,-0.1444255866836558,-0.1355718578658488,-0.1478163247696562,-0.1414561915192036,-0.0990927152531547
10,0.7,0.1187866770586655,-0.1506148485040181,-0.1560622872371809,-0.1371782160763549,-0.1436156966019501,-0.1419937896786172,-0.16214444257344,-0.1640691676072717,-0.1479575528112689,-0.1392642432189298,-0.1513699005418997,-0.1449568630973774,-0.102052650158158
11,0.72,0.1184331614590224,-0.1539105465686442,-0.1594724697368075,-0.140553948290791,-0.1471041773062693,-0.1455103024189828,-0.1653711827648197,-0.1674436512452013,-0.1514691859866585,-0.1429231886277474,-0.1549023887201266,-0.1484365703007447,-0.1050124056880367
12,0.74,0.1179801768567989,-0.15718400922762,-0.1628612314748762,-0.1439126107343401,-0.1505666572368275,-0.149002309769734,-0.1685801546642564,-0.1707901061672281,-0.1549614880945773,-0.1465492007220566,-0.158416218211784,-0.1518949782766569,-0.1079704494936612
