,nu_factor,USA,EUR,JAP,CHN,BRA,IND,CAN,KOR,RUS,MEX,ROW,pop_weighted,negishi
0,0.5,-1.7370223779937893e-05,-1.772048795764191e-05,-2.1181336062392435e-05,-1.523642437164709e-05,-1.4572763507711588e-05,-1.517855305842048e-05,-1.6814070359590497e-05,-2.2451934968389937e-05,-1.5685865119453583e-05,-1.555641407609039e-05,0.0001178440556325,5.5540594260519225e-05,6.875786121885067e-06
1,0.52,-1.7471864529166405e-05,-1.776684103311526e-05,-2.138166495902729e-05,-1.5545430664430063e-05,-1.483776529618676e-05,-1.553311477908507e-05,-1.7065629742341854e-05,-2.266844032072814e-05,-1.6279998278165553e-05,-1.5923755016958384e-05,0.0001177064277455,5.534553452348032e-05,6.553934783364536e-06
2,0.54,-1.7929817059620988e-05,-1.8182963311829183e-05,-2.168261214259985e-05,-1.5796715879717108e-05,-1.5137222837507538e-05,-1.598202077362255e-05,-1.7442793296275922e-05,-2.309852263753316e-05,-1.6496903564864283e-05,-1.6414689052981816e-05,0.00011778153811,5.540317663072595e-05,6.312858868834481e-06
3,0.56,-1.8286269871635256e-05,-1.8685895640834502e-05,-2.212034292913968e-05,-1.612479265775307e-05,-1.5648522226200414e-05,-1.6207491900159327e-05,-1.7648421727360473e-05,-2.323620500409412e-05,-1.682190147897927e-05,-1.6643575147641132e-05,0.0001173840956818,5.498406718067879e-05,5.913371151925423e-06
4,0.58,-1.864709817004324e-05,-1.883640837911474e-05,-2.2290331956640742e-05,-1.6622362838309068e-05,-1.5963629458738675e-05,-1.6713239528782914e-05,-1.802911799111818e-05,-2.36215002581142e-05,-1.7273873891831144e-05,-1.6918820864643504e-05,0.0001172251181105,5.482331665292715e-05,5.544879942800867e-06
5,0.6,-1.8903617502059724e-05,-1.924269317411973e-05,-2.2747117782481804e-05,-1.6817326433219206e-05,-1.6501638342593167e-05,-1.70761852625418e-05,-1.831578435454919e-05,-2.393466808063709e-05,-1.7684808056680903e-05,-1.733779774604106e-05,0.0001170368032805,5.450432892540819e-05,5.285245611638212e-06
6,0.62,-1.9274746830224384e-05,-1.9633755295480683e-05,-2.2973172599956536e-05,-1.7355226095770316e-05,-1.67522134737604e-05,-1.7404062925437272e-05,-1.8788560112207504e-05,-2.417040505569861e-05,-1.807697872547917e-05,-1.787345123512943e-05,0.0001169077861802,5.432918700896924e-05,5.02932808186662e-06
7,0.64,-1.9656626096587145e-05,-1.9892529933078483e-05,-2.338358445714385e-05,-1.7731828614285487e-05,-1.73391827694607e-05,-1.7874938896570803e-05,-1.912395500158337e-05,-2.448748355871379e-05,-1.850200136795381e-05,-1.8246243249725827e-05,0.0001165694799292,5.415223096149093e-05,4.588274762595897e-06
8,0.66,-2.002116535590844e-05,-2.039421630320673e-05,-2.361052160913772e-05,-1.796629808915673e-05,-1.7597341404150746e-05,-1.814718916944352e-05,-1.939301123951811e-05,-2.481581155011697e-05,-1.8860619824748804e-05,-1.866244172409899e-05,0.0001164539787577,5.384178629449031e-05,4.2948120201785104e-06
9,0.6799999999999999,-2.0411241521605715e-05,-2.069766348070529e-05,-2.406248505008362e-05,-1.837815588696617e-05,-1.7976353134303085e-05,-1.870272937603899e-05,-1.979368647411477e-05,-2.523268296113238e-05,-1.9255206747256537e-05,-1.8957337109492148e-05,0.0001162196104644,5.359513537449822e-05,3.990002671403926e-06
10,0.7,-2.069716236480128e-05,-2.1014119594155616e-05,-2.4451144171687104e-05,-1.8828554240087347e-05,-1.8463425587715788e-05,-1.907022139011265e-05,-2.022317253057461e-05,-2.552918189994064e-05,-1.9648420378276872e-05,-1.9402881741588792e-05,0.000115965031074,5.328223121094912e-05,3.599306257164811e-06
11,0.72,-2.1133890191293955e-05,-2.1342822075244432e-05,-2.467522605101733e-05,-1.917509381695932e-05,-1.890518489112007e-05,-1.943537088468786e-05,-2.0605959037234444e-05,-2.57862024643794e-05,-2.01293716614515e-05,-1.9824542104041306e-05,0.0001158694194383,5.305172363362754e-05,3.3853602939353324e-06
12,0.74,-2.147281687291217e-05,-2.1769004489496168e-05,-2.508374112202505e-05,-1.953518836347604e-05,-1.933270342025208e-05,-1.9865511970389952e-05,-2.102441346532173e-05,-2.620689092618328e-05,-2.0462488356690483e-05,-2.029736159974123e-05,0.0001155763437841,5.2732627573256914e-05,3.086222981203276e-06
