,nu_factor,USA,EUR,JAP,CHN,BRA,IND,CAN,KOR,RUS,MEX,ROW,pop_weighted,negishi
0,0.5,-0.0145104553400799,-0.0193494103430719,-0.0230753699519911,0.1622474132029901,-0.0128329381493179,-0.0150461194832388,-0.0196294977353471,-0.0369796191142538,-0.0171686012574507,-0.014587243373693,-0.0178255755528466,0.004492285922965,0.0204272711047596
1,0.52,-0.0146925354017065,-0.0195510345117398,-0.0232785814397196,0.1625152255027282,-0.0130996076631579,-0.0152702355112815,-0.0197637116875742,-0.0371118482636659,-0.0173957021021138,-0.0148494564840794,-0.0179722300060192,0.0043348050027182,0.0204335404987105
2,0.54,-0.0148801744133178,-0.0197579762101262,-0.0234869432150124,0.1627051277575358,-0.0133750447884771,-0.015505358408919,-0.0199070564512548,-0.0372482212511406,-0.0176329855665606,-0.0151185683617481,-0.0181333543695404,0.0041588427305866,0.0204109528018873
3,0.56,-0.0150736619862829,-0.0199706710827217,-0.0237009606364862,0.162829233761246,-0.0136587527555409,-0.0157509285464213,-0.0200597337132404,-0.0373897087810173,-0.0178800852844884,-0.0153944785013316,-0.0183084003355944,0.0039661536104031,0.0203623872525649
4,0.58,-0.0152731753420976,-0.0201894076967089,-0.0239209695915413,0.1628977883733346,-0.013950252934249,-0.0160063901594555,-0.0202218045508878,-0.0375370092657103,-0.018136604084565,-0.0156770390217612,-0.0184967729604381,0.0037583029113644,0.0202903998603255
5,0.6,-0.0154788003723896,-0.0204143556210597,-0.0241471700645602,0.1629194537989161,-0.0142490862033763,-0.016271197821441,-0.0203932200098728,-0.0376906036073978,-0.0184021261942087,-0.0159660660771861,-0.0186978514748139,0.0035366881723123,0.0201972607064787
6,0.62,-0.0156905490260642,-0.0206455885045686,-0.0243796535846383,0.1629015522554781,-0.0145548134460393,-0.0165448207637914,-0.0205738457690205,-0.037850799432494,-0.0186762263760344,-0.0162613490347011,-0.018911004616079,0.0033025586651986,0.0200849875026816
7,0.64,-0.015908373768237,-0.0208831030832341,-0.0246184255638436,0.1628502714691514,-0.014867015504038,-0.0168267456994371,-0.0207634820119663,-0.0380177668529115,-0.0189584768217804,-0.0165626577667269,-0.0191356018501353,0.0030570327990747,0.0199553755104705
8,0.66,-0.0161321795413589,-0.0211268348269569,-0.0248634235351026,0.1627708387499412,-0.0151852927552112,-0.0171164785323126,-0.0209618794611611,-0.0381915673720373,-0.0192484522530275,-0.0168697484953004,-0.019371021407215,0.0028011136294025,0.0198100241377572
9,0.6799999999999999,-0.016361833711202,-0.0213766708096935,-0.0251145320426946,0.1626676683852551,-0.0155092644987479,-0.017413545254744,-0.0211687523072242,-0.0383721772765911,-0.0195457337224441,-0.0171823685036707,-0.0196166560269296,0.0025357025448494,0.0196503604266273
10,0.7,-0.0165971742572051,-0.0216324603076154,-0.0253715947218554,0.1625444864204813,-0.0158385681724803,-0.0177174923358299,-0.0213837885298521,-0.0385595064879615,-0.0198499113049589,-0.0175002598441638,-0.0198719167968336,0.0022616113749635,0.0194776597932437
11,0.72,-0.0168380166248709,-0.0218940235437067,-0.0256344241794558,0.1624044363539142,-0.0161728585776913,-0.018027886638052,-0.0216066582785565,-0.0387534138637033,-0.0201605860876355,-0.0178231623485477,-0.020136235766813,0.0019795729854429,0.0192930642209828
12,0.74,-0.0170841593480413,-0.0221611587743944,-0.0259028100086508,0.1622501686180988,-0.0165118070042662,-0.0183443150950277,-0.0218370204859563,-0.0389537194850383,-0.0204773714600638,-0.0181508159753264,-0.0204090674707389,0.0016902506040664,0.0190975982712391
13,0.76,-0.0173353886821403,-0.0224336482059179,-0.0261765252693255,0.1620839164019556,-0.0168551004185939,-0.0186663841886326,-0.0220745281635125,-0.0391602145935937,-0.0207998940027493,-0.0184829626670158,-0.0206898897264301,0.0013942459794998,0.0188921830973382
14,0.78,-0.0175914824617275,-0.0227112627690027,-0.0264553317393291,0.1619075598313876,-0.0172024406447797,-0.0189937192998003,-0.0223188325997412,-0.0393726695678246,-0.0211277939734965,-0.0188193478058294,-0.0209782038938302,0.00109210650508,0.0186776487087537
15,0.8,-0.0178522132181137,-0.0229937660174489,-0.0267389841599964,0.1617226804240155,-0.0175535435793797,-0.0193259639833623,-0.0225695866324714,-0.0395908403357579,-0.0214607255415611,-0.0191597213614,-0.021273534714669,0.0007843314656053,0.0184547447303485
16,0.8200000000000001,-0.0181173507607232,-0.023280917316091,-0.0270272336124364,0.1615306071755601,-0.0179081384500585,-0.0196627791921125,-0.0228264472221164,-0.0398144734943708,-0.0217983568130794,-0.0195038387134471,-0.0215754298777626,0.0004713774875479,0.0182241497917146
17,0.8400000000000001,-0.0183866642662926,-0.0235724743964006,-0.0273198302419779,0.1613324556500832,-0.0182659671082641,-0.0200038424843581,-0.0230890774197507,-0.0400433103972504,-0.0221403696919477,-0.0198514613150131,-0.0218834593756753,0.0001536633076187,0.017986479753021
18,0.86,-0.0186599239739092,-0.0238681954336306,-0.0276165253907972,0.1611291611247985,-0.0186267833644226,-0.0203488472354335,-0.023357147861188,-0.0402770904032384,-0.0224864596458366,-0.0202023571459873,-0.0221972147429844,-0.0001684260660089,0.017742294894024
19,0.88,-0.0189369025313816,-0.024167840678692,-0.0279170733039371,0.1609215066690861,-0.0189903523557458,-0.0206975018552414,-0.023630337865412,-0.040515553413787,-0.0228363353648712,-0.0205563010348579,-0.0225163081744141,-0.0004945356937206,0.0174921062148535
20,0.9,-0.0192173760928447,-0.0244711737691874,-0.0282212324207725,0.1607101469823622,-0.0193564499584586,-0.0210495290306466,-0.0239083362261999,-0.0407584418705939,-0.0231897183782039,-0.0209130748649563,-0.0228403716451997,-0.0008243375260787,0.0172363809438561
