,nu_factor,USA,EUR,JAP,CHN,BRA,IND,CAN,KOR,RUS,MEX,ROW,pop_weighted,negishi
0,0.5,-0.016327459597078,-0.0181319700155254,-0.0208156397274554,-0.0156241010285634,-0.0165266342063354,-0.0170580808466014,-0.0174707307702905,0.3164223740123134,-0.01685596978359,-0.0170330574344089,-0.0173383255131045,-0.0164556520282158,-0.0102846834552903
1,0.52,-0.0166562399763484,-0.0184994653043505,-0.0211870827224071,-0.0159931400552759,-0.0169235284091659,-0.0174489847684409,-0.0178358699877876,0.3214819594838334,-0.0172656570647106,-0.0174283813707135,-0.0177310475541211,-0.0168320629846718,-0.0105647342696497
2,0.54,-0.0169775198848037,-0.0188482639697211,-0.021545469876105,-0.0163530019063004,-0.0173142895613196,-0.0178268045504327,-0.0181915418557197,0.3262346365361184,-0.0176628554120417,-0.0178121762243835,-0.0181155485358965,-0.0172063270870944,-0.010835945239624
3,0.56,-0.0172855872277268,-0.0191951861422472,-0.0218900928719998,-0.0167051564746394,-0.0176864697572985,-0.0181977461428576,-0.0185379422429918,0.330702881501748,-0.0180497869663769,-0.0181873860470255,-0.0184870281637972,-0.0175604240059016,-0.0111050505855511
4,0.58,-0.017585118835907,-0.0195307666870917,-0.0222270744038733,-0.017046811848044,-0.0180576333845145,-0.0185578677053273,-0.018872844139802,0.3349096189211679,-0.0184259393673113,-0.0185517532806575,-0.018853438202509,-0.0179090562041309,-0.011367576549703
5,0.6,-0.017880394347804,-0.0198554758395363,-0.0225574330548263,-0.0173795022236062,-0.0184148437632338,-0.0189125450294888,-0.0192007884995472,0.3388741224517901,-0.0187985569788095,-0.0189106864382652,-0.0192062196116654,-0.0182541274265328,-0.0116286904155329
6,0.62,-0.0181697618043661,-0.0201773936279615,-0.0228735171998584,-0.0177132604558122,-0.0187662992976423,-0.0192596699072906,-0.0195228067547006,0.3426150103008712,-0.0191557228329464,-0.0192589280566588,-0.0195572064900508,-0.0185872746196427,-0.0118874408623435
7,0.64,-0.0184498875546636,-0.0204906364017245,-0.0231862103880454,-0.0180351906708337,-0.0191120109392803,-0.0196008858027446,-0.0198377380056364,0.3461516704826464,-0.0195115022276687,-0.0195986210596202,-0.0198936982904774,-0.018916650912767,-0.0121433319835103
8,0.66,-0.0187263992287962,-0.0208000556367137,-0.0234935021577945,-0.0183526533172855,-0.0194502811947351,-0.01993038713077,-0.0201477761409703,0.3494944858947073,-0.019858363666587,-0.0199388656060135,-0.0202320751516744,-0.0192402744145049,-0.0124002653220407
9,0.6799999999999999,-0.0190009834139339,-0.0211017107073691,-0.0237936679373337,-0.0186647098757489,-0.0197845850274613,-0.0202567253791783,-0.0204549902945899,0.3526613992905842,-0.0201994925980495,-0.0202665051017186,-0.0205631835585004,-0.0195601601644728,-0.0126529823505351
10,0.7,-0.0192735766122069,-0.0213986751637667,-0.0240859706947089,-0.0189754949792064,-0.0201124994441108,-0.0205817744967013,-0.0207539072003604,0.355662641320021,-0.0205322416762912,-0.0205917412256939,-0.020885523266062,-0.0198744219817674,-0.0129039861027227
11,0.72,-0.0195350418908767,-0.0216914120003094,-0.0243797779513947,-0.0192759716902186,-0.0204370988129092,-0.0208985552834747,-0.0210465309974338,0.3585111113093308,-0.0208652028757099,-0.020909791272505,-0.0212043549007264,-0.0201847667483006,-0.0131523539762937
12,0.74,-0.0197982048829223,-0.0219819159987802,-0.0246641311959074,-0.0195794375319871,-0.020751939954571,-0.0212141543064002,-0.0213405476087978,0.3612160823227197,-0.0211881754270242,-0.021226598495458,-0.0215228093734755,-0.020488188533933,-0.0134000330048745
13,0.76,-0.0200587731269813,-0.0222686956456926,-0.0249483172164573,-0.0198742858245751,-0.0210679845167286,-0.0215244440417694,-0.0216247957291484,0.3637855372069294,-0.0215139249310628,-0.0215388553865809,-0.0218343153762895,-0.0207937892124932,-0.0136449203691307
14,0.78,-0.0203148801847486,-0.0225534168103252,-0.0252279658635989,-0.0201705736008603,-0.0213770540340829,-0.0218301819490019,-0.0219104886454857,0.3662328259410822,-0.0218290857218103,-0.0218444751256679,-0.0221428396760081,-0.0210910244349605,-0.0138934322425017
15,0.8,-0.0205695366943144,-0.022833262329626,-0.0255048743527685,-0.020461403382025,-0.0216849645464747,-0.0221323625478217,-0.0221913375540463,0.3685653741120634,-0.0221435677748606,-0.0221485050191118,-0.0224479357467354,-0.0213872731352178,-0.0141377654737294
16,0.8200000000000001,-0.0208211681365997,-0.0231097658520844,-0.0257774077049279,-0.0207468803274624,-0.0219898715945477,-0.0224342376217807,-0.0224730631100168,0.3707855429137258,-0.022452982924133,-0.0224503623847563,-0.0227491052026047,-0.0216813565073581,-0.0143822933299534
17,0.8400000000000001,-0.0210725005677209,-0.023385513880249,-0.0260496610128726,-0.021033239782506,-0.0222910467817542,-0.0227319419157772,-0.0227466983103508,0.3729030770404574,-0.0227616863492959,-0.0227464592575185,-0.0230504261772753,-0.0219720541814431,-0.0146228572850061
18,0.86,-0.0213187081639321,-0.0236597033237793,-0.0263171633349583,-0.0213157171677791,-0.0225888917856148,-0.0230251914600052,-0.0230225673576032,0.3749249255303686,-0.0230637939677964,-0.0230418644429231,-0.0233474063121777,-0.0222604901270133,-0.0148659119924047
19,0.88,-0.0215652757582453,-0.0239287805290012,-0.026584353517453,-0.0215955023139874,-0.0228868607309002,-0.0233186221984468,-0.0232933444625942,0.3768531364262649,-0.0233651751910381,-0.0233345966906306,-0.0236402529933224,-0.0225443562855983,-0.0151085645042513
20,0.9,-0.0218102256927991,-0.0241954231156515,-0.0268502821548274,-0.0218743552930435,-0.023176838208205,-0.0236079005236376,-0.0235624311812094,0.3786958346667897,-0.0236646864940372,-0.0236248859781414,-0.023933799426073,-0.0228298462334501,-0.0153492073021924
21,0.92,-0.0220527641896971,-0.0244641166191643,-0.0271109393317319,-0.0221504020447429,-0.0234671489694961,-0.0238940135656682,-0.0238307576709236,0.3804606168353405,-0.0239599275806293,-0.023911461692087,-0.0242225590350509,-0.0231107472504649,-0.0155873795657292
22,0.94,-0.0222947431827449,-0.0247275850014831,-0.0273729946262686,-0.0224247032398413,-0.0237549596982458,-0.0241781086826547,-0.0240963195485752,0.3821445850283307,-0.0242543241312192,-0.0241970442476551,-0.0245092660358757,-0.0233922260032679,-0.0158275201161507
23,0.96,-0.0225347983398587,-0.0249909385301984,-0.0276319039740576,-0.0226951801253637,-0.0240404111960317,-0.0244603331842787,-0.0243593673453291,0.3837577673682495,-0.0245452538135465,-0.0244788621261359,-0.0247939939563505,-0.0236669007950192,-0.0160656176821668
24,0.98,-0.0227722971832072,-0.0252521280073269,-0.0278881619591499,-0.022967086587121,-0.0243239576686221,-0.0247414960413452,-0.0246207990049139,0.3853002586803369,-0.0248326257898502,-0.0247597111027359,-0.025076936471903,-0.0239454247873802,-0.0163045505194616
25,1.0,-0.0230041293856711,-0.0255122141621568,-0.0281477856452509,-0.0232361870910692,-0.0246067693126151,-0.0250218128174502,-0.0248844718369256,0.386771844871393,-0.0251221433192376,-0.0250414863527886,-0.0253616832968801,-0.0242209361034529,-0.0165434284553333
26,1.02,-0.02323965511656,-0.0257688368506921,-0.0284014709222618,-0.0235007667656117,-0.0248868202186879,-0.0252983565243257,-0.025141036843931,0.3881886821876019,-0.0254076930695831,-0.0253171934331905,-0.025640855601229,-0.0244932779179252,-0.0167783011370173
27,1.04,-0.0234739145209327,-0.0260259906632094,-0.0286530621840446,-0.0237671020071156,-0.0251646147023836,-0.0255732545228226,-0.0253980667206157,0.3895455111348457,-0.0256903534624583,-0.0255926224835291,-0.0259182174273138,-0.0247631342474164,-0.0170139537702546
28,1.06,-0.0237079294265284,-0.0262794702471779,-0.0289039988238882,-0.0240294783139484,-0.0254384419204084,-0.0258449663370281,-0.0256532197157929,0.3908409878336716,-0.0259695567224778,-0.0258649887824766,-0.0261945487826105,-0.0250334597617735,-0.0172493141569311
29,1.08,-0.0239385946986562,-0.0265327916961234,-0.0291522503497858,-0.0242898337512173,-0.0257128665655569,-0.0261172987156533,-0.0259050694290811,0.3920818481591718,-0.0262487977176838,-0.0261368449640811,-0.0264681840192943,-0.0252998314401239,-0.0174831020869601
