,nu_factor,USA,EUR,JAP,CHN,BRA,IND,CAN,KOR,RUS,MEX,ROW,pop_weighted,negishi
0,0.5,-0.0085403360516634,-0.0073252167750498,-0.0074390319580289,-0.0063969700804047,-0.0064964866961703,-0.0065000589691778,0.2115470403245377,-0.0080282509889934,-0.006882093441891,-0.0059513764870645,-0.0069504274170789,-0.0065402152461575,-0.0039121318036057
1,0.52,-0.0087083742062453,-0.0074983565038449,-0.0076170503536997,-0.0065699166019315,-0.0066748143422288,-0.0066816536509473,0.2147679078681405,-0.0082075490838274,-0.0070678167665663,-0.0061576375147486,-0.0071316915855901,-0.0067173553609833,-0.0040344391675532
2,0.54,-0.0088765323669663,-0.0076671980192778,-0.0077906681988054,-0.0067391536126562,-0.0068503755829305,-0.0068594734124305,0.2177936688160169,-0.0083864314610951,-0.0072433751674776,-0.0063510279584684,-0.0073073031896024,-0.0068933619213278,-0.0041666206920058
3,0.56,-0.0090339835068553,-0.0078328066062809,-0.0079626861300878,-0.006906246537902,-0.0070278019555032,-0.0070339826200939,0.2206386110044165,-0.008560590013862,-0.007421984149072,-0.0065444753102718,-0.0074855379283313,-0.0070617109903295,-0.0042886241384858
4,0.58,-0.0091937641029973,-0.0079936991043668,-0.0081339942752125,-0.0070697614586449,-0.0072056670837468,-0.007209119455366,0.223318372354973,-0.0087329038579328,-0.0075931022713827,-0.0067311288672596,-0.0076599965894469,-0.0072329767573163,-0.0044163884361119
5,0.6,-0.009344767523116,-0.0081584030979605,-0.0083003527344353,-0.0072338839524461,-0.0073754218597171,-0.0073809124905822,0.225844559784885,-0.00890298679672,-0.0077655739625782,-0.0069173406355657,-0.0078287585955118,-0.0074012240726168,-0.0045457191133377
6,0.62,-0.0094957198526587,-0.0083144862615865,-0.0084611147617493,-0.0073984468768553,-0.0075439888415025,-0.0075492314157831,0.2282297707758071,-0.0090657375737955,-0.0079310597749193,-0.0071006430172448,-0.0079998413045356,-0.0075648972602556,-0.0046707741612833
7,0.64,-0.0096449465898771,-0.0084690547906508,-0.0086258101229272,-0.0075569997389713,-0.0077083909401479,-0.0077214265064234,0.2304884101730579,-0.0092286618869581,-0.008099266147874,-0.0072789415055728,-0.0081654014678069,-0.0077277103268704,-0.0047984455867528
8,0.66,-0.0097914321526975,-0.008625185088284,-0.0087853263829553,-0.0077179618029352,-0.007873794305338,-0.0078858685854586,0.2326260703804029,-0.0093893821552696,-0.0082659686897271,-0.0074571663120241,-0.0083330172741907,-0.0078897569766338,-0.0049249670458141
9,0.6799999999999999,-0.0099380379021293,-0.008779203048216,-0.0089448253692433,-0.0078750830553058,-0.0080384001764882,-0.0080521127448482,0.2346503445023264,-0.0095476586648839,-0.0084305694474423,-0.0076340175193077,-0.0084978187308511,-0.0080514364135066,-0.0050508664705277
