,nu_factor,USA,EUR,JAP,CHN,BRA,IND,CAN,KOR,RUS,MEX,ROW,pop_weighted,negishi
0,0.5,-0.0153255387990009,-0.0183258268145397,-0.0203484285093734,0.117760208155245,-0.0143258296541799,-0.0157109412335832,-0.017936824278969,-0.0284431271169061,-0.0174602297024225,-0.015508902890029,-0.0166782118446127,-0.0003841369772027,0.0114702359514343
1,0.52,-0.0155824835485768,-0.0185988446844467,-0.0206121488490456,0.1178954890217886,-0.0146472184739315,-0.0160065028525859,-0.0181798216217166,-0.0286489466329027,-0.0177563901708571,-0.0158228738534111,-0.0169399855661499,-0.0006369853919782,0.0113599636765164
2,0.54,-0.015841698453109,-0.0188728958426772,-0.0208791843526964,0.1179826736347579,-0.014970214154562,-0.0163072759722449,-0.0184266180745893,-0.0288575173335952,-0.0180515158707613,-0.0161394848589101,-0.0172105723995093,-0.0008951938153042,0.0112307850599381
3,0.56,-0.0161096673131226,-0.0191528304532169,-0.0211509481490613,0.1180306684010313,-0.0152947331500862,-0.0166116345317605,-0.0186777357509101,-0.0290678076549261,-0.0183544645182336,-0.0164604696579051,-0.0174877467604072,-0.0011641257116111,0.0110885311589137
4,0.58,-0.0163760899171831,-0.0194307804264824,-0.0214251197155298,0.11804599461723,-0.0156248179400655,-0.016920504657699,-0.0189338140243234,-0.0292866429170869,-0.0186615910861749,-0.0167812938947491,-0.0177716944542677,-0.0014410460957491,0.010931079222253
5,0.6,-0.0166483334251537,-0.0197154109862094,-0.0217027034327156,0.1180340950816863,-0.0159561188016211,-0.0172329694896484,-0.0191956725444237,-0.0295084760380855,-0.0189709511658621,-0.0171057972960035,-0.0180587968775995,-0.0017247409401782,0.0107605514700947
6,0.62,-0.0169218604321348,-0.0200048770517627,-0.0219860036727262,0.1179999370764494,-0.0162893540934663,-0.0175502509057438,-0.0194626843930844,-0.0297390819268484,-0.0192849009563748,-0.0174323089262782,-0.0183537798863237,-0.0020109170755312,0.0105800420496068
7,0.64,-0.0171990260695714,-0.0202962841238257,-0.0222713213655561,0.1179458103089449,-0.0166256933998647,-0.0178694562055726,-0.0197329354983093,-0.02997012497738,-0.0196039711035268,-0.0177624696841088,-0.0186534603415329,-0.0023040586144727,0.0103882287349842
8,0.66,-0.0174806432557,-0.0205915369653898,-0.0225611807008812,0.1178743620331698,-0.0169649728501617,-0.0181940959030973,-0.0200090554625792,-0.0302105514945236,-0.0199264735724344,-0.0180938237329606,-0.0189553488658228,-0.0026015789709278,0.0101878632246356
9,0.6799999999999999,-0.0177634564281506,-0.0208889674390751,-0.0228542687774234,0.1177903939549126,-0.0173066778298245,-0.0185215196179537,-0.0202889424155445,-0.0304543739305559,-0.0202512495687063,-0.0184288018809267,-0.0192664725563138,-0.0029061566957568,0.0099780370340161
10,0.7,-0.0180510924961847,-0.0211904645999126,-0.0231504285326704,0.1176969157195956,-0.0176497627071334,-0.0188501032068904,-0.0205731263685975,-0.0307043213864577,-0.0205783886641764,-0.0187649403955496,-0.0195797009847662,-0.0032125148992912,0.0097616074809971
11,0.72,-0.0183411749777276,-0.0214940665149767,-0.023452411352279,0.1175900704929074,-0.0179960726794692,-0.0191828445502118,-0.0208622481614711,-0.0309585275216193,-0.0209107635933908,-0.0191050937228783,-0.0198987533824812,-0.0035234207235302,0.0095386057171292
