,nu_factor,USA,EUR,JAP,CHN,BRA,IND,CAN,KOR,RUS,MEX,ROW,pop_weighted,negishi
0,0.5,-0.0105083478623614,-0.0075620683867302,-0.0076710236550647,-0.0056714367865111,-0.0058861571974207,-0.005971290441315,0.3185189729285146,-0.0086440623553307,-0.0064488527088933,-0.005300179652041,-0.0068936448938633,-0.0061669098555009,-0.0024806346495435
1,0.52,-0.010656918600025,-0.0077203700475883,-0.0078462941865723,-0.0058274602686155,-0.0060568409953868,-0.0061415297002004,0.3233151194336663,-0.0088259654591581,-0.0066198740930987,-0.0054967682269673,-0.0070599380764603,-0.0063279871460812,-0.0025713882231139
2,0.54,-0.0107999220441574,-0.0078758214941784,-0.0080183350974399,-0.0059835667322228,-0.0062264723247234,-0.0063108232169009,0.3277957075619533,-0.0090034987968597,-0.0067897664326354,-0.0056899653201161,-0.0072248266699422,-0.0064882014809156,-0.0026645669005285
3,0.56,-0.0109382315753566,-0.0080288963663285,-0.0081875919911511,-0.0061398336448289,-0.0063952248602127,-0.0064793431437797,0.3319861737066312,-0.0091772047459653,-0.0069587410657171,-0.0058801519234051,-0.0073885989559576,-0.0066477659387396,-0.0027601663254148
4,0.58,-0.0110726041034965,-0.0081799996573992,-0.0083544498602739,-0.0062963138516621,-0.0065632432354837,-0.0066472315044516,0.3359097367623886,-0.0093475554088319,-0.0071269726419838,-0.0060676648223908,-0.0075514944757136,-0.0068068546480504,-0.0028581588289778
5,0.6,-0.0112036928473215,-0.0083294756238885,-0.0085192395596586,-0.0064530398979574,-0.006730646539415,-0.006814604005666,0.3395875624934377,-0.0095149602768059,-0.0072946039373512,-0.0062528000094229,-0.0077137105537059,-0.0069656080847008,-0.0029584977928236
6,0.62,-0.0113320592427046,-0.0084776150547056,-0.008682244149696,-0.0066100277124368,-0.0068975315912094,-0.0069815535687297,0.3430389256689695,-0.0096797733758541,-0.0074617502328077,-0.0064358165667958,-0.0078754080740636,-0.0071241378088767,-0.0030611214714412
7,0.64,-0.0114581837232217,-0.0086246619386645,-0.0088437043975765,-0.0067672796360188,-0.0070639758052193,-0.0071481533645139,0.3462813670375609,-0.0098422997568103,-0.007628503092047,-0.0066169400224593,-0.0080367166062721,-0.0072825305996804,-0.0031659562003097
8,0.66,-0.0115824756065048,-0.0087708194403468,-0.0090038240011585,-0.0069247870596338,-0.0072300398067986,-0.0073144596050164,0.3493308429441448,-0.0100028014145627,-0.0077949337334596,-0.0067963658541008,-0.0081977388527795,-0.0074408521034372,-0.0032729191697975
9,0.6799999999999999,-0.0117052819767086,-0.0089162552860118,-0.0091627742751061,-0.0070825325602488,-0.0073957697690734,-0.007480513928976,0.3522018663033526,-0.0101615026562999,-0.0079610960619153,-0.0069742627491677,-0.0083585546388958,-0.0075991500328947,-0.0033819207676165
10,0.7,-0.0118268955589419,-0.0090611065408149,-0.0093206982604375,-0.0072404917512085,-0.0075611994107333,-0.0076463456205306,0.3549076383646178,-0.0103185947619988,-0.0081270291830888,-0.0071507755452612,-0.0085192242517618,-0.007757456921615,-0.0034928665084173
11,0.72,-0.0119475618400163,-0.0092054838942203,-0.0094777145046141,-0.0073986347753176,-0.0077263519018196,-0.0078119734108691,0.3574601705898531,-0.0104742403258987,-0.0082927597348555,-0.0073260280055713,-0.0086797914821147,-0.0079157925479875,-0.0036056586975144
12,0.74,-0.0120674853193944,-0.0093494752981704,-0.0096339203407624,-0.0075569275976374,-0.0078912413557323,-0.0079774071510181,0.3598703970835886,-0.0106285769422848,-0.0084583038059815,-0.0075001253206073,-0.0088402861591958,-0.0080741660002935,-0.0037201977513292
13,0.76,-0.0121868349924788,-0.0094931493201853,-0.0097893948214635,-0.0077153330301082,-0.0080558742915943,-0.0081426492196804,0.3621482775156745,-0.0107817205269474,-0.0086236686548352,-0.0076731563242455,-0.0090007263858431,-0.0082325774692963,-0.0038363833066425
14,0.78,-0.0123057492715933,-0.0096365579720949,-0.0099442012392222,-0.0078738116572572,-0.0082202508150778,-0.0083076957644235,0.3643028910093039,-0.0109337682105768,-0.0087888541820415,-0.0078451955331434,-0.0091611204554914,-0.0083910197998423,-0.003954115138623
15,0.8,-0.0124243401873809,-0.0097797391954887,-0.0100983894351312,-0.0080323224895854,-0.0083843656923306,-0.0084725377792923,0.3663425215734082,-0.0110848009182124,-0.008953854179351,-0.0080163049752707,-0.0093214684914763,-0.0085494797999389,-0.004073293857527
16,0.8200000000000001,-0.0125426971536867,-0.0099227190550311,-0.0102519977071171,-0.0081908236180295,-0.0085482092454258,-0.0086371620188436,0.3682747354434379,-0.0112348855662443,-0.0091186574476468,-0.0081865357593272,-0.0094817638760681,-0.0087079393836434,-0.0041938215084816
17,0.8400000000000001,-0.0126608902068458,-0.0100655135872664,-0.0104050545610593,-0.0083492726722849,-0.0087117681731658,-0.0088015517914565,0.3701064511147797,-0.0113840770296389,-0.0092832486970024,-0.0083559295185224,-0.0096419944577165,-0.0088663765342484,-0.0043156020158304
18,0.86,-0.0127789728457802,-0.0102081304476023,-0.010557580169622,-0.0085076272265995,-0.0088750262233609,-0.0089656876525006,0.3718440025007129,-0.0115324198589606,-0.0094476093797732,-0.0085245196775679,-0.009802143595333,-0.0090247661329183,-0.00443854153732
19,0.88,-0.0128969844821229,-0.0103505702986411,-0.0107095876973043,-0.0086658451333794,-0.0090379647883113,-0.0091295479870687,0.3734931958575426,-0.0116799497261476,-0.0096117183536596,-0.0086923325439595,-0.0099621910274766,-0.0091830806517032,-0.0045625487284347
20,0.9,-0.0130149525922162,-0.0104928280226472,-0.0108610843805109,-0.0088238847670949,-0.0092005633953852,-0.0092931095060847,0.3750593610381378,-0.0118266947256025,-0.0097755524564536,-0.0088593883067956,-0.0101221136409359,-0.0093412907500964,-0.0046875349288591
21,0.92,-0.013132894565149,-0.010634893760607,-0.0110120725537094,-0.0089817052585106,-0.0093628001911447,-0.0094563476814337,0.3765473975291277,-0.0119726765031046,-0.0099390870388548,-0.0090257019008944,-0.010281886129491,-0.0094993657954091,-0.0048134143200645
22,0.94,-0.0132508193085766,-0.0107767538049145,-0.011162550437519,-0.009139266633227,-0.0095246522546774,-0.009619237113511,0.3779618158492663,-0.012117911227596,-0.0101022963504513,-0.0091912837474218,-0.0104414815039982,-0.0096572742618062,-0.0049401039888974
23,0.96,-0.0133687286290659,-0.0109183913555118,-0.0113125128816424,-0.0092965299583622,-0.009686095949325,-0.0097817518321123,0.3793067747095385,-0.0122624103920178,-0.0102651539178663,-0.0093561404336959,-0.0106008715855786,-0.0098149841073783,-0.0050675239927022
24,0.98,-0.0134866184396472,-0.011059787182953,-0.011461951990298,-0.0094534574554429,-0.0098471072120536,-0.0099438655695226,0.3805861143881075,-0.012406181615376,-0.0104276328319782,-0.0095202752931566,-0.0107600273957452,-0.0099724630776426,-0.0051955973791357
25,1.0,-0.0135990688841144,-0.0112019420839399,-0.0116138759368485,-0.0096109200729138,-0.0100086234441528,-0.0101064869810851,0.3818023264760674,-0.0125503895588302,-0.0105907413556694,-0.0096845662573775,-0.0109199494189446,-0.0101306257611061,-0.0053242748265583
26,1.02,-0.0137168685259384,-0.01134279529701,-0.0117622523437073,-0.0097670766591508,-0.0101687060750131,-0.0102677291928463,0.3829605724297458,-0.0126927199724991,-0.0107523905266345,-0.0098472698029139,-0.0110785561768685,-0.0102875551082206,-0.0054534463213173
