,nu_factor,USA,EUR,JAP,CHN,BRA,IND,CAN,KOR,RUS,MEX,ROW,pop_weighted,negishi
0,0.5,-1.5851682691315505e-05,-1.6284408181140125e-05,-2.136956953351143e-05,-1.2310313980725369e-05,-1.1809704392243976e-05,-1.2893641046720608e-05,-1.4895556481262877e-05,-2.28986949514734e-05,-1.334303308261229e-05,-1.3232834475046498e-05,0.0001244335152456,6.0277240417954105e-05,9.505767978262694e-06
1,0.52,-1.6129089588992787e-05,-1.6547913394527086e-05,-2.16251379236012e-05,-1.2602433282176927e-05,-1.215686171979759e-05,-1.321459885768672e-05,-1.517330862254269e-05,-2.3126873947793296e-05,-1.3674036660958355e-05,-1.3573157416814e-05,0.0001244035964298,6.016413745440793e-05,9.278309261410302e-06
2,0.54,-1.6410058945061804e-05,-1.681718645109535e-05,-2.1886710463184665e-05,-1.290381519537522e-05,-1.2509769711371634e-05,-1.354298866930889e-05,-1.5456713224797455e-05,-2.336117956886229e-05,-1.4011862813051988e-05,-1.3918675871355137e-05,0.0001243378921329,6.0025076480213976e-05,9.038550294506847e-06
3,0.56,-1.66952273279031e-05,-1.7092783150224522e-05,-2.215498695364526e-05,-1.3214283566559235e-05,-1.2868542015963353e-05,-1.3878846667789048e-05,-1.5746211804841516e-05,-2.3602357830118423e-05,-1.435664231607455e-05,-1.426967825049143e-05,0.0001242450910778,5.9864955952126e-05,8.787797538535587e-06
4,0.58,-1.6985100667081266e-05,-1.7375120241316448e-05,-2.243048871952261e-05,-1.353363555928658e-05,-1.323325032143182e-05,-1.422216375742057e-05,-1.6042131939196324e-05,-2.385095905458313e-05,-1.4708447440476424e-05,-1.4626381569480966e-05,0.0001241323644245,5.968786732143331e-05,8.527171593291293e-06
5,0.6,-1.7280075554339278e-05,-1.7664500409679418e-05,-2.2713589653346266e-05,-1.3861651675003758e-05,-1.3603931389287876e-05,-1.4572895668547285e-05,-1.6344705732234558e-05,-2.410737478730225e-05,-1.5067302771610338e-05,-1.4988940426206765e-05,0.0001240056094098,5.949721965023916e-05,8.257633661589905e-06
6,0.62,-1.758045619700518e-05,-1.796113070826034e-05,-2.300454584040317e-05,-1.4198100894414382e-05,-1.3980595575091824e-05,-1.49309703928849e-05,-1.665408818237075e-05,-2.43718680099872e-05,-1.5433195783763407e-05,-1.5357461303793113e-05,0.0001238696571136,5.929584727433246e-05,7.98000971224258e-06
7,0.64,-1.7886469230375863e-05,-1.826514160838016e-05,-2.33035183671869e-05,-1.4542745891671276e-05,-1.4363226828453428e-05,-1.5296294562895692e-05,-1.69703714337009e-05,-2.4644599430447228e-05,-1.580608332148532e-05,-1.573200738426616e-05,0.0001237284446443,5.9086099449423526e-05,7.695009589050216e-06
8,0.66,-1.819827566812099e-05,-1.8576600872689085e-05,-2.3610588636266424e-05,-1.4895348408781196e-05,-1.4751790616273569e-05,-1.566875795958869e-05,-1.7293594461582765e-05,-2.4925646293005905e-05,-1.6185897054099336e-05,-1.6112607119928364e-05,0.000123585164442,5.8869918462072254e-05,7.403244852661939e-06
9,0.6799999999999999,-1.851598362462049e-05,-1.889552360486649e-05,-2.392577839286189e-05,-1.5255669728960234e-05,-1.5146237309056144e-05,-1.6048236622100697e-05,-1.7623755933338753e-05,-2.521502233953545e-05,-1.6572551515462205e-05,-1.649926094044081e-05,0.0001234423838846,5.864890317583381e-05,7.105242733636639e-06
10,0.7,-1.8839654606950528e-05,-1.9221883289725983e-05,-2.424905745146173e-05,-1.562347452173641e-05,-1.554650398694109e-05,-1.643459924891818e-05,-1.7960818148029563e-05,-2.5512686562890943e-05,-1.6965945036110234e-05,-1.6891945614975532e-05,0.0001233021533583,5.842436523675398e-05,6.801459546607599e-06
11,0.72,-1.916931216636428e-05,-1.955562143510136e-05,-2.458035737943574e-05,-1.5998530813820092e-05,-1.595251646420914e-05,-1.682770704494704e-05,-1.8304716794858416e-05,-2.5818559097087992e-05,-1.7365965845903114e-05,-1.7290617230713526e-05,0.0001231660904718,5.819737493786907e-05,6.492290536075409e-06
12,0.74,-1.9504949908922258e-05,-1.989665109652393e-05,-2.491957791282172e-05,-1.6380613011296342e-05,-1.6364192427992433e-05,-1.7227416212090437e-05,-1.86553664513764e-05,-2.613252737820564e-05,-1.7772492343472403e-05,-1.769521763776098e-05,0.000123035454496,5.796880052955358e-05,6.1780791833039245e-06
13,0.76,-1.984653412443556e-05,-2.024486532479639e-05,-2.526659492326148e-05,-1.6769499918814517e-05,-1.678144307681255e-05,-1.7633579857235245e-05,-1.901266305949551e-05,-2.645445511629236e-05,-1.818539753848016e-05,-1.810567516282358e-05,0.0001229112073474,5.77393416893903e-05,5.859125435422348e-06
14,0.78,-2.019401132374072e-05,-2.0600140159055537e-05,-2.56212655812162e-05,-1.7164978475454957e-05,-1.7204174460540466e-05,-1.804605000947445e-05,-1.937649029758092e-05,-2.6784185936561693e-05,-1.860454942302091e-05,-1.8521907245432183e-05,0.0001227940654532,5.7509556729183805e-05,5.535691283736885e-06
15,0.8,-2.0547310030168017e-05,-2.096233888697117e-05,-2.5983433817759824e-05,-1.7566840535912066e-05,-1.763228831058919e-05,-1.846467759825996e-05,-1.974672118985949e-05,-2.712155168860057e-05,-1.9029813462199416e-05,-1.894382429032772e-05,0.0001226845431395,5.727988702010062e-05,5.208007507225014e-06
16,0.8200000000000001,-2.090634490865724e-05,-2.1331315940825368e-05,-2.635293288069841e-05,-1.7974885543131893e-05,-1.806568284097676e-05,-1.8889314463342588e-05,-2.0123220414937723e-05,-2.746637311634933e-05,-1.946105306748612e-05,-1.9371329507248585e-05,0.0001225829883006,5.705067589775677e-05,4.876277546767605e-06
17,0.8400000000000001,-2.1271019773385268e-05,-2.1706918295731616e-05,-2.672958923064942e-05,-1.8388919618013227e-05,-1.850425496945558e-05,-1.9319812968805315e-05,-2.0505847823196767e-05,-2.781846480284537e-05,-1.989813093667713e-05,-1.980432123401349e-05,0.0001224896129125,5.6822185936049766e-05,4.540681903713216e-06
18,0.86,-2.164122996910801e-05,-2.2088988870511493e-05,-2.7113224419898595e-05,-1.88087553919126e-05,-1.894789978589788e-05,-1.975602751780066e-05,-2.089445955828064e-05,-2.817763773362477e-05,-2.034091045939574e-05,-2.0242694633318554e-05,0.0001224045180838,5.659461228849928e-05,4.201381213047178e-06
