country_code,country,fee
1,USA,14978.748550926102
2,EUR,34891.42617188038
3,JAP,26868.42622725555
4,CHN,16523.28398822443
5,BRA,24865.178675416035
6,IND,13466.665022304684
7,ROW,109871.31895982192
