USA_delta,USA_welfare,USA_world_negishi,USA_world_equal,EUR_delta,EUR_welfare,EUR_world_negishi,EUR_world_equal,JAP_delta,JAP_welfare,JAP_world_negishi,JAP_world_equal,CHN_delta,CHN_welfare,CHN_world_negishi,CHN_world_equal,BRA_delta,BRA_welfare,BRA_world_negishi,BRA_world_equal,IND_delta,IND_welfare,IND_world_negishi,IND_world_equal,ROW_delta,ROW_welfare,ROW_world_negishi,ROW_world_equal
0.01,1.0161519770438159,0.9959611339397276,1.0164386587459788,0.01,0.9355541882903834,0.9959609853188143,1.0164384714147239,0.01,1.0184237409627266,0.9959612813421833,1.0164385056472822,0.01,0.9168459457964006,0.9835186470079236,0.9943307147044411,0.01,0.9372420572438811,0.9934066028659546,1.015558227976128,0.01,0.9282600808096826,0.9908457049200413,0.9893014420533748,0.01,0.9274243567160986,0.9829574308173011,0.9802602863498961
0.012665996826226,1.0163905658488304,0.9928531481179015,1.0124225565132097,0.012665996826226,0.9397223622658916,0.9961542264778266,1.0151972853713038,0.012665996826226,1.0265967837893266,0.9950600278125016,1.014944623062376,0.012665996826226,0.9243244480830121,0.9845172321698221,0.9960959031643278,0.012665996826226,0.9428338241052651,0.9935973736172091,1.0156239397080622,0.012665996826226,0.9347734909495857,0.9912493890852507,0.9914106157846427,0.012665996826226,0.9329951739012643,0.983793572734323,0.9825776988770814
0.0160427475601967,1.0167289116953924,0.9892676069183612,1.0077623606482615,0.0160427475601967,0.9444347671782256,0.9963894638835836,1.0138319341357578,0.0160427475601967,1.0358766556631618,0.994057471016605,1.0132550376729692,0.0160427475601967,0.9324535957158856,0.985588005398768,0.9979892879359299,0.0160427475601967,0.9489781465491722,0.9938047215894306,1.015695276072969,0.0160427475601967,0.9418365264632682,0.9916815451682687,0.9936747181091513,0.0160427475601967,0.9392199426299733,0.9847153736075951,0.9851429434017713
0.0203197389681397,1.0171887934885224,0.9852212142431124,1.002473745426409,0.0203197389681397,0.9496330187715295,0.9966620985322922,1.0123547267915698,0.0203197389681397,1.046343257018355,0.9930119632179263,1.011456739337664,0.0203197389681397,0.9411375456061016,0.9867147412692577,0.9999855984850955,0.0203197389681397,0.9555885444436969,0.9940242786470701,1.015771055858232,0.0203197389681397,0.9493446577529584,0.9921339116936166,0.9960552637901935,0.0203197389681397,0.9460306720369678,0.9857075155532361,0.9879225008301512
0.0257369749280199,1.0178862952963403,0.9807438585117862,0.9965660727094431,0.0257369749280199,0.9552057590752311,0.9969663678800582,1.0108003742929415,0.0257369749280199,1.0578949081357272,0.9919533872244023,1.009594368106046,0.0257369749280199,0.9501642620499285,0.9878701929909733,1.002030871276321,0.0257369749280199,0.9625452770088521,0.9942526783531218,1.0158497439039915,0.0257369749280199,0.9571539898336239,0.9925987369450374,0.9985039880778434,0.0257369749280199,0.9533169763022242,0.9867527137857514,0.990864213790238
0.0325984442754959,1.0189704837105995,0.9759731001519951,0.9901786047627777,0.0325984442754959,0.9609892375353298,0.9973043732803245,1.009243914300885,0.0325984442754959,1.0703431657208422,0.9909153665577595,1.0077207036118159,0.0325984442754959,0.9592820199532536,0.9890160334501056,1.0040664160629138,0.0325984442754959,0.9696771741398159,0.9944840791470533,1.0159293902649653,0.0325984442754959,0.9650893996773744,0.9930639462735017,1.000964633883237,0.0325984442754959,0.9611089474239586,0.9878639221124397,0.9939856448684024
0.0412891791733337,1.020288084566905,0.9711451088365678,0.9836566234715928,0.0412891791733337,0.9667958141947776,0.9976630918953021,1.0077307946661869,0.0412891791733337,1.0834115374552808,0.9899318627838483,1.0058919425836297,0.0412891791733337,0.9682422907788313,0.9901257221291748,1.0060375679400053,0.0412891791733337,0.9767945331361599,0.9947117697931918,1.0160077877953408,0.0412891791733337,0.9729417590972537,0.9935183296849056,1.0033738258874867,0.0412891791733337,0.9694996233781111,0.9890699268807478,0.9973268883024069
0.0522968612366922,1.0218051059053297,0.9664673536548256,0.9772812354386117,0.0522968612366922,0.9724425909739546,0.9980241522904604,1.0063042223138778,0.0522968612366922,1.0967506828370817,0.9890330216785777,1.0041624158734834,0.0522968612366922,0.976803959909005,0.9911687891844772,1.0078935222209162,0.0522968612366922,0.9836834922126578,0.9949293804713487,1.016082671805229,0.0522968612366922,0.9804959670925764,0.9939483356940647,1.0056639230962403,0.0522968612366922,0.97776408115864,0.9902445254792451,1.000582247410718
0.0662391878445526,1.0234865359163372,0.962137405460233,0.9713202629152331,0.0662391878445526,0.9777221618290052,0.9983719006156269,1.0050010522508135,0.0662391878445526,1.109967070743176,0.9882417738438625,1.0025792000714753,0.0662391878445526,0.9847358539899398,0.9921226080197384,1.0095893087636063,0.0662391878445526,0.9901385697840405,0.9951302491447532,1.016151871736694,0.0662391878445526,0.9875356287861955,0.994345024409305,1.0077750162639092,0.0662391878445526,0.9854872926759981,0.9913225696523237,1.0035874087893633
0.0838985343010892,1.0252860875144842,0.9583169821609514,0.9659949625788861,0.0838985343010892,0.9824764670576805,0.9986892860202108,1.0038490398062214,0.0838985343010892,1.1226654574810586,0.9875736378962168,1.0011779291723168,0.0838985343010892,0.9918496533323359,0.9929655764732773,1.01109319159973,0.0838985343010892,0.9959708254074303,0.9953108051225945,1.0162138250908304,0.0838985343010892,0.9938687845431938,0.9946977825188363,1.0096569422468886,0.0838985343010892,0.9926512726177,0.9923194934171284,1.0063601407918312
