,baseline,variation,aggregation_method,USA,EUR,JAP,CHN,BRA,IND,ROW,CAN,KOR,RUS,MEX,ZAF
194,1030,20.3,pop_weighted,0.0100000171948288,0.0100000239786899,0.01,0.01,12.0,11.999999986753368,12.0,0.01,0.0100000170984323,0.01,0.01,
195,1030,20.4,negishi,0.01,0.01,0.01,12.0,12.0,12.0,12.0,0.01,0.01,12.0,12.0,
196,1030,20.4,pop_weighted,0.01,0.01,0.01,0.01,12.0,12.0,12.0,0.01,0.01,0.01,0.01,
197,1030,20.5,negishi,0.01,0.01,0.01,11.999999755747073,11.999999755755123,11.999999755745712,11.999999755804456,0.01,0.0100002440470704,11.999999999960206,11.999999999902746,
198,1030,20.5,pop_weighted,0.01,0.01,0.01,0.01,12.0,12.0,11.999999934379792,0.01,0.01,0.01,0.01,
199,1030,20.6,negishi,0.0100000519273732,0.01,0.0100000510205656,12.0,11.99999994527258,11.99999994896305,11.999999946986849,0.01,0.01,11.999999944909336,12.0,
200,1030,20.6,pop_weighted,0.0100002535874073,0.0100001584756556,0.01,0.01,11.999999746412591,12.0,12.0,0.0100002535874073,0.01,0.01,0.0100002535874073,
201,1030,20.7,negishi,0.01,0.01,0.01,12.0,11.999999999993602,11.999999999994122,11.99999984222749,0.0100001577653266,0.01,12.0,11.999999842227174,
202,1030,20.7,pop_weighted,0.01,0.01,0.01,0.01,12.0,12.0,12.0,0.01,0.01,0.01,0.01,
203,1030,20.8,negishi,0.01,0.01,0.01,12.0,12.0,12.0,12.0,0.0100002949425814,0.01,12.0,12.0,
204,1030,20.8,pop_weighted,0.01,0.01,0.01,0.01,12.0,12.0,12.0,0.01,0.01,0.01,0.01,
205,1030,20.9,negishi,0.0100002781226711,0.01,0.01,12.0,11.999999851674124,11.999999999999975,11.999999822976523,0.0100000094300565,0.01,11.999999931050649,11.999999998733404,
206,1030,2.0,negishi,0.0100001530858893,0.0100001528280849,0.0100001540412156,11.99999999787032,12.0,12.0,12.0,0.0100001544294137,0.0100001556710579,12.0,11.999999996822938,
207,1030,2.0,pop_weighted,0.01,0.01,0.01,12.0,12.0,12.0,12.0,0.01,0.01,0.01,0.01,
208,1030,99.6,negishi,0.01,0.01,0.01,12.0,12.0,12.0,12.0,0.01,0.01,12.0,12.0,
209,1030,99.6,pop_weighted,0.01,0.01,0.01,12.0,12.0,12.0,12.0,0.01,0.01,12.0,0.01,
210,1030,99.7,negishi,0.0100000962194354,0.01,0.01,11.99999985040474,11.999999866432358,11.999999960227209,11.999999893738234,0.01,0.01,11.99999992055698,11.999999870367388,
211,1030,99.7,pop_weighted,0.01,0.01,0.01,12.0,12.0,12.0,12.0,0.01,0.01,12.0,0.01,
212,1050,baseline,negishi,0.01,0.0100005269218849,0.0100005226797283,11.999999999637897,11.999999995885757,11.99999999974892,12.0,0.0100005280416203,0.0100005242756726,11.999999999753404,12.0,
213,1050,baseline,pop_weighted,0.01,0.01,0.01,12.0,12.0,12.0,12.0,0.01,0.01,12.0,0.01,
214,1200,baseline,negishi,0.0100004200495148,0.0100004171719006,0.0100004211936653,11.999999593136568,11.999999570919956,11.999999987156428,11.999999593954128,0.01,0.0100004182786637,11.99999957927296,11.999999550324466,11.999999997231027
215,1200,baseline,pop_weighted,0.0100000017399122,0.01,0.010000038542988,11.99999995683618,11.99999999904315,11.999999961768475,11.999999989103218,0.0100000390897637,0.01,11.999999997124808,0.0100000041786553,11.99999999999982
216,1060,baseline,negishi,0.0100000375137515,0.01,0.0100000375137515,11.999999962486248,11.999999962486248,12.0,11.999999962486248,0.0100000375137515,0.0100000375137515,12.0,12.0,
217,1060,baseline,pop_weighted,0.010000258142136,0.01,0.0100002584312247,11.99999997067616,12.0,12.0,12.0,0.01,0.0100002581779964,11.999999741783313,0.0100002584476572,
218,1060,99.0,negishi,0.01,11.999999999999904,0.0100000000000179,12.0,11.999999999999869,11.999999999999885,11.999997745345116,0.01,0.010000000000058,11.9999977453452,11.999999999999847,
219,1060,99.0,pop_weighted,0.01,0.0100004990516186,0.0100005012772212,11.999999500039104,12.0,12.0,11.99999999950236,0.0100004975057471,0.0100005017253556,11.999999500935983,0.082897805031945,
220,1060,99.1,negishi,0.0100000675729069,0.0100000675729069,0.0100000675729069,11.999999932427093,12.0,12.0,11.999999932427093,0.0100000675729069,0.0100000675729069,12.0,12.0,
221,1060,99.1,pop_weighted,0.0100001575838126,0.0100001567867127,0.0100001576893831,11.99999999940099,11.999999999336072,11.999999999109868,12.0,0.0100001564706679,0.0100001576908934,11.999999999386766,0.0100001575202252,
222,1060,99.2,negishi,0.0100009324032203,0.0789838218345758,0.0100011018816578,11.999999827986867,11.999999936720098,11.999999917240205,11.99999992653418,0.0100010742958717,0.0100011148987378,11.999999804387537,11.9999999384194,
223,1060,99.2,pop_weighted,0.0100004267722668,0.0100004267722668,0.0100004267722668,12.0,12.0,12.0,12.0,0.0100004267722668,0.0100004267722668,12.0,0.0700948258851622,
224,1060,99.3,negishi,0.01,0.01,0.01,12.0,12.0,12.0,12.0,0.01,0.01,12.0,12.0,
225,1060,99.3,pop_weighted,0.01,0.01,0.01,12.0,12.0,12.0,12.0,0.01,0.01,12.0,0.01,
226,1060,99.4,negishi,0.01,0.01,0.0100000056657991,11.999999968587383,11.9999999983097,11.999999964074242,11.999999970485884,0.01,0.01,11.999999972501625,11.999999969101744,
227,1060,99.4,pop_weighted,0.0100000087728263,0.0100000118545813,0.01,11.999999990443042,11.999999989495109,11.999999976557485,11.999999959544573,0.010000000108649,0.0100000248890636,11.999999986031026,0.0100000001851317,
228,1060,99.5,negishi,0.0100000612019356,0.0100000612103076,0.010000055499244,11.999999997151498,11.99999999623346,12.0,11.999999945038516,0.0100000563611832,0.0100000594796351,12.0,12.0,
229,1060,99.5,pop_weighted,0.01000012227487,0.01000012227487,0.01000012227487,12.0,12.0,12.0,12.0,0.01000012227487,0.01000012227487,12.0,0.01000012227487,
230,1060,99.6,negishi,0.0100002849703702,0.01,0.0100002849703702,11.99999971502963,11.99999971502963,11.99999971502963,12.0,0.01,0.01,11.99999971502963,11.99999999611441,
231,1060,99.6,pop_weighted,0.0100000003452735,0.0100001164134207,0.0100001173429819,11.999999996957808,11.999999997388551,11.999999876840606,11.999999997112475,0.0100001151109728,0.0100000453389825,11.999999999381044,0.0100001164993608,
232,1060,99.7,negishi,0.0100001879967505,0.0917319570787872,0.0100001801570561,11.999999988917123,11.999999959180824,11.999999800548393,11.99999977557796,0.0100002408400138,0.0100001643436552,11.999999642752112,11.999999936711466,
233,1060,99.7,pop_weighted,0.0100001462102116,0.0100001190886516,0.01,11.999997632653969,11.999999853789788,11.999999853789788,11.999997632653969,0.010002221135821,0.01,11.999999853789788,0.0644348825753609,
234,1060,99.8,negishi,0.01,0.01,0.01,12.0,12.0,12.0,12.0,0.01,0.01,12.0,12.0,
235,1060,99.8,pop_weighted,0.0100000194562388,0.0100000797493779,0.0100000233216372,11.999999961958729,11.99999993935927,11.999999957754444,11.999999960667129,0.0100000993522082,0.0100001044563496,0.1272524831621349,0.0100001175525632,
236,1060,99.9,negishi,0.0100000372093862,11.999999962790614,0.01,11.999999962790614,12.0,12.0,11.999999962790614,0.0100000372093862,0.01,11.999999962790614,11.999999962790614,
237,1060,99.9,pop_weighted,0.01,0.01,0.01,12.0,12.0,12.0,12.0,0.01,0.01,12.0,0.2013648431075454,
238,1060,99.10,negishi,0.010000000021166,0.0100000542957032,0.0100000000003741,11.999999945870387,11.999999999999028,11.999999999984135,11.999999945847073,0.0100000541645109,0.01,11.999999999998884,11.99999999999968,
239,1060,99.10,pop_weighted,0.0100000843359231,0.0100000843359231,0.01,12.0,12.0,12.0,12.0,0.0100000843359231,0.0100000843359231,12.0,0.0100000843359231,
240,1060,99.11,negishi,0.0100002075894741,0.1020044316758196,0.0100002030446707,11.999999998535714,11.999999779628295,11.999999990542822,11.999999785248688,0.01,0.0100002026794593,11.999999994607554,11.999999775950446,
241,1060,99.11,pop_weighted,0.01,0.01,0.01,12.0,12.0,12.0,12.0,0.01,0.01,12.0,0.0400597256480548,
242,1060,99.12,negishi,0.01,0.01,0.01,12.0,12.0,12.0,12.0,0.01,0.01,12.0,12.0,
243,1060,99.12,pop_weighted,0.0100000000006398,0.010000090519167,0.01,11.999999999998604,11.999999909478106,11.99999990947844,11.999999909478417,0.0100000000019916,0.0100000905203415,0.0979053201857156,0.01,
244,1060,99.13,negishi,0.01,11.99999983119446,0.01,11.999998617028796,11.999998669940078,11.999999913777335,11.999998560274758,0.0100008913987328,0.01,11.999998648476884,11.999999918743027,
245,1060,99.13,pop_weighted,0.0100007701709446,0.0100007626566406,0.0100001042678331,12.0,12.0,12.0,12.0,0.0100006860955941,0.0100008599036127,11.999999864719358,0.203399815087424,
246,1060,99.14,negishi,0.0100000006250815,0.01,0.0100000006646327,11.999999999890848,11.999999999923356,11.999999999868097,11.99999999987932,0.01,0.0100000006879643,11.999999999169376,11.999999999937756,
247,1060,99.14,pop_weighted,0.01,0.0100001235642697,0.0100001461541647,12.0,11.999999840476615,11.999999989415675,11.999999984476707,0.0100000026233186,0.0100001531393625,11.999999844998763,0.01,
248,1060,99.15,negishi,0.0100003990750504,0.01,0.0100001395967665,11.999999595267616,11.999999997723828,11.999999998239453,11.999999995408844,0.0100004063959004,0.01,11.999999998267295,11.99999968269911,
249,1060,99.15,pop_weighted,0.0100000006466763,0.0100000223664805,0.0100000223664804,12.0,11.99999997763352,12.0,12.0,0.0100000223664805,0.0100000223664806,12.0,0.0100000223664804,
250,1060,2.0,negishi,0.01,0.01,0.01,11.999999518865554,11.999998440780402,11.99999834318976,11.99999936704988,0.0100000500644445,0.01,12.0,11.999999970689418,
251,1060,2.0,pop_weighted,0.0100000303849193,0.0100000408497785,0.010000023506564,11.999999978835245,11.99999995691316,11.999999998309484,11.999999961414424,0.0100000060268652,0.0100000413801533,11.99999999981214,0.0100000396335742,
252,1060,10.2,negishi,0.01,0.0364702491367876,0.01,12.0,12.0,12.0,12.0,12.0,0.0380524675224406,12.0,12.0,
253,1060,10.2,pop_weighted,0.01,0.01,0.01,12.0,12.0,12.0,12.0,0.01,0.01,12.0,12.0,
254,1060,10.3,negishi,0.0100000876265366,0.0100000610094703,0.3529647025385437,0.01,0.0793249853393611,0.1366858472209806,12.0,0.0100000949588052,0.01,0.0893673476676033,0.166144189460752,
255,1060,10.3,pop_weighted,0.01,0.0100000147183977,0.0100000521333907,0.0100000124204559,0.0100000119503863,11.999999974493356,11.999999940704216,0.0100000547692426,0.0100000301752709,0.010000016908516,0.0100000593528594,
256,1210,baseline,negishi,0.01,0.01,0.01,11.999999932912386,11.999999932912386,12.0,11.999999975519822,0.0100000670876137,0.0100000670876137,12.0,11.999999932912386,11.999999984175592
257,1210,baseline,pop_weighted,0.010000002197986,0.0100000009777084,0.010000002197986,11.999999997802014,11.999999998137636,11.999999997802014,12.0,0.010000002197986,0.01,11.999999997802014,0.01,12.0
258,1210,2.0,negishi,0.01,0.01,0.01,12.0,12.0,12.0,12.0,0.01,0.01,12.0,12.0,12.0
259,1210,2.0,pop_weighted,0.0100001210326849,0.01,0.01,11.999999950735566,11.999999878967316,11.999999878967316,11.999999878967316,0.0100000763742281,0.0100001210326849,11.999999878967316,0.0100001210326849,11.999999878967316
260,1210,10.2,negishi,0.01,0.01,0.01,12.0,12.0,12.0,12.0,12.0,0.063773454700716,12.0,12.0,12.0
261,1210,10.2,pop_weighted,0.0100000365621233,0.0100000099789443,0.0100000100449659,12.0,11.999999959265852,11.999999959265852,12.0,0.01,0.0100000384061874,11.999999959265852,11.999999959265852,12.0
262,1210,10.3,negishi,0.0100000141630789,0.0100000141630789,0.01,0.01,0.01,0.253373870673059,11.99999998583692,0.3644267329747581,0.01,0.2149560408547678,0.1046186004431948,0.139121394951288
263,1210,10.3,pop_weighted,0.01,0.01,0.0100003744557945,0.0100003744557945,0.0100003744557945,12.0,11.999999625544206,0.0100003744557945,0.01,0.01,0.0100003744557945,0.01
264,1210,99.0,negishi,0.0100007719887517,11.99999922820674,0.0100007719695233,11.999999228707342,11.999999226766812,11.999999227471056,11.99999922871772,0.0100007702850222,0.0100000015603794,11.99999922760319,11.999999229266482,11.999999472125689
265,1210,99.0,pop_weighted,0.0100000680541382,0.0100000680541382,0.0100000680541382,11.999999931945862,11.999999931945862,11.999999931945862,11.999999931945862,0.01,0.0100000680541382,11.999999931945862,0.01570131466568,11.999999931945862
266,1210,99.1,negishi,0.01,0.01,0.01,12.0,12.0,12.0,12.0,0.01,0.01,12.0,12.0,12.0
267,1210,99.1,pop_weighted,0.01,0.01,0.01,12.0,12.0,12.0,12.0,0.01,0.01,12.0,0.01,12.0
268,1210,99.2,negishi,0.01,0.0691654797569823,0.01,12.0,12.0,12.0,12.0,0.01,0.01,12.0,12.0,12.0
269,1210,99.2,pop_weighted,0.01,0.01,0.0100002985672944,12.0,12.0,11.999999915283055,12.0,0.01,0.0100002985672944,12.0,0.01,11.999999925402433
270,1210,99.3,negishi,0.01,0.0100016807293617,0.01,12.0,11.999998319270638,12.0,12.0,0.01,0.0100016807293617,12.0,12.0,11.999998319270638
271,1210,99.3,pop_weighted,0.0100000711993268,0.0100000711993268,0.0100000711993268,11.999999928800673,11.999999928800673,11.999999928800673,11.999999928800673,0.0100000198124629,0.0100000711993268,0.4024195680024324,0.0100000711993268,12.0
272,1210,99.4,negishi,0.0100003554915437,0.0100003554915437,0.0100003554915437,11.999999644508456,11.999999644508456,11.999999644508456,11.999999644508456,0.0100003554915437,0.0100003554915437,11.999999644508456,11.999999644508456,11.999999644508456
273,1210,99.4,pop_weighted,0.0100000351081039,0.01,0.0100000351081039,12.0,11.999999964891895,11.999999964891895,11.999999964891895,0.0100000351081039,0.0100000351081039,11.999999964891895,0.0100000351081039,11.999999987150735
274,1210,99.5,negishi,0.0100002127497136,0.0100002127497136,0.01,12.0,12.0,11.999999787250289,12.0,0.01,0.01,11.99999982652091,11.999999787250289,11.9999999772165
275,1210,99.5,pop_weighted,0.010000033820614,0.01,0.01,12.0,12.0,11.999999966179386,12.0,0.010000033820614,0.01,11.999999973864004,0.01,12.0
276,1210,99.6,negishi,0.0100004640242404,0.0100004640242404,0.01,11.99999953597576,12.0,11.99999953597576,11.99999953597576,0.01,0.0100004640242404,11.99999997377878,11.99999953597576,11.99999953597576
277,1210,99.6,pop_weighted,0.01,0.01,0.01,11.999999695744918,11.999999695744918,12.0,12.0,0.01,0.010000304255081,0.3475135977828515,0.010000304255081,11.999999695744918
278,1210,99.7,negishi,0.01,0.0736914988667367,0.01,11.99999980909216,12.0,12.0,12.0,0.0100001909078383,0.0100001909078383,12.0,11.99999980909216,11.99999980909216
279,1210,99.7,pop_weighted,0.01,0.01,0.0100001380891434,11.999999861910856,11.999999861910856,12.0,11.999999861910856,0.01,0.01,12.0,0.0100001380891434,12.0
280,1210,99.8,negishi,0.01,0.01,0.01,12.0,12.0,12.0,12.0,0.01,0.01,12.0,12.0,12.0
281,1210,99.8,pop_weighted,0.01,0.01,0.01,12.0,12.0,12.0,12.0,0.01,0.01,0.0867744384360357,0.01,12.0
282,1210,99.9,negishi,0.01,12.0,0.01,12.0,12.0,12.0,12.0,0.01,0.01,12.0,12.0,12.0
283,1210,99.9,pop_weighted,0.010000165167003,0.01,0.01,11.999999834832996,12.0,11.999999834832996,12.0,0.01,0.0100001417796244,11.999999834832996,0.0705336523555545,11.999999834832996
284,1210,99.10,negishi,0.01,0.01,0.0100000804492272,11.999999919550772,12.0,12.0,11.999999919550772,0.0100000804492272,0.0100000804492272,12.0,12.0,12.0
285,1210,99.10,pop_weighted,0.01,0.0100000842596404,0.01,11.99999991574036,11.99999991574036,11.99999991574036,11.99999991574036,0.0100000842596404,0.01,11.99999991574036,0.0100000842596404,11.99999991574036
286,1210,99.11,negishi,0.01,0.0505143891730729,0.010000025342195,12.0,12.0,12.0,11.9999999663536,0.0100000336463992,0.01,12.0,12.0,11.9999999663536
287,1210,99.11,pop_weighted,0.01,0.0100000917393353,0.01,11.999999908260664,11.999999908260664,12.0,11.999999908260664,0.01,0.0100000917393353,11.999999995396978,0.01,11.999999908260664
288,1210,99.12,negishi,0.01,0.01,0.01,12.0,12.0,12.0,12.0,0.01,0.01,12.0,12.0,12.0
289,1210,99.12,pop_weighted,0.0100001543262382,0.01,0.01,12.0,11.99999975190532,12.0,11.99999975190532,0.0100002480946806,0.0100001224404752,0.0572324840063401,0.0100002480946806,11.99999975190532
290,1210,99.13,negishi,0.01,12.0,0.01,12.0,12.0,12.0,12.0,0.01,0.01,12.0,12.0,12.0
291,1210,99.13,pop_weighted,0.01,0.01,0.01,12.0,12.0,12.0,12.0,0.01,0.01,12.0,0.0861705752849922,12.0
292,1210,99.14,negishi,0.01,0.01,0.01,12.0,12.0,12.0,12.0,0.01,0.01,12.0,12.0,12.0
293,1210,99.14,pop_weighted,0.01,0.01,0.01,12.0,12.0,12.0,12.0,0.01,0.01,12.0,0.01,12.0
294,1210,99.15,negishi,0.01,0.01,0.01,12.0,12.0,12.0,12.0,0.01,0.01,12.0,12.0,12.0
295,1210,99.15,pop_weighted,0.01,0.0100002014600591,0.01,11.99999979853994,11.999999914577012,11.99999979853994,11.99999979853994,0.0100002014600591,0.0100002014600591,12.0,0.01,11.99999979853994
296,1300,baseline,negishi,0.01,0.010001600959281,0.01,11.999998399040718,11.999998399040718,11.999998399040718,11.999998399040718,0.010001600959281,0.01,12.0,12.0,11.99999860367818
297,1300,baseline,pop_weighted,0.01,0.01,0.010000080838824,12.0,11.999999919161176,11.999999919161176,11.999999919161176,0.010000080838824,0.010000080838824,11.999999919161176,0.1000399109527687,12.0
298,1300,2.0,negishi,0.01,0.01,0.01,12.0,12.0,12.0,12.0,0.01,0.01,12.0,12.0,12.0
299,1300,2.0,pop_weighted,0.01,0.01,0.01,12.0,12.0,12.0,12.0,0.01,0.01,12.0,0.021086107486882,12.0
300,1300,10.3,negishi,0.01,0.01,0.01,0.01,12.0,12.0,12.0,12.0,0.0100069855108385,12.0,12.0,12.0
301,1300,10.3,pop_weighted,0.01,0.01,0.01,12.0,0.01,12.0,12.0,0.01,0.01,0.01,0.01,0.01
302,1300,99.0,negishi,0.0100000976826948,11.99999990209574,0.0100000979390577,11.999999902456114,11.99999990206588,11.999999902378493,11.999999902320376,0.0100000975658079,0.0100000979067557,11.99999990221922,11.9999999020912,11.999999902478358
303,1300,99.0,pop_weighted,0.01,0.0100000411323222,0.0100000411323222,12.0,11.999999958867678,11.999999958867678,11.999999958867678,0.0100000411323222,0.0100000411323222,12.0,11.999999958867678,11.999999958867678
304,1300,99.1,negishi,0.01,0.01,0.01,12.0,12.0,12.0,12.0,0.01,0.01,12.0,12.0,12.0
305,1300,99.1,pop_weighted,0.0100001218621035,0.0100001218621035,0.0100001218621035,11.999999878137896,11.999999878137896,12.0,11.999999878137896,0.0100001218621035,0.0100001218621035,11.999999878137896,0.0499500111091329,11.999999878137896
306,1300,99.2,negishi,0.01,0.1398608542022703,0.0100006802311307,11.99999931976887,12.0,12.0,12.0,0.01,0.01,12.0,12.0,12.0
307,1300,99.2,pop_weighted,0.0100001432249959,0.0100001432249959,0.01,11.999999856775004,11.999999856775004,11.999999856775004,11.999999856775004,0.01,0.0100001432249959,11.999999856775004,11.999999856775004,11.999999856775004
308,1300,99.3,negishi,0.0100003552835409,0.0100003102137749,0.0100003552835409,11.99999964471646,11.99999964471646,11.99999964471646,11.99999964471646,0.0100003552835409,0.0100003552835409,11.99999964471646,11.99999964471646,12.0
309,1300,99.3,pop_weighted,0.0100002054257711,0.0100002054257711,0.0100002054257711,11.99999979457423,11.99999979457423,11.99999979457423,11.99999979457423,0.0100002054257711,0.01,11.99999979457423,0.0400441549177281,11.99999979457423
310,1300,99.4,negishi,0.0100003043016646,0.0100003043016646,0.0100003043016646,11.999999695698335,11.999999695698335,11.999999695698335,11.999999695698335,0.0100003043016646,0.0100003043016646,11.999999695698335,11.999999695698335,12.0
311,1300,99.4,pop_weighted,0.01,0.01,0.01,12.0,12.0,12.0,12.0,0.01,0.01,12.0,0.1233157081189285,12.0
312,1300,99.5,negishi,0.0100002170273159,0.01,0.01,11.999999782972685,12.0,11.999999782972685,12.0,0.01,0.01,12.0,11.999999782972685,11.999999782972685
313,1300,99.5,pop_weighted,0.01,0.01,0.01,12.0,12.0,12.0,12.0,0.01,0.01,12.0,0.0871640814306693,12.0
314,1300,99.6,negishi,0.01,0.01,0.01,12.0,12.0,12.0,12.0,0.01,0.01,12.0,11.999945485951969,12.0
315,1300,99.6,pop_weighted,0.01,0.01,0.01,12.0,12.0,12.0,11.999983375861817,0.01,0.01,12.0,0.0752753013666676,12.0
316,1300,99.7,negishi,0.0100000727769137,0.0927345084386705,0.0100000727769137,12.0,11.999999927223088,11.999999927223088,12.0,0.01,0.0100000222432896,12.0,12.0,12.0
317,1300,99.7,pop_weighted,0.01,0.0100001170265868,0.0100001170265868,12.0,12.0,11.999999882973412,12.0,0.01,0.0100001170265868,12.0,12.0,12.0
318,1300,99.9,negishi,0.0100002956473365,11.99999970140382,0.010000310363642,11.99999967966187,11.999999700426075,11.999999718551123,11.999999675121003,0.0100002973105148,0.0100003029222222,11.999999698140687,11.999999679511545,11.999999695243002
319,1300,99.9,pop_weighted,0.01,0.01,0.0100001080714167,12.0,12.0,12.0,12.0,0.01,0.01,12.0,12.0,12.0
320,1300,99.10,negishi,0.01,0.0100001807304076,0.01,12.0,12.0,12.0,12.0,0.0100002677625893,0.0100002677625893,12.0,12.0,12.0
321,1300,99.10,pop_weighted,0.0100000428397236,0.0100000428397236,0.0100000428397236,11.999999957160275,11.999999957160275,11.999999957160275,11.999999957160275,0.0100000428397236,0.0100000428397236,11.999999957160275,0.0497164943110489,11.999999957160275
322,1300,99.11,negishi,0.01,0.01,0.01,12.0,12.0,12.0,12.0,0.01,0.01,12.0,12.0,12.0
323,1300,99.11,pop_weighted,0.0100004209672467,0.0100004207389445,0.0100004208536747,11.999999578988902,11.99999957901576,11.99999957905274,11.99999957898448,0.0100004208414029,0.0100004208709205,11.99999957895711,0.1894595495152911,11.999999578885282
324,1300,99.12,negishi,0.010000024198993,0.0100001090515449,0.0100001090515449,11.999999890948455,12.0,12.0,12.0,0.01,0.0100001090515449,11.999999890948455,11.999999890948455,11.999999890948455
325,1300,99.12,pop_weighted,0.01,0.01000002615346,0.01,11.99999970517344,12.0,12.0,11.99999970517344,0.01,0.01,12.0,0.01,12.0
326,1300,99.13,negishi,0.01,12.0,0.01,12.0,12.0,12.0,12.0,0.01,0.045882158282286,12.0,12.0,12.0
327,1300,99.13,pop_weighted,0.01,0.0100001090319978,0.01,11.999999890968002,12.0,12.0,12.0,0.01,0.0100000810561376,12.0,11.999999890968002,11.999999890968002
328,1300,99.14,negishi,0.01,0.0100006323212773,0.0100006323212773,11.999999367678722,11.999999367678722,12.0,11.999999367678722,0.0100006323212773,0.01,11.999999367678722,11.999999367678722,11.999999367678722
329,1300,99.14,pop_weighted,0.01,0.0100001294224487,0.01,12.0,12.0,11.999999870577552,12.0,0.01,0.01,11.999999870577552,0.1226485053445561,12.0
330,1300,99.15,negishi,0.01,0.01,0.01,12.0,12.0,12.0,12.0,0.01,0.01,12.0,12.0,12.0
331,1300,99.15,pop_weighted,0.0100003479694809,0.0100003479694809,0.0100003479694809,11.99999965203052,11.99999965203052,11.99999965203052,11.99999965203052,0.0100003479694809,0.0100003479694809,11.99999965203052,0.0884060601531667,11.99999965203052
332,1300,99.8,negishi,0.0100000650962266,0.0100000836072802,0.0100000656868911,12.0,11.999999987743802,11.99999993262898,11.99999997438971,0.0100000731434645,0.0100000838050721,11.999999999992628,11.999999999995955,11.999999926966517
333,1300,99.8,pop_weighted,0.0100000650648,0.0100000650648,0.01,11.9999999349352,12.0,12.0,11.9999999349352,0.01,0.01,12.0,0.0100000650648,11.999999987920845
334,1300,baseline,pop_weighted,0.01,0.01,0.010000080838824,12.0,12.0,12.0,12.0,0.010000080838824,0.010000080838824,12.0,0.01,12.0
335,1300,2.0,pop_weighted,0.01,0.01,0.01,12.0,12.0,12.0,12.0,0.01,0.01,12.0,0.01,12.0
336,1300,10.3,pop_weighted,0.01,0.01,0.01,12.0,0.01,12.0,12.0,0.01,0.01,0.01,0.01,0.01
337,1300,baseline,pop_weighted,0.01,0.01,0.01,12.0,12.0,12.0,12.0,0.010000080838824,0.01,12.0,0.01,12.0
338,1300,2.0,pop_weighted,0.01,0.01,0.01,12.0,12.0,12.0,12.0,0.01,0.01,12.0,0.01,12.0
339,1300,10.3,pop_weighted,0.01,0.01,0.01,12.0,0.01,12.0,12.0,0.01,0.01,0.01,0.01,0.01
340,1300,99.0,pop_weighted,0.01,0.0100000411323222,0.0100000411323222,12.0,12.0,12.0,12.0,0.0100000411323222,0.0100000411323222,12.0,0.01,12.0
341,1300,99.1,pop_weighted,0.0100001218621035,0.0100001218621035,0.01,12.0,12.0,12.0,12.0,0.01,0.0100001218621035,12.0,0.01,12.0
342,1300,99.2,pop_weighted,0.01,0.01,0.01,12.0,12.0,12.0,12.0,0.01,0.0100001432249959,12.0,0.01,12.0
343,1300,99.3,pop_weighted,0.0100002054257711,0.01,0.0100002054257711,12.0,12.0,12.0,12.0,0.0100002054257711,0.01,12.0,0.01,12.0
344,1300,99.4,pop_weighted,0.01,0.01,0.01,12.0,12.0,12.0,12.0,0.01,0.01,12.0,0.01,12.0
345,1300,99.5,pop_weighted,0.01,0.01,0.01,12.0,12.0,12.0,12.0,0.01,0.01,12.0,0.01,12.0
346,1300,99.6,pop_weighted,0.01,0.01,0.01,12.0,12.0,12.0,12.0,0.01,0.01,12.0,0.01,12.0
347,1300,99.7,pop_weighted,0.01,0.01,0.0100001170265868,12.0,12.0,12.0,12.0,0.01,0.01,12.0,0.01,12.0
348,1300,99.8,pop_weighted,0.01,0.01,0.01,12.0,12.0,12.0,12.0,0.01,0.01,12.0,0.01,12.0
349,1300,99.9,pop_weighted,0.01,0.01,0.01,12.0,12.0,12.0,12.0,0.01,0.01,12.0,0.01,12.0
350,1300,99.10,pop_weighted,0.01,0.01,0.01,12.0,12.0,12.0,12.0,0.01,0.01,12.0,0.01,12.0
351,1300,99.11,pop_weighted,0.01,0.01,0.01,12.0,12.0,12.0,12.0,0.01,0.01,12.0,0.01,12.0
352,1300,99.12,pop_weighted,0.01,0.01,0.01,12.0,12.0,12.0,12.0,0.01,0.01,12.0,0.01,12.0
353,1300,99.13,pop_weighted,0.01,0.01,0.01,12.0,12.0,12.0,12.0,0.01,0.0100000810561376,12.0,0.01,12.0
354,1300,99.14,pop_weighted,0.01,0.0100001294224487,0.01,12.0,12.0,12.0,12.0,0.01,0.01,12.0,0.01,12.0
355,1300,99.15,pop_weighted,0.01,0.01,0.01,12.0,12.0,12.0,12.0,0.01,0.01,12.0,0.01,12.0
356,1300,12.0,negishi,0.01,12.0,0.01,11.99999985277683,12.0,11.99999985277683,12.0,0.01,0.01,12.0,12.0,12.0
357,1300,12.0,pop_weighted,0.01,0.01,0.01,11.999999574100254,11.999999585894749,11.999999583668975,11.999999586412065,0.0100003954006625,0.0100004175694778,11.99999959549472,0.01,11.999999583851032
358,1300,13.0,negishi,0.01,12.0,0.01,12.0,11.999999786311022,0.01,0.01,0.0100000091086202,0.1011559394898071,0.01,0.01,12.0
359,1300,13.0,pop_weighted,0.01,0.01,0.01,0.01,12.0,12.0,11.999999385373826,0.01,0.01,12.0,0.01,11.999999385373826
360,1300,13.0,negishi,0.01,0.01,0.01,12.0,12.0,12.0,12.0,0.01,0.01,12.0,12.0,12.0
361,1300,13.0,pop_weighted,0.01,0.01,0.01,12.0,11.999999983147584,12.0,12.0,0.01,0.01,12.0,0.01,12.0
