,baseline,variation,aggregation_method,USA,EUR,JAP,CHN,BRA,IND,ROW,Equal,Negishi,CAN,KOR,RUS,AUS,MEX,ZAF
27,311,2.1.3,negishi,1.17738640824996,1.0934187713768626,1.118372943654923,1.3029150464942425,1.302808082127448,1.304905446823859,1.3139010750445856,1.2999951521389912,1.215551846956015,,,,,,
28,311,2.1.4,pop_weighted,1.1745847758650654,1.0861461781859956,1.1013643271007636,1.3109245783996293,1.311394174931697,1.3129187462166585,1.3205212741806946,1.306735017716366,1.2148787425528855,,,,,,
29,311,2.1.4,negishi,1.1745850205328274,1.0861464331381054,1.1013646002744335,1.3109236060006078,1.3113971133152444,1.3129155504305206,1.3205198433796808,1.3067332877317164,1.2148783500071123,,,,,,
30,311,2.1.5,pop_weighted,1.1624314397423845,1.0727239028861806,1.0814405962119824,1.3081215667686577,1.309568585178566,1.3102097886689164,1.315301575158743,1.3024982127399825,1.2051752849005646,,,,,,
31,311,2.1.5,negishi,1.162432086616526,1.0727245756561314,1.0814413089778858,1.3081176891338944,1.3095606624059422,1.3102033754057445,1.3152982800865003,1.302493894254146,1.2051739303090785,,,,,,
32,311,2.1.6,pop_weighted,1.0461649704015097,0.9833758487420728,1.004023255032742,1.1337580802776912,1.134007406150782,1.1356762568089245,1.1422677005550936,1.1322820091384918,1.072907325179374,,,,,,
33,311,2.1.6,negishi,1.0210806614407344,1.094155437458756,0.9774194116979924,1.0961521135148864,1.0963485258846375,1.0963454526599994,1.0998039263820774,1.096515869493187,1.07156903172589,,,,,,
34,311,2.1.7,pop_weighted,1.0452905740311116,0.978538405712202,0.9926069200880558,1.1431040514603763,1.1440928749063703,1.1451094109069406,1.1501733092948987,1.1404735405131847,1.0745002840999247,,,,,,
35,311,2.1.7,negishi,1.0172115456676676,1.0949841713731288,0.9639714781285732,1.0998040784647598,1.100731585959106,1.100002477640588,1.1017078165589909,1.0992863779024875,1.071113677268031,,,,,,
36,311,2.1.8,pop_weighted,1.037279747872934,0.9689518300108414,0.9794112181805013,1.142949333904729,1.1451671293567225,1.145116070320112,1.1472512968646813,1.138884183815437,1.068489854584551,,,,,,
37,311,2.1.8,negishi,1.008711656253631,1.0882702969867606,0.9509810475808784,1.0966952432016113,1.0988253223892288,1.097002244995228,1.09576662603829,1.0949475258005823,1.064475055771108,,,,,,
38,311,2.1.10,pop_weighted,0.9752693088907411,0.9365924628141368,0.952582725536366,1.0304230117188713,1.0335725496984622,1.0322252269044192,1.031246870713074,1.0281924643729623,0.992222825153808,,,,,,
39,311,2.1.10,negishi,1.0094584964979356,0.9988266307820868,1.0056190495875033,1.0104246172703506,1.0139571930978315,1.0104424445863218,1.0028875342772146,1.007228981966323,1.0053852771017624,,,,,,
40,311,2.1.11,pop_weighted,1.1121953273529142,1.011246376276996,1.0510357976753453,1.0755135045670776,1.0984438740353657,1.1001312080012606,1.020819931830636,1.0599634817885302,1.053137858423536,,,,,,
41,311,2.1.11,negishi,1.1121958583068785,1.011246465947283,1.0510361742257492,1.0755135702927068,1.098444483896658,1.1001312147990407,1.0208199779657867,1.0599635356115764,1.0531380463833049,,,,,,
42,311,1.9,pop_weighted,1.0225558805307222,0.9680762063105988,1.0130971462001614,1.0773006166244572,1.0800676201312516,1.0792021618854537,1.07543407156425,1.0736628113419042,1.0357885817197876,,,,,,
43,311,1.9,negishi,1.0145217906772788,1.0760944142611493,1.0024128889373949,1.062690574880739,1.065205504299673,1.0631063895076007,1.0583031971146435,1.060880694729556,1.0494943352089607,,,,,,
44,311,1.10,pop_weighted,1.0176624774713523,0.9738736401780428,1.0008568201535428,1.0766261103737966,1.0802135691889427,1.0777732631678931,1.0698000399819596,1.0709280689103626,1.0336572468468894,,,,,,
45,311,1.10,negishi,1.0107671679776356,1.095007125647401,0.9898091710735256,1.0608302464252324,1.0643215097561691,1.0607195966325171,1.051410777264224,1.057295737770114,1.0491968058197645,,,,,,
46,311,1.11,pop_weighted,1.0091989681138454,0.9807726308283043,0.9871807621630724,1.0720451221351472,1.0770895000482616,1.072716845871562,1.058512786505278,1.063836668061234,1.028631640415101,,,,,,
47,311,1.11,negishi,1.004024192348162,1.1172082021568197,0.9782464128892372,1.057965333565632,1.0629784272426472,1.057560560954617,1.0419552982199,1.052241639334443,1.0476967509214097,,,,,,
48,311,2.1.9.2,pop_weighted,0.9774134214404252,0.941833978317446,0.9585890050800054,1.0234593372579417,1.0248318883485004,1.025106358025571,1.027372293593706,1.022817245693733,0.9918520098293064,,,,,,
49,311,2.1.9.2,negishi,0.9751102266988868,1.0093471130423242,1.012472286277336,1.0133506119087927,1.0150411550855702,1.013908446616627,1.0129187237089436,1.0130410303336794,1.003775671332954,,,,,,
50,311,3.0,pop_weighted,1.3017250412299275,1.233626169791978,1.3420373088844064,1.5505627258528591,1.5514788645430435,1.5540985502545013,1.562111326116371,1.5436919192878302,1.405088813290161,,,,,,
51,311,3.0,negishi,1.30127715182501,1.2331249196090817,1.3414568752240907,1.5549272547070416,1.555307393876633,1.5568892204110965,1.5642842230627885,1.546457713717914,1.4060148407526352,,,,,,
52,311,4.0,pop_weighted,2.073118092763466,2.024249104769741,2.249813430026199,2.493239587952511,2.4919411545531016,2.49446421743486,2.50818907484941,2.481096677432528,2.269874570800616,,,,,,
53,311,4.0,negishi,2.073119289611942,2.0242504415490004,2.249814766078047,2.49324089220951,2.491954600765037,2.4944644591924017,2.5081820268413426,2.481094667600065,2.2698741787754946,,,,,,
54,311,5.0,pop_weighted,1.2890186948656992,1.1329271778812546,1.2694575805411794,1.407405789603234,1.4083782008334025,1.4098993697016295,1.4188035945513473,1.4029598764176614,1.307868378027362,,,,,,
55,311,5.0,negishi,1.2890187295969404,1.132927219185864,1.2694576211419364,1.4074057953564147,1.4083792317278034,1.409891446586851,1.4188036616490305,1.40295738789033,1.3078680550011583,,,,,,
56,311,6.1,pop_weighted,1.4081789670861458,1.2680968552361498,1.4261043586469448,1.5678796073850911,1.5699155411811518,1.5710191726912344,1.5739881381196843,1.5605881550200955,1.4515853890996535,,,,,,
57,311,6.1,negishi,1.408179575186976,1.268097528911365,1.4261051134856522,1.5678797273319152,1.5699149169228768,1.57101857982401,1.573983777570167,1.5605863371330837,1.451584686523609,,,,,,
58,311,6.2,pop_weighted,1.3113781407252691,1.4138091727599111,1.324716304743816,1.428197077378664,1.42826142229897,1.4304674414669996,1.4342223464724704,1.4296397595159378,1.3931945653854858,,,,,,
59,311,6.2,negishi,1.4058761335752197,1.275193101050485,1.4370299570776912,1.560976937437394,1.562757668906016,1.5639549305925262,1.567399723736341,1.5544048587487496,1.4505592891402022,,,,,,
60,311,6.3,pop_weighted,1.2976422527596063,1.152005471648408,1.2419201008973604,1.427428896825801,1.427413482860575,1.4288741436915018,1.4322528350174442,1.4197542730020056,1.3204121721281326,,,,,,
61,311,6.3,negishi,1.297642891427419,1.1520062339590316,1.2419208843917189,1.4274286819753588,1.4274105304311555,1.4288725613026103,1.432247576327604,1.4197516797659064,1.320411143461675,,,,,,
62,311,8.0,pop_weighted,1.253225287158212,1.1442203687500097,1.249352349455131,1.365423860198321,1.3670144395279322,1.368207617093698,1.3696522397860786,1.3603405516243163,1.2813295354913077,,,,,,
63,311,8.0,negishi,1.25322565651802,1.1442208585777154,1.2493528251222448,1.3654230474818585,1.3670134707555528,1.368205744095366,1.369649168187374,1.3603385835534834,1.2813288064486692,,,,,,
64,312,1.1,pop_weighted,1.098691343738087,1.0196343099090666,1.0706715594202163,1.187036745523649,1.188568113442579,1.1879545834452756,1.1839512723117869,1.180339751569039,1.119797963850923,,,,,,
65,312,1.1,negishi,1.0716750460321671,1.1709694956622425,1.0392241968689735,1.146595685705334,1.1479471493940705,1.145945648756601,1.1400649274386228,1.1434149854684026,1.1253748156262182,,,,,,
66,312,1.2,pop_weighted,0.99019626915424,1.0150922075281597,0.9904781847504844,1.0254737051849696,1.0386353775443995,1.028856578515669,1.007257254300045,1.0189564099911124,1.008556703757986,,,,,,
67,312,1.2,negishi,1.008171840789164,1.081249627147955,1.0145595359243007,1.020698988098531,1.0353174267142933,1.0229860615178032,0.9994248513184844,1.0145076608426715,1.0241720434201276,,,,,,
68,312,1.3,pop_weighted,1.011314215248343,1.0795295541227024,1.019420311877647,1.0270579494113157,1.044229929214365,1.0295762931496382,1.00214655325013,1.0193137492728128,1.0272386581522868,,,,,,
69,312,1.3,negishi,1.0113142127038317,1.0795306646702765,1.0194215963394695,1.0270579264547095,1.0442296083767657,1.0295761282753944,1.0021464581591275,1.0193136765240456,1.027238904093319,,,,,,
70,312,2.1,pop_weighted,1.1525506944326127,1.087236155848747,1.153520319206054,1.290217888416155,1.29027506329346,1.292392123787368,1.299155223433633,1.286948786175964,1.2044775770538478,,,,,,
71,312,2.1,negishi,1.1525507343881616,1.0872362014131214,1.1535203667003335,1.2902179245505323,1.2902768899993249,1.2923919982478185,1.2991548808601383,1.286948658505817,1.204477563749961,,,,,,
72,312,2.2,pop_weighted,0.975179573295384,0.9509429847387788,0.974474723205936,1.0203433130802622,1.0224125541701965,1.0220270978174435,1.020345587965749,1.018638466468401,0.992045686853886,,,,,,
73,312,2.2,negishi,1.014642835780547,1.006014039176861,0.9799702701422212,1.005371187962131,1.0073463710234831,1.0052496868261305,0.9991415171250174,1.0028869367255944,1.0041987388961564,,,,,,
74,312,2.3,pop_weighted,0.9770241928406854,0.9544400084062422,0.973190204853067,1.0239039955418796,1.0271650483090151,1.0245415224208878,1.0159988190783402,1.018760400644518,0.9927256909192466,,,,,,
75,312,2.3,negishi,1.01336567185138,1.0050263733561462,1.0098424970367974,1.0149579880123407,1.018311736793856,1.014133664182619,1.0006101230025528,1.0088274832149409,1.008128326611115,,,,,,
76,312,3.1,pop_weighted,1.1114286768612938,1.0498797388939851,1.1080583028022186,1.221255828464112,1.2223124138644232,1.2225062414536576,1.2210808132742752,1.2155096385046855,1.1492632382999743,,,,,,
77,312,3.1,negishi,1.1114285064031786,1.0498795296411705,1.108058097727807,1.2212562648023686,1.2223145739724717,1.2225064116944535,1.2210820576830126,1.2155103061326822,1.1492635622359255,,,,,,
78,312,3.2,pop_weighted,0.9859219296505448,0.983700435967505,0.9843142807695858,1.0234255067774634,1.031899476887382,1.025275884906511,1.0105527187114525,1.01770338833751,1.0006837712635668,,,,,,
79,312,3.2,negishi,0.9965117480583248,1.0529986880369824,1.013933395549787,1.018674490268801,1.027246947514577,1.0196752828677342,1.0029778490435546,1.013576195644654,1.0163193471539425,,,,,,
80,312,3.3,pop_weighted,0.9887274433790234,1.001255336444062,0.987464016903708,1.021497867487078,1.0323911360986593,1.0236068846181985,1.0054383511807814,1.0151803164385695,1.0035961019563326,,,,,,
81,312,3.3,negishi,1.013001524485535,1.0615840536317662,1.013466093102266,1.019661955892461,1.0306405300913748,1.0207870509753003,0.9996613819229632,1.013181489764294,1.0210814371173422,,,,,,
82,312,4.1,pop_weighted,1.1497953217063934,1.1167030445195638,1.1626189663327111,1.301182323896538,1.3015005674243216,1.3032838905361976,1.309057476309646,1.2979975736909706,1.2165816109203111,,,,,,
