,baseline,variation,aggregation_method,USA,EUR,JAP,CHN,BRA,IND,ROW,Equal,Negishi,CAN,KOR,RUS,MEX,ZAF
216,1060,99.1,negishi,1.0397886933231242,1.045081704184209,1.0461979559933086,1.1357727583380313,1.1278976315443865,1.1253536344139374,1.1237981031891615,1.1228606657162543,1.0895097485356575,1.0650999408915094,1.0657162543957377,1.126562329136534,1.1228946859778608,
217,1060,99.1,pop_weighted,1.0417520528331965,1.046842872053238,1.048080710427411,1.1374513056829878,1.129573157293896,1.1270499888155476,1.1255453466489664,1.1239181805052516,1.0894469506691495,1.066937719314827,1.0678053092470912,1.1283619305072894,1.0408974200636756,
218,1060,99.2,negishi,0.9890441131923556,1.034053288807946,0.9935305213166932,1.044867290599266,1.0364197983058812,1.033811452004722,1.0300251804935088,1.0325377467716492,1.0248737883183563,1.0047637581965578,1.0069538823535484,1.0339821340900472,1.0322287146030185,
219,1060,99.2,pop_weighted,0.9990304187859586,1.0075396602260234,1.0067206846124994,1.0581944438751851,1.0495666126378955,1.0469174575427211,1.043525146397652,1.0449154975548227,1.029284467815266,1.0181467393439083,1.02220902114498,1.0472733943156325,1.0319922289034626,
220,1060,99.3,negishi,1.031300180928508,1.0307148960927224,1.0331999404834762,1.1184514061561144,1.1108258405648097,1.108395698666407,1.1072393315475662,1.1062221660239966,1.0749105339877112,1.050004088475866,1.0490953502212872,1.1095084016979655,1.1070231609112364,
221,1060,99.3,pop_weighted,1.0332256991211513,1.032422861769485,1.0350644690373243,1.1201288145405364,1.1124802328679857,1.1100712288412211,1.1089699599240794,1.1073057445464431,1.0749408978830275,1.0518011859702745,1.051126057363564,1.1112825365176822,1.030466629677455,
222,1060,99.4,negishi,1.0153429444249675,1.0236641524541803,1.0237623005914742,1.0891691782316455,1.0836498693788816,1.0816129786199449,1.0805745252410457,1.0798868636284402,1.055280377387466,1.0410437163017845,1.0415820223420729,1.082653741950956,1.080258996986911,
223,1060,99.4,pop_weighted,1.0166443427823313,1.024816127035092,1.0249925857751567,1.090255182339841,1.0847124337922671,1.082695135887275,1.0816924300245947,1.080523853646643,1.055146910194936,1.0422452625500194,1.0429641374446157,1.0838064462059502,1.0219011602629506,
224,1060,99.5,negishi,1.013406273620453,1.0154065521544535,1.0167793682621444,1.092243366665366,1.0821394593838771,1.0792600808168973,1.076173490233168,1.076873478343547,1.0520128566137332,1.0300308792711304,1.0313514257686067,1.0798147522940655,1.0773430022469908,
225,1060,99.5,pop_weighted,1.0149097654958006,1.016741130002844,1.0182290444868531,1.0935371959116358,1.0834158972973484,1.0805553400783705,1.077507168660566,1.0776467077150669,1.051854614067247,1.0314314202220676,1.0329794775463002,1.0811857952180857,1.0100484758260324,
226,1060,99.6,negishi,1.048774871019603,1.0478358110983128,1.0501036242412751,1.1621639804523107,1.1542613023728143,1.1515945610947522,1.1506301479967411,1.1485822934417325,1.1056411187568442,1.0715757759731095,1.070365998015622,1.1530869760788915,1.149433953997013,
227,1060,99.6,pop_weighted,1.0511936044188184,1.0500280521987573,1.0524696274311491,1.164369400031561,1.1564295042080603,1.1537948856683904,1.1528944935410856,1.1499775209470195,1.1056305054553917,1.0738532385272648,1.0729445079196531,1.155407221117089,1.0484147385006997,
228,1060,99.7,negishi,0.9900322145281536,1.0262890890600151,0.9915933595731764,1.0338765610153575,1.0243278951462544,1.0215932040127995,1.0173549370111188,1.0204644220905574,1.0168074995224814,0.9995295899479688,1.0014923294765563,1.0214715634529694,1.0201596323919793,
229,1060,99.7,pop_weighted,0.9982009929329136,1.0023330487029,1.001844262591547,1.0440867977281365,1.0344541343237303,1.0316947237721308,1.0278297167313115,1.029965874126641,1.019610009082155,1.0100187452578,1.013721976434784,1.0317333667513906,1.0183406905658496,
230,1060,99.8,negishi,1.0404883190337442,1.0469677427489794,1.046923660769786,1.1112517339651162,1.104582524227705,1.1021165995624882,1.1005814337291897,1.1004278201966309,1.0777890320442058,1.063707634818397,1.063814128558385,1.10301598647775,1.1014807151167896,
231,1060,99.8,pop_weighted,1.0423547489523906,1.04867658216453,1.0487101022473562,1.1128559866538057,1.1061735393561958,1.103721563114488,1.1022375458844624,1.101499960335507,1.0778495824529029,1.065470468393779,1.0657918374921187,1.0934926734704051,1.0433756342709712,
232,1060,99.9,negishi,0.9747018259353676,1.0578639607560587,0.976997242233112,1.0517884011660412,1.0438918925401512,1.0415818685555325,1.038384706871462,1.040514045710146,1.0293846882231408,0.990200381433478,0.9873649851226456,1.0423805250635392,1.0392388737294052,
233,1060,99.9,pop_weighted,0.9925049912592572,0.9960589007870836,0.9975601506554403,1.073177071129824,1.0647678361371782,1.0623948630893778,1.059957292622727,1.0599465107053363,1.0331677105733077,1.010986331947729,1.0122954265076891,1.0631056480804613,1.0539338264981226,
234,1060,99.10,negishi,1.0249075971095412,1.030573803723084,1.0314012012209148,1.1084408771880907,1.1007176182628695,1.098245973672335,1.0963436824894612,1.0960150472786148,1.0682002329563962,1.048217942444261,1.049187639585856,1.0991917986863866,1.096369384126816,
235,1060,99.10,pop_weighted,1.0265472708874477,1.0320440366660195,1.032975620371322,1.1098695074320593,1.1021031233579393,1.0996633723621565,1.097800154094734,1.096891484349233,1.0681258261046722,1.0497517568999375,1.050944438125165,1.1006905274149672,1.026833013243369,
236,1060,99.11,negishi,0.9911886304593442,1.0464434792477997,0.9941173184513492,1.0570254068487503,1.0494747460225766,1.0470660250892043,1.0441837359212671,1.0459756180458235,1.034739566297505,1.0073192354861285,1.0056675423486157,1.0475274364489728,1.0457794039369477,
237,1060,99.11,pop_weighted,1.0070477789552348,1.012259673523474,1.0128918030520893,1.0762280736419756,1.0685299387390004,1.066081219765292,1.063804310389176,1.0639237461025768,1.041900826188133,1.0266067332714035,1.0277270693121965,1.066770631764755,1.0341568116567494,
238,1060,99.12,negishi,1.062170247712715,1.06959327186898,1.0703177500783596,1.1654395515112128,1.1578626312011393,1.1553543261813626,1.1539244525803325,1.1526700864784905,1.116566874577831,1.0920660224526009,1.0932597956635777,1.1567205236352796,1.152703251489011,
239,1060,99.12,pop_weighted,1.0647548717107127,1.072033850186829,1.072861790310443,1.167814890671803,1.1601878581798175,1.1576999574774955,1.1563351690644597,1.1541543607505678,1.1164350678956627,1.0945425969348572,1.0960726738806654,1.13779730321861,1.065823823554851,
240,1060,99.13,negishi,0.982828486192663,1.0452027663326464,0.984873126089458,1.0390910707706749,1.0306937750705587,1.0281621700276,1.0247441400783923,1.0273879568656057,1.0219995045379284,0.9955446285472758,0.9935389440958629,1.0283832961775243,1.0270623643484076,
241,1060,99.13,pop_weighted,0.9963603707066916,1.0004316226536067,1.000625799333844,1.055104608456721,1.046603687228214,1.0440348893554894,1.041271864942764,1.0423038685524275,1.025441249498202,1.0118429720776736,1.0129258617406394,1.044429485967574,1.038313358034433,
242,1060,99.14,negishi,1.0188217759568907,1.0193182202815076,1.0213524601109794,1.1001823945830174,1.0915702788651007,1.0890495509418094,1.0870270250715834,1.086820582184962,1.0590676920515778,1.0343984048933463,1.0345732358113393,1.0898693025530648,1.0871736909002707,
243,1060,99.14,pop_weighted,1.0204444786048257,1.0207423364348551,1.0228987668060792,1.1015775147499811,1.0929368063773446,1.090429071177189,1.0884564483535202,1.0876438882103254,1.0588957345963883,1.0359014696759326,1.0363107723946312,1.0913401719507272,1.0146993134111946,
244,1060,99.15,negishi,1.0121725661534366,1.0192114030717625,1.0192492969977824,1.085499894855971,1.0778281698903962,1.0753288980369085,1.0730331693298196,1.0733064896349829,1.0504190741561894,1.0350708950039755,1.0364060815192162,1.0760560026203092,1.0737920357312034,
245,1060,99.15,pop_weighted,1.0134755386220788,1.0203761821831403,1.0204998142286794,1.0866174394801955,1.078918992740152,1.0764358742325828,1.0741728739997172,1.0739671352538378,1.0502934578296366,1.036283887786889,1.0378095563405685,1.0772280451940512,1.0157950401710576,
246,1060,2.0,negishi,1.0384257443819462,1.0466417626432103,1.0467969111098208,1.143154884106523,1.133956726665336,1.1312790253458314,1.128064478566264,1.1278100385657486,1.093218785866325,1.0679145102870409,1.0691962341025067,1.132294615643427,1.1289968060776612,
247,1060,2.0,pop_weighted,1.0405257957213545,1.0486213854267576,1.0488797705282364,1.1452820280835436,1.136040060253668,1.1333814653272576,1.1301927075151652,1.129231255952736,1.0934234876065163,1.069974136991528,1.0715144353380004,1.134495441165596,1.0452407714544627,
248,1060,10.2,negishi,1.014713533546321,1.0462041182390045,1.017831472574756,1.0709510687015291,1.067504241743916,1.066030406856667,1.0643756211057915,1.0647819327298889,1.0514817419215596,1.0801453806630843,1.0545038331465586,1.06690796915627,1.0670433823342926,
249,1060,10.2,pop_weighted,1.025567759496904,1.034559334875911,1.0306349025466786,1.085412306044505,1.081873664512478,1.0803361796724096,1.0788135809400266,1.0784764198560448,1.058411401489603,1.0336285868246446,1.0425170367285188,1.0816953649154004,1.0813627071194962,
250,1060,10.3,negishi,1.036895356438212,1.018751025072629,1.0798474974885677,1.000952647305336,1.0500038105854794,1.0546341868010374,1.061618180086082,1.0505966814425611,1.0362030678447265,1.0386869533259018,1.0469168029364817,1.0501833389755522,1.058563927124733,
251,1060,10.3,pop_weighted,1.0492341891782615,1.0275481730166458,1.0305366875165418,1.0091244227702227,1.0260625765336726,1.0741289213830518,1.0693251186037476,1.0597436983113993,1.0385928104948758,1.0472824931785882,1.0570466190315893,1.024692720884228,1.0303569765170733,
252,1210,baseline,negishi,1.0127816922516844,1.0209202698942634,1.0208217582054004,1.0865567866952812,1.079272812831981,1.077237429385178,1.0758607121755153,1.0756183004583315,1.0519311998801648,1.0361904957302834,1.0361952162215535,1.0780800483877155,1.0775428078142375,1.0776470196702863
253,1210,baseline,pop_weighted,1.014198911061941,1.0222137220505931,1.0221988031382307,1.087823882465236,1.080503066778561,1.078485019224946,1.0771483403068105,1.0764343351378245,1.0519309326628166,1.0375358961199477,1.037735158127326,1.0793958767284508,1.0193124486532097,1.0788921502362774
254,1210,2.0,negishi,1.0366154428655387,1.0494981366969725,1.0486035216227363,1.139104166882766,1.1306692584211,1.1284546926770755,1.1261977842267057,1.1255846304871673,1.0920950487790158,1.0707311886467197,1.0714534874344388,1.1295705905803768,1.1281069074831815,1.128430397131052
255,1210,2.0,pop_weighted,1.0386741326061533,1.051492408957237,1.0506829901529744,1.1412218821366569,1.1327638048465578,1.1305596931053072,1.1283309451003498,1.1270732167965072,1.0924208347248916,1.0727879241067422,1.0737599380453755,1.1317619639544518,1.0503271141870676,1.1305219004665328
256,1210,10.2,negishi,1.022290617040607,1.0330979087442416,1.0292047652895409,1.0777226474208677,1.0747030994709317,1.0734723210323036,1.0724146115125808,1.0720858217830116,1.0549411364714754,1.0853887370084845,1.0717180383543825,1.074715515708544,1.0749934459182755,1.073821291158897
257,1210,10.2,pop_weighted,1.0242633972289437,1.0357501223800123,1.031861593131814,1.080578770348655,1.0775149740389016,1.0762795767769018,1.0752463522983866,1.0747834935698974,1.0562940008489343,1.035703068890698,1.0437834521293383,1.077606216209393,1.0778109333756578,1.0766087322246582
258,1210,10.3,negishi,1.029155523617938,1.025902888958332,1.0528676685996243,0.9896192444695806,1.009279104736433,1.0564198765309478,1.0588873836060553,1.0466946710697684,1.0321732354012143,1.0798277232712925,1.0502348200551244,1.0553001312508374,1.0460205705679426,1.050779268684232
259,1210,10.3,pop_weighted,1.036599660880965,1.0317719458790704,1.0610062627918329,0.993918129464112,1.013042456756719,1.066004621530378,1.0628783185306336,1.0515958107686418,1.033506629967758,1.039904992026043,1.0567684421686585,1.0154749737106157,1.016114183081044,1.0264822624784984
260,1210,99.0,negishi,0.9842820134720528,1.0416967013754237,0.9875969842811706,1.0357438433629034,1.0277706391754984,1.02561508647608,1.0225118425402682,1.024984853602028,1.0203149351711531,0.9987933829164852,0.9964795062767722,1.025766546720135,1.0259008119757589,1.0260303418927226
261,1210,99.0,pop_weighted,0.9971634274291692,1.003994948625466,1.0030535981817588,1.0512967342806954,1.043201647996694,1.0410285177371392,1.0385789627437636,1.0393732924122323,1.0241592373646602,1.0146401127275897,1.015080761237968,1.0413787744317704,1.0064058486141771,1.0414404888746096
262,1210,99.1,negishi,1.0347421022727132,1.045374948939099,1.0453027293523005,1.1276154402579233,1.119977496471144,1.117842491071802,1.116923319916732,1.1158907570490713,1.0847436815363374,1.0655263565017452,1.0654426155961525,1.1190248955229414,1.1178286514528917,1.1182353743794609
263,1210,99.1,pop_weighted,1.036681382011969,1.0471715966486268,1.0472026909679375,1.129350819971289,1.1217060040923188,1.1195839579766431,1.1187147467400071,1.1170743508843004,1.084906020610281,1.0673846026728568,1.067534950792118,1.120850793341121,1.0444766143811297,1.119967073721217
264,1210,99.2,negishi,0.9894615195814276,1.0310793573272503,0.9956994669592604,1.0430687795010432,1.0342899528170946,1.0320494933514517,1.0289327979219305,1.031159597097985,1.023773708882055,1.0077569659342789,1.0084949839942012,1.0322843860413782,1.0321361229501618,1.0325544027231186
265,1210,99.2,pop_weighted,0.99856830967622,1.0095298024908488,1.0079495711809754,1.0552306657289194,1.046326877178805,1.0440598351979289,1.0413454315854145,1.0423658931063442,1.0277645794349797,1.0201252889243264,1.0225243291360766,1.0445086677501243,1.0037002276241314,1.044621513737205
266,1210,99.3,negishi,1.0398763595677925,1.0346269951411549,1.0381475633871948,1.130705554875167,1.1241171052375247,1.1219096891117168,1.1218340774808606,1.1198617813664409,1.0845446196279942,1.051953386433606,1.0499019715392122,1.12310277438081,1.1223535697836635,1.1223454572491876
267,1210,99.3,pop_weighted,1.0423118267980649,1.0368020403700031,1.0405205181635562,1.1329371451351906,1.1262938172188497,1.1240987873720667,1.1241219743094455,1.1213719998583225,1.084756207954558,1.0542372971052405,1.0524680342396495,1.1212515304422137,1.0365018585957206,1.124535326456997
268,1210,99.4,negishi,1.0119120342526151,1.024074596054669,1.023187512372779,1.083493497807794,1.0778592399747997,1.076070881671479,1.0752699774524326,1.0746647736571524,1.0518296259709785,1.0405645632319862,1.040616349008138,1.0770475425583683,1.076503408310293,1.0765017594913175
269,1210,99.4,pop_weighted,1.0131851409551378,1.0252409072095896,1.0244224722501152,1.084603535582966,1.078952020083959,1.0771774798400275,1.0764138020934906,1.0753771525529183,1.0518240068516294,1.0417715235068843,1.041993521687458,1.078219551394438,1.0238389906135943,1.077607169086109
270,1210,99.5,negishi,1.0104711439602656,1.016331909021489,1.01652844034576,1.0862653287112478,1.076277583814235,1.0738210981919374,1.0712765149067516,1.0718942241252318,1.0488420149169786,1.0304829247293614,1.0306298841074673,1.0743446343654477,1.0740072940157364,1.0741461058212245
271,1210,99.5,pop_weighted,1.0119466208193342,1.0176774154477004,1.0179708813235633,1.0875806051264103,1.077562022754148,1.075135402309926,1.0726288027533724,1.0727443615025385,1.0488314619835462,1.031885912666649,1.0322442920907646,1.0757226935006754,1.0129068680473972,1.0754527980584847
272,1210,99.6,negishi,1.0553186516042352,1.0513587279994814,1.0538608100395246,1.1704555661787508,1.163902768831716,1.1616041059930906,1.1619216733437003,1.158863556814553,1.1128450252389963,1.0723640622770938,1.070120296828433,1.1631812118082474,1.1616515208233655,1.1620144491576965
273,1210,99.6,pop_weighted,1.058266748860273,1.0540607083040043,1.0567674809091328,1.1732461908497376,1.1666588225427934,1.1643779696514898,1.1648038914464751,1.160743576537443,1.113054222171153,1.0751656542749353,1.073269168581986,1.1590904307970056,1.0541818439360306,1.164796265927694
274,1210,99.7,negishi,0.9910942415782592,1.0215749714913152,0.993306870379043,1.0307128541739163,1.0212913419052745,1.0190861937755529,1.0157259669564465,1.018360072943073,1.0149383302240786,1.0023171552933392,1.002859199141564,1.0190652165341498,1.0192118950059648,1.0195717974550789
275,1210,99.7,pop_weighted,0.997857868042478,1.0038696015555837,1.0020987068377736,1.0393385684348273,1.0298335743544698,1.027616025760825,1.0246051420819349,1.0262986324640526,1.017386705648695,1.0112796384263516,1.0132222971829634,1.0277739417972247,0.997119860191703,1.0281672126669066
276,1210,99.8,negishi,1.036581384798694,1.0463998266013987,1.0455224213172707,1.1047347439360269,1.098197850998095,1.0960911743304955,1.095060514440164,1.0948013612197098,1.0737249468593957,1.0627614624147417,1.0619694261829091,1.0969463091693807,1.097535210275278,1.096746132788199
277,1210,99.8,pop_weighted,1.0385040953401017,1.0482231088030516,1.04740435542256,1.106428962754899,1.0998864909489368,1.0978057854127834,1.0968306532767087,1.0960017438402532,1.0738968271257163,1.0646165155528229,1.0640415516509247,1.0834624549095129,1.0453622523549004,1.098459697176677
278,1210,99.9,negishi,0.9749002037021676,1.0515114049926046,0.9822020100983352,1.0464157051929912,1.0382540154092266,1.036257905473749,1.0336397553303265,1.035607237564561,1.0262140912330575,0.9989110979697844,0.9965211307345117,1.03697229162807,1.0357241043742862,1.0366335935360662
279,1210,99.9,pop_weighted,0.98860023348515,1.0007924735735918,1.000384233397852,1.06483459525865,1.056234616296814,1.05420680063184,1.0523246524081962,1.05239537396288,1.0295598063336813,1.017264079292571,1.0183127721251657,1.054932642381585,1.03742111583422,1.0544853721321068
280,1210,99.10,negishi,1.019880775814774,1.0307369342326524,1.0302700027823335,1.0996109199038289,1.0921983237526305,1.0901154751563555,1.0887328077846776,1.0883721001595446,1.063015099669515,1.0482141301166576,1.0484790557631332,1.091020907360893,1.0903603333984144,1.0904985039494708
281,1210,99.10,pop_weighted,1.021441525987421,1.032179961707171,1.0317970484425945,1.1010177277052344,1.0935678127892088,1.0915009765805084,1.0901644437500877,1.0893037801629175,1.063097475494332,1.0497053834942482,1.0501692476727809,1.092483716293563,1.0294584177599948,1.0918843116353354
282,1210,99.11,negishi,0.9939961442914274,1.034753689731502,0.9996596790409444,1.0578964523359018,1.0504221272641825,1.0483511891799515,1.0460814200944626,1.0473340024388524,1.0341343135640677,1.0136003353770602,1.012104499430474,1.04883648325625,1.0486524337469785,1.0487428235093668
283,1210,99.11,pop_weighted,1.0052230220971508,1.0136602372148356,1.0132842660653103,1.071571914573982,1.0640011152317237,1.0619125278872226,1.0601081590521206,1.0599876329089788,1.0392191375697613,1.0275014853675553,1.0278826196432085,1.0626010197050242,1.0105679952949376,1.0623159724806832
284,1210,99.12,negishi,1.0555544401214194,1.0694561716025517,1.0689065800780615,1.1547089524685266,1.1479683564515912,1.1459867312386496,1.1456039976557175,1.14403344405873,1.1104103699857342,1.09323581187356,1.0936620905310963,1.1473996239710706,1.1459062209621007,1.1463866894806685
285,1210,99.12,pop_weighted,1.0582098088739738,1.072064645978182,1.0715829778826846,1.157192732608625,1.1504284774404785,1.148470128066675,1.1481553728891036,1.1456736647802463,1.1103762259066643,1.0958346474578184,1.096599611314077,1.1187604883111415,1.070521595725501,1.1488580066134493
286,1210,99.13,negishi,0.9831170114803978,1.042040352261222,0.9865437923337952,1.0359462638545738,1.0281299807569646,1.0259586776399876,1.0229740702900985,1.0253564620075724,1.02026278336454,0.9976024537071976,0.9950236109528456,1.0261651827616265,1.0262289396707085,1.0263874556892192
287,1210,99.13,pop_weighted,0.9952102770142328,1.0019573611183317,1.001274897063071,1.0507925589058171,1.0428274492274354,1.0406355205750282,1.0383186373964932,1.0391638433852752,1.023511739993782,1.0127593170391669,1.0129334346584793,1.0410234761637405,1.0291943500998977,1.041082744031586
288,1210,99.14,negishi,1.0180707493349703,1.0198958198386336,1.021329392136724,1.0995777014105588,1.0903808067786442,1.0881817296880774,1.0866528379022058,1.086303371218892,1.0587129215951283,1.033968167532318,1.0331109027021244,1.0889478410805322,1.088336322082324,1.0884496166215376
289,1210,99.14,pop_weighted,1.0198196996769198,1.0214630314430204,1.0230162572157002,1.101127713698265,1.0919141975889457,1.0897344208348654,1.0882570906335225,1.0872971757870442,1.0587729833041222,1.0356190139902235,1.0349984918096595,1.0905939953845134,1.0170385773833706,1.0899944090685965
290,1210,99.15,negishi,1.0091725158442766,1.0201035881699003,1.0190013607521482,1.079277394171244,1.0718974600346682,1.069763483000572,1.0679163193169812,1.0681272020711694,1.0470806921723856,1.0352256313178403,1.035622681905344,1.0704613048209932,1.0701074904297063,1.0701837806724772
291,1210,99.15,pop_weighted,1.010426797009668,1.0212577479256755,1.0202265706400795,1.0803685649654093,1.0729845256048995,1.0708662934778894,1.069051836729735,1.0688433681829559,1.0470786892752506,1.0364184367293547,1.0369920952555538,1.0716235226163924,1.0183795713756723,1.0712767986869374
