config,country,obj,status,delta_rest_1992,delta_pharma_1992,delta_rest_2015,delta_pharma_2015,ratio_rest,ratio_pharma,nu_rest,nu_pharma
s_fefo,KOR,1.3429616870189776,successful,0.08377393609814271,0.41331488610208683,0.0799984751239969,0.1346096070304543,1.0471941617423817,3.070470936064599,0.083606847819459,0.1871585428452483
s_fefo,RUS,1.3429616870189776,successful,0.449124676336761,1.7424906574597676,0.2380960988846998,0.4042962992347577,1.8863168209835044,4.309934720545085,0.083606847819459,0.1871585428452483
s_fefo,MEX,1.3429616870189776,successful,0.25036758086741356,0.7394013838243799,0.2252908601978069,0.2689110711593665,1.1113082024170406,2.7496130249921307,0.083606847819459,0.1871585428452483
s_fefo,ZAF,1.3429616870189776,successful,0.1546011278272571,0.5038759063335113,0.1685554719231022,0.3050908899471323,0.9172121561131442,1.6515599873232056,0.083606847819459,0.1871585428452483
s_fefo,ROW,1.3429616870189776,successful,1.3634920932958248,4.946175468026413,1.5355600080221343,2.399372092591471,0.8879445193757421,2.0614457771258965,0.083606847819459,0.1871585428452483
s_nu,USA,1.3552031326660803,successful,0.14807183367748383,0.11097430303621018,0.1212202900718791,0.13701524655687,1.2215103064815533,0.8099412716828475,0.057025171228885875,0.08257212582382759
s_nu,EUR,1.3552031326660803,successful,0.12897586441448683,0.1226942490208281,0.1219394005751662,0.1740172701707801,1.0577045959397118,0.7050693813344864,0.057025171228885875,0.08257212582382759
s_nu,JAP,1.3552031326660803,successful,0.12581054053376003,0.1010517578983479,0.1356928064152104,0.1608186844395823,0.9271717776164838,0.6283583170108065,0.057025171228885875,0.08257212582382759
s_nu,CHN,1.3552031326660803,successful,0.22539790459808942,0.257830077477971,0.2025410164142365,0.2557986897711793,1.1128506639717166,1.007941353056221,0.057025171228885875,0.08257212582382759
s_nu,BRA,1.3552031326660803,successful,0.19372197669022817,0.20282530678529098,0.1856514674603722,0.2744065248087913,1.043471292418298,0.7391417056377261,0.057025171228885875,0.08257212582382759
s_nu,IND,1.3552031326660803,successful,0.40070328087594537,0.572419848166631,0.2662426603277438,0.3719205021577519,1.5050303372971146,1.539091942621212,0.057025171228885875,0.08257212582382759
s_nu,CAN,1.3552031326660803,successful,0.05605659910411998,0.03070014916714141,0.0892055222589352,0.0986868526166133,0.6283983063448195,0.31108651611788496,0.057025171228885875,0.08257212582382759
s_nu,KOR,1.3552031326660803,successful,0.0830033790931631,0.08888534139365328,0.0799984751239969,0.1346096070304543,1.03756201558228,0.6603194478797023,0.057025171228885875,0.08257212582382759
s_nu,RUS,1.3552031326660803,successful,0.39229258845641657,0.5125463769648403,0.2380960988846998,0.4042962992347577,1.6476229148398933,1.2677493658363328,0.057025171228885875,0.08257212582382759
s_nu,MEX,1.3552031326660803,successful,0.2228148841980662,0.19420005154433076,0.2252908601978069,0.2689110711593665,0.9890098692971088,0.722172020315373,0.057025171228885875,0.08257212582382759
s_nu,ZAF,1.3552031326660803,successful,0.14260788193819635,0.11904797494607278,0.1685554719231022,0.3050908899471323,0.8460590469780562,0.3902049483244223,0.057025171228885875,0.08257212582382759
s_nu,ROW,1.3552031326660803,successful,1.1720263255598002,1.5491804553450097,1.5355600080221343,2.399372092591471,0.7632566095996596,0.6456607793882434,0.057025171228885875,0.08257212582382759
s_all,USA,1.363776353239664,successful,0.1682901297515635,0.10922628498927171,0.1212202900718791,0.13701524655687,1.3883000086188024,0.797183435669226,0.056373450523425996,0.07304122756178026
s_all,EUR,1.363776353239664,successful,0.15404390570478171,0.12342451534822992,0.1219394005751662,0.1740172701707801,1.2632824581569562,0.7092658977301588,0.056373450523425996,0.07304122756178026
s_all,JAP,1.363776353239664,successful,0.15261020210025553,0.10596722000176714,0.1356928064152104,0.1608186844395823,1.1246742265266376,0.6589235596040321,0.056373450523425996,0.07304122756178026
s_all,CHN,1.363776353239664,successful,0.2629695385650248,0.2560505584481137,0.2025410164142365,0.2557986897711793,1.2983520238053907,1.0009846363058377,0.056373450523425996,0.07304122756178026
s_all,BRA,1.363776353239664,successful,0.22797337520848798,0.20252031417432428,0.1856514674603722,0.2744065248087913,1.2279643049799729,0.7380302429595728,0.056373450523425996,0.07304122756178026
s_all,IND,1.363776353239664,successful,0.45785790404193377,0.5609346430166413,0.2662426603277438,0.3719205021577519,1.7197015064314347,1.5082111358806407,0.056373450523425996,0.07304122756178026
s_all,CAN,1.363776353239664,successful,0.07370135986820017,0.032710112540487994,0.0892055222589352,0.0986868526166133,0.8261972801893207,0.3314535996761686,0.056373450523425996,0.07304122756178026
s_all,KOR,1.363776353239664,successful,0.10396764404685928,0.09164492875188912,0.0799984751239969,0.1346096070304543,1.2996203225837792,0.6808201195562158,0.056373450523425996,0.07304122756178026
s_all,RUS,1.363776353239664,successful,0.448193741388931,0.5021571878322947,0.2380960988846998,0.4042962992347577,1.882406908338187,1.242052397666676,0.056373450523425996,0.07304122756178026
s_all,MEX,1.363776353239664,successful,0.2605427835409676,0.19279123083318703,0.2252908601978069,0.2689110711593665,1.1564729404122709,0.7169330366429276,0.056373450523425996,0.07304122756178026
s_all,ZAF,1.363776353239664,successful,0.17094414538624725,0.1205508434769474,0.1685554719231022,0.3050908899471323,1.0141714382564502,0.3951309181924018,0.056373450523425996,0.07304122756178026
s_all,ROW,1.363776353239664,successful,1.3072863954951914,1.513733261099812,1.5355600080221343,2.399372092591471,0.8513417832358314,0.6308872499491673,0.056373450523425996,0.07304122756178026
c_base,USA,1.3884607649653515,successful,0.13470653464368657,0.13470653464368657,0.0879393249062181,0.0879393249062181,1.5318122442643587,1.5318122442643587,0.0636710793058535,0.1191720902551901
c_base,EUR,1.3884607649653515,successful,0.1398568080250918,0.1398568080250918,0.1060183259202876,0.1060183259202876,1.319175782215675,1.319175782215675,0.0636710793058535,0.1191720902551901
c_base,JAP,1.3884607649653515,successful,0.1256396272104192,0.1256396272104192,0.1131656374462641,0.1131656374462641,1.1102277161658574,1.1102277161658574,0.0636710793058535,0.1191720902551901
c_base,CHN,1.3884607649653515,successful,0.27284342341374673,0.27284342341374673,0.1619481170969363,0.1619481170969363,1.6847582318628163,1.6847582318628163,0.0636710793058535,0.1191720902551901
c_base,BRA,1.3884607649653515,successful,0.23269531705242827,0.23269531705242827,0.1777998475425017,0.1777998475425017,1.3087486871821092,1.3087486871821092,0.0636710793058535,0.1191720902551901
c_base,IND,1.3884607649653515,successful,0.5631660425929875,0.5631660425929875,0.2415064252335923,0.2415064252335923,2.331888445817855,2.331888445817855,0.0636710793058535,0.1191720902551901
c_base,CAN,1.3884607649653515,successful,0.04963575699640282,0.04963575699640282,0.0748105331944239,0.0748105331944239,0.6634862081173146,0.6634862081173146,0.0636710793058535,0.1191720902551901
c_base,KOR,1.3884607649653515,successful,0.09775500998716502,0.09775500998716502,0.0780151096934616,0.0780151096934616,1.253026629985727,1.253026629985727,0.0636710793058535,0.1191720902551901
c_base,RUS,1.3884607649653515,successful,0.5322626337685697,0.5322626337685697,0.2436570215575501,0.2436570215575501,2.1844748424081555,2.1844748424081555,0.0636710793058535,0.1191720902551901
c_base,MEX,1.3884607649653515,successful,0.26183286545624274,0.26183286545624274,0.2048096631396782,0.2048096631396782,1.27842046826509,1.27842046826509,0.0636710793058535,0.1191720902551901
c_base,ZAF,1.3884607649653515,successful,0.16705896468516793,0.16705896468516793,0.1876060414167926,0.1876060414167926,0.8904775316591403,0.8904775316591403,0.0636710793058535,0.1191720902551901
c_base,ROW,1.3884607649653515,successful,1.5921587202692662,1.5921587202692662,1.5844731769776246,1.5844731769776246,1.004850535435571,1.004850535435571,0.0636710793058535,0.1191720902551901
c_fefo,USA,1.393494845076347,successful,0.2093679145917868,0.2093679145917868,0.0879393249062181,0.0879393249062181,2.3808224001613025,2.3808224001613025,0.0636710793058535,0.1191720902551901
c_fefo,EUR,1.393494845076347,successful,0.20777350013412071,0.20777350013412071,0.1060183259202876,0.1060183259202876,1.9597885396751138,1.9597885396751138,0.0636710793058535,0.1191720902551901
c_fefo,JAP,1.393494845076347,successful,0.19183042235744796,0.19183042235744796,0.1131656374462641,0.1131656374462641,1.6951296054735456,1.6951296054735456,0.0636710793058535,0.1191720902551901
c_fefo,CHN,1.393494845076347,successful,0.38081996564588366,0.38081996564588366,0.1619481170969363,0.1619481170969363,2.3514936293945214,2.3514936293945214,0.0636710793058535,0.1191720902551901
c_fefo,BRA,1.393494845076347,successful,0.33000739103857296,0.33000739103857296,0.1777998475425017,0.1777998475425017,1.8560611586558713,1.8560611586558713,0.0636710793058535,0.1191720902551901
c_fefo,IND,1.393494845076347,successful,0.7551387526979021,0.7551387526979021,0.2415064252335923,0.2415064252335923,3.126785351435305,3.126785351435305,0.0636710793058535,0.1191720902551901
c_fefo,CAN,1.393494845076347,successful,0.09141614381311604,0.09141614381311604,0.0748105331944239,0.0748105331944239,1.2219688847229049,1.2219688847229049,0.0636710793058535,0.1191720902551901
c_fefo,KOR,1.393494845076347,successful,0.15446867914474333,0.15446867914474333,0.0780151096934616,0.0780151096934616,1.9799841306598744,1.9799841306598744,0.0636710793058535,0.1191720902551901
c_fefo,RUS,1.393494845076347,successful,0.7121613750673546,0.7121613750673546,0.2436570215575501,0.2436570215575501,2.9228025956935,2.9228025956935,0.0636710793058535,0.1191720902551901
c_fefo,MEX,1.393494845076347,successful,0.36602903469374737,0.36602903469374737,0.2048096631396782,0.2048096631396782,1.7871668215386847,1.7871668215386847,0.0636710793058535,0.1191720902551901
c_fefo,ZAF,1.393494845076347,successful,0.24519713563654957,0.24519713563654957,0.1876060414167926,0.1876060414167926,1.3069788892981886,1.3069788892981886,0.0636710793058535,0.1191720902551901
c_fefo,ROW,1.393494845076347,successful,2.056843858068533,2.056843858068533,1.5844731769776246,1.5844731769776246,1.298124757146065,1.298124757146065,0.0636710793058535,0.1191720902551901
c_nu,USA,1.404242318660967,successful,0.1097771207339269,0.1097771207339269,0.0879393249062181,0.0879393249062181,1.2483279903615074,1.2483279903615074,0.05095427816011568,0.09342171623325538
c_nu,EUR,1.404242318660967,successful,0.1142995881866673,0.1142995881866673,0.1060183259202876,0.1060183259202876,1.0781116113133702,1.0781116113133702,0.05095427816011568,0.09342171623325538
c_nu,JAP,1.404242318660967,successful,0.10156234657558094,0.10156234657558094,0.1131656374462641,0.1131656374462641,0.8974663057397357,0.8974663057397357,0.05095427816011568,0.09342171623325538
c_nu,CHN,1.404242318660967,successful,0.22375368331756962,0.22375368331756962,0.1619481170969363,0.1619481170969363,1.3816380661198966,1.3816380661198966,0.05095427816011568,0.09342171623325538
c_nu,BRA,1.404242318660967,successful,0.19116047769947772,0.19116047769947772,0.1777998475425017,0.1777998475425017,1.0751442160476672,1.0751442160476672,0.05095427816011568,0.09342171623325538
c_nu,IND,1.404242318660967,successful,0.46348678625003764,0.46348678625003764,0.2415064252335923,0.2415064252335923,1.9191488831062744,1.9191488831062744,0.05095427816011568,0.09342171623325538
c_nu,CAN,1.404242318660967,successful,0.03936692501854251,0.03936692501854251,0.0748105331944239,0.0748105331944239,0.5262216874759125,0.5262216874759125,0.05095427816011568,0.09342171623325538
c_nu,KOR,1.404242318660967,successful,0.0786098749693652,0.0786098749693652,0.0780151096934616,0.0780151096934616,1.007623719023668,1.007623719023668,0.05095427816011568,0.09342171623325538
c_nu,RUS,1.404242318660967,successful,0.43817011906733083,0.43817011906733083,0.2436570215575501,0.2436570215575501,1.7983069655303905,1.7983069655303905,0.05095427816011568,0.09342171623325538
c_nu,MEX,1.404242318660967,successful,0.21466439511461835,0.21466439511461835,0.2048096631396782,0.2048096631396782,1.0481165381743698,1.0481165381743698,0.05095427816011568,0.09342171623325538
c_nu,ZAF,1.404242318660967,successful,0.1360037679034645,0.1360037679034645,0.1876060414167926,0.1876060414167926,0.7249434339980205,0.7249434339980205,0.05095427816011568,0.09342171623325538
c_nu,ROW,1.404242318660967,successful,1.3090456916522328,1.3090456916522328,1.5844731769776246,1.5844731769776246,0.8261709385003485,0.8261709385003485,0.05095427816011568,0.09342171623325538
c_all,USA,1.3936736349539347,successful,0.12238396730094034,0.12238396730094034,0.0879393249062181,0.0879393249062181,1.3916864546260201,1.3916864546260201,0.053913499908464835,0.046877806985623105
c_all,EUR,1.3936736349539347,successful,0.12254341467336491,0.12254341467336491,0.1060183259202876,0.1060183259202876,1.1558701159411071,1.1558701159411071,0.053913499908464835,0.046877806985623105
c_all,JAP,1.3936736349539347,successful,0.11322141376972741,0.11322141376972741,0.1131656374462641,0.1131656374462641,1.0004928733202232,1.0004928733202232,0.053913499908464835,0.046877806985623105
c_all,CHN,1.3936736349539347,successful,0.23872683385340773,0.23872683385340773,0.1619481170969363,0.1619481170969363,1.47409453183401,1.47409453183401,0.053913499908464835,0.046877806985623105
c_all,BRA,1.3936736349539347,successful,0.20450787996773787,0.20450787996773787,0.1777998475425017,0.1777998475425017,1.1502140344572107,1.1502140344572107,0.053913499908464835,0.046877806985623105
c_all,IND,1.3936736349539347,successful,0.48644125449516895,0.48644125449516895,0.2415064252335923,0.2415064252335923,2.0141959122812914,2.0141959122812914,0.053913499908464835,0.046877806985623105
c_all,CAN,1.3936736349539347,successful,0.04659807922967152,0.04659807922967152,0.0748105331944239,0.0748105331944239,0.6228812606985237,0.6228812606985237,0.053913499908464835,0.046877806985623105
c_all,KOR,1.3936736349539347,successful,0.0900642594573839,0.0900642594573839,0.0780151096934616,0.0780151096934616,1.1544463605994535,1.1544463605994535,0.053913499908464835,0.046877806985623105
c_all,RUS,1.3936736349539347,successful,0.45833999836770706,0.45833999836770706,0.2436570215575501,0.2436570215575501,1.8810867646572227,1.8810867646572227,0.053913499908464835,0.046877806985623105
c_all,MEX,1.3936736349539347,successful,0.22656546034828914,0.22656546034828914,0.2048096631396782,0.2048096631396782,1.1062244665368826,1.1062244665368826,0.053913499908464835,0.046877806985623105
c_all,ZAF,1.3936736349539347,successful,0.14750053361677662,0.14750053361677662,0.1876060414167926,0.1876060414167926,0.7862248598331858,0.7862248598331858,0.053913499908464835,0.046877806985623105
c_all,ROW,1.3936736349539347,successful,1.349685305317815,1.349685305317815,1.5844731769776246,1.5844731769776246,0.8518195984184054,0.8518195984184054,0.053913499908464835,0.046877806985623105
cd_base,USA,1.3577136257717444,successful,0.1361647459000386,0.13109142305122476,0.0879393249062181,0.0879393249062181,1.5483942598518918,1.4907030863726294,0.0636710793058535,0.1191720902551901
cd_base,EUR,1.3577136257717444,successful,0.14010796862978878,0.14518129196740553,0.1060183259202876,0.1060183259202876,1.321544812310395,1.3693980800693224,0.0636710793058535,0.1191720902551901
cd_base,JAP,1.3577136257717444,successful,0.13495359256717068,0.11323081592403693,0.1131656374462641,0.1131656374462641,1.1925315459054648,1.0005759564408745,0.0636710793058535,0.1191720902551901
cd_base,CHN,1.3577136257717444,successful,0.2666025966682129,0.30377068809322977,0.1619481170969363,0.1619481170969363,1.6462222682628302,1.8757284341342704,0.0636710793058535,0.1191720902551901
cd_base,BRA,1.3577136257717444,successful,0.23714586445686983,0.23612262039319898,0.1777998475425017,0.1777998475425017,1.3337799088954896,1.328024875481154,0.0636710793058535,0.1191720902551901
cd_base,IND,1.3577136257717444,successful,0.5105936540719734,0.6896640304772416,0.2415064252335923,0.2415064252335923,2.1142031876713503,2.8556757022517214,0.0636710793058535,0.1191720902551901
cd_base,CAN,1.3577136257717444,successful,0.06262156055074795,0.03400536382378324,0.0748105331944239,0.0748105331944239,0.8370687639399892,0.4545531541047467,0.0636710793058535,0.1191720902551901
cd_base,KOR,1.3577136257717444,successful,0.09903448519606071,0.10161067360933394,0.0780151096934616,0.0780151096934616,1.2694269813269354,1.302448641148932,0.0636710793058535,0.1191720902551901
cd_base,RUS,1.3577136257717444,successful,0.49795445764863083,0.6217959830725048,0.2436570215575501,0.2436570215575501,2.0436696404869146,2.551931313523181,0.0636710793058535,0.1191720902551901
cd_base,MEX,1.3577136257717444,successful,0.29001778750117546,0.22540845252271224,0.2048096631396782,0.2048096631396782,1.4160356647986192,1.1005752808107783,0.0636710793058535,0.1191720902551901
cd_base,ZAF,1.3577136257717444,successful,0.19133369924373067,0.13635091729291668,0.1876060414167926,0.1876060414167926,1.0198696044049913,0.7267938508973406,0.0636710793058535,0.1191720902551901
cd_base,ROW,1.3577136257717444,successful,1.4663002517302264,1.9091625705190256,1.5844731769776246,1.5844731769776246,0.925418159824698,1.2049194636167617,0.0636710793058535,0.1191720902551901
cd_fefo,USA,1.3693015419661267,successful,0.16282310871413788,0.23013893541792335,0.0879393249062181,0.0879393249062181,1.8515392162468696,2.6170195832564374,0.0636710793058535,0.1191720902551901
cd_fefo,EUR,1.3693015419661267,successful,0.15296897468439224,0.20248467730578443,0.1060183259202876,0.1060183259202876,1.4428540854286418,1.9099026092717908,0.0636710793058535,0.1191720902551901
cd_fefo,JAP,1.3693015419661267,successful,0.1441499560129262,0.16557585134108613,0.1131656374462641,0.1131656374462641,1.2737961740495192,1.4631283407006712,0.0636710793058535,0.1191720902551901
cd_fefo,CHN,1.3693015419661267,successful,0.28181742764277357,0.40230139391099207,0.1619481170969363,0.1619481170969363,1.7401710664785799,2.4841375196118456,0.0636710793058535,0.1191720902551901
cd_fefo,BRA,1.3693015419661267,successful,0.2524861366050873,0.3208808842743012,0.1777998475425017,0.1777998475425017,1.4200582289292032,1.8047309303659391,0.0636710793058535,0.1191720902551901
cd_fefo,IND,1.3693015419661267,successful,0.5375911636540304,0.8862946367326378,0.2415064252335923,0.2415064252335923,2.2259911434408255,3.669859449393062,0.0636710793058535,0.1191720902551901
cd_fefo,CAN,1.3693015419661267,successful,0.06939839793402033,0.05594565422296467,0.0748105331944239,0.0748105331944239,0.9276554379536628,0.747831245602386,0.0636710793058535,0.1191720902551901
cd_fefo,KOR,1.3693015419661267,successful,0.10770843165232787,0.1510842662073729,0.0780151096934616,0.0780151096934616,1.3806098853867899,1.936602624812244,0.0636710793058535,0.1191720902551901
cd_fefo,RUS,1.3693015419661267,successful,0.521542628900615,0.7951889657285043,0.2436570215575501,0.2436570215575501,2.1404785528720347,3.263558590043284,0.0636710793058535,0.1191720902551901
cd_fefo,MEX,1.3693015419661267,successful,0.30639112030364185,0.30329991645116317,0.2048096631396782,0.2048096631396782,1.4959798068447878,1.4808867501740657,0.0636710793058535,0.1191720902551901
cd_fefo,ZAF,1.3693015419661267,successful,0.20318692575140673,0.194013185056684,0.1876060414167926,0.1876060414167926,1.0830510798956579,1.0341521178716044,0.0636710793058535,0.1191720902551901
cd_fefo,ROW,1.3693015419661267,successful,1.5303814129038178,2.3848748304515763,1.5844731769776246,1.5844731769776246,0.9658613570366735,1.5051531733725618,0.0636710793058535,0.1191720902551901
cd_nu,USA,1.3744525386376465,successful,0.1168370580625484,0.0787223036868636,0.0879393249062181,0.0879393249062181,1.3286099044670625,0.8951888563030943,0.05285685932622371,0.07895978232887185
cd_nu,EUR,1.3744525386376465,successful,0.11765101352166978,0.08756767602800136,0.1060183259202876,0.1060183259202876,1.1097233662237647,0.8259673529823627,0.05285685932622371,0.07895978232887185
cd_nu,JAP,1.3744525386376465,successful,0.11316104586347905,0.06587849517331412,0.1131656374462641,0.1131656374462641,0.9999594259981328,0.5821422179024623,0.05285685932622371,0.07895978232887185
cd_nu,CHN,1.3744525386376465,successful,0.22804210564032124,0.19253786800804343,0.1619481170969363,0.1619481170969363,1.408118289537281,1.1888861164887592,0.05285685932622371,0.07895978232887185
cd_nu,BRA,1.3744525386376465,successful,0.20106354656244466,0.14769743015594544,0.1777998475425017,0.1777998475425017,1.1308420639358645,0.8306949201440653,0.05285685932622371,0.07895978232887185
cd_nu,IND,1.3744525386376465,successful,0.43458272126491493,0.45221364456170227,0.2415064252335923,0.2415064252335923,1.7994664980220438,1.8724704492822812,0.05285685932622371,0.07895978232887185
cd_nu,CAN,1.3744525386376465,successful,0.05148127216235915,0.016979601843269593,0.0748105331944239,0.0748105331944239,0.688155396895318,0.2269680634295384,0.05285685932622371,0.07895978232887185
cd_nu,KOR,1.3744525386376465,successful,0.08262628280256555,0.05839398826665491,0.0780151096934616,0.0780151096934616,1.059106154272195,0.7484958810683935,0.05285685932622371,0.07895978232887185
cd_nu,RUS,1.3744525386376465,successful,0.4248878063766548,0.4043340892380214,0.2436570215575501,0.2436570215575501,1.7437946325560714,1.659439513186861,0.05285685932622371,0.07895978232887185
cd_nu,MEX,1.3744525386376465,successful,0.24657605250798942,0.1406378736505009,0.2048096631396782,0.2048096631396782,1.2039278260998212,0.6866759677964376,0.05285685932622371,0.07895978232887185
cd_nu,ZAF,1.3744525386376465,successful,0.16206308937825908,0.08197474612577907,0.1876060414167926,0.1876060414167926,0.8638479238427811,0.4369515262232995,0.05285685932622371,0.07895978232887185
cd_nu,ROW,1.3744525386376465,successful,1.2468322246787602,1.251319521858323,1.5844731769776246,1.5844731769776246,0.7869064890433091,0.7897385326807548,0.05285685932622371,0.07895978232887185
cd_all,USA,1.3616692163931166,successful,0.1388851162847097,0.16620150744461074,0.0879393249062181,0.0879393249062181,1.5793288887857868,1.8899565993013303,0.05257505631156091,0.050378107176253385
cd_all,EUR,1.3616692163931166,successful,0.1356652632317505,0.16982108077720723,0.1060183259202876,0.1060183259202876,1.2796397420362366,1.6018087373393468,0.05257505631156091,0.050378107176253385
cd_all,JAP,1.3616692163931166,successful,0.13065834625827372,0.14885052405552518,0.1131656374462641,0.1131656374462641,1.1545761523264155,1.3153332355522303,0.05257505631156091,0.050378107176253385
cd_all,CHN,1.3616692163931166,successful,0.25236604089338294,0.32951130443168847,0.1619481170969363,0.1619481170969363,1.5583141404621934,2.034672031626369,0.05257505631156091,0.050378107176253385
cd_all,BRA,1.3616692163931166,successful,0.22651772972334178,0.2662707772346328,0.1777998475425017,0.1777998475425017,1.2740040717368695,1.4975872078348258,0.05257505631156091,0.050378107176253385
cd_all,IND,1.3616692163931166,successful,0.4835331021160354,0.7076837596998644,0.2415064252335923,0.2415064252335923,2.0021541938205063,2.930289573105027,0.05257505631156091,0.050378107176253385
cd_all,CAN,1.3616692163931166,successful,0.06381588987946865,0.06093669428782316,0.0748105331944239,0.0748105331944239,0.853033485453426,0.8145469853751176,0.05257505631156091,0.050378107176253385
cd_all,KOR,1.3616692163931166,successful,0.09799474358431229,0.1387794906224075,0.0780151096934616,0.0780151096934616,1.256099542375253,1.778879644823963,0.05257505631156091,0.050378107176253385
cd_all,RUS,1.3616692163931166,successful,0.4666889175277341,0.6310092968055023,0.2436570215575501,0.2436570215575501,1.915351811101021,2.5897439473397745,0.05257505631156091,0.050378107176253385
cd_all,MEX,1.3616692163931166,successful,0.27436632285401796,0.25251976231615253,0.2048096631396782,0.2048096631396782,1.3396161033032061,1.232948477357421,0.05257505631156091,0.050378107176253385
cd_all,ZAF,1.3616692163931166,successful,0.18290509247259676,0.16929132379721532,0.1876060414167926,0.1876060414167926,0.9749424437044005,0.9023767172887113,0.05257505631156091,0.050378107176253385
cd_all,ROW,1.3616692163931166,successful,1.360560645332935,1.8492051688954665,1.5844731769776246,1.5844731769776246,0.858683293035101,1.1670788725012164,0.05257505631156091,0.050378107176253385
