,Change,KM_target,JUPCOST_target,SINNOVPATUS_target,TO_target,GROWTH_target,SRDUS_target,kappa,gamma,rho,zeta
0,-50,0.0084859317243647,0.0167326389618367,0.0335010283502944,0.036824310072312,0.016431566227381,0.0146130810924979,0.016448804524327,0.0176523232470473,0.0164077449309736,
1,-40,0.0101700687857939,0.016737948054587,0.0279300069515169,0.0308141401604578,0.0165060148726125,0.015179154132114,0.0165242667859731,0.0174725485437026,0.016486365876239,
2,-30,0.0118439584880006,0.0167532577551635,0.0239492307921466,0.0261762172976748,0.0165754823201956,0.0156614073557818,0.0165940546902299,0.0172685039181456,0.0165591376318553,
3,-20,0.0135049564859517,0.0167637462360424,0.0209627856019263,0.0224562380203498,0.016645380891376,0.0160800701105021,0.0166408301820917,0.0170822836161592,0.0166348198403357,
4,-10,0.0151497021757077,0.0167729012322159,0.0182389337614372,0.0193793119178936,0.0167035641163687,0.0164481296664265,0.0166992294306782,0.0169155408255905,0.0167086136270395,0.0181157377074751
5,0,0.0167760425869347,0.0167760425869347,0.0167760425869347,0.0167760425869347,0.0167760425869347,0.0167760420163878,0.0167760425869347,0.0167760425869347,0.0167760385981414,
6,10,0.0183891599530365,0.0167819850098799,0.0152570915249669,0.0145297085059879,0.0168441202749035,0.0170664653977283,0.0168521991710476,0.0166370369696511,0.0168431686696503,
7,20,0.0199816751540348,0.0167891991657127,0.013988055375271,0.0125527351995189,0.0169037825894766,0.0173513085695117,0.0169213793652639,0.0165544292138034,0.0169057328893988,
8,30,0.0215485152679632,0.0167927634122305,0.0129143898182534,0.0107899709493201,0.0169669842489128,0.0176015607885677,0.0170061699136077,0.0164641285315869,0.0169610094327265,
9,40,0.0231130166268433,0.0167899463719763,0.0119942332265593,0.0092001827981504,0.0170196089378717,0.0178303839303655,0.0171003207514569,0.0163847853080318,0.0170144453478928,
10,50,0.0246433592545245,0.0167904612406621,0.011196227811705,0.0077790512412108,0.0170810707317161,0.0180599564136319,0.0170575334278969,0.0163174202508059,0.0170860722652752,
11,-100,,,,,,,,,,0.0422507854655215
12,-95,,,,,,,,,,0.039173430423255
13,-90,,,,,,,,,,0.0366414976122594
14,-86,,,,,,,,,,0.034521471401165
15,-81,,,,,,,,,,0.0327119615551541
16,-76,,,,,,,,,,0.0311334274200622
17,-71,,,,,,,,,,0.0297470883269763
18,-67,,,,,,,,,,0.0284967709656822
19,-62,,,,,,,,,,0.0273627420699068
20,-57,,,,,,,,,,0.0263109946151121
21,-52,,,,,,,,,,0.025327494660284
22,-48,,,,,,,,,,0.0243973926682957
23,-43,,,,,,,,,,0.0235093421688521
24,-38,,,,,,,,,,0.0226572376421289
25,-33,,,,,,,,,,0.0218358260370782
26,-29,,,,,,,,,,0.0210410646619664
27,-24,,,,,,,,,,0.0202746873196692
28,-19,,,,,,,,,,0.0195325780652421
29,-14,,,,,,,,,,0.0188129595894494
30,-5,,,,,,,,,,0.0174375623327505
