,Change,KM_target,JUPCOST_target,SINNOVPATUS_target,TO_target,GROWTH_target,SRDUS_target,kappa,gamma,rho,zeta
0,-50,-0.008255271938251152,-0.015935629898533588,-0.01587001196424742,0.0029508944538791937,-0.027705414163958775,-0.019566900708745116,-0.056517902090635896,0.004066664874247117,-0.028935250863049156,
1,-40,-0.009954083493235455,-0.01592503702918524,-0.015928388479391486,-0.00010117207990267829,-0.02482017142478865,-0.018541375003877647,-0.044839839429500206,0.00018962964434265928,-0.025633532539437454,
2,-30,-0.011416486191062614,-0.01598918212085687,-0.015936040051223177,-0.0035721246713471544,-0.022318165395096567,-0.017765889822940473,-0.03550808073650158,-0.0038370710366608662,-0.022852351962576734,
3,-20,-0.012978276562336521,-0.016021396283560918,-0.015961857804192014,-0.0072237697187449434,-0.019985751297924015,-0.017058391211732804,-0.027721855773310544,-0.007894661961838079,-0.020305312550694676,
4,-10,-0.014504878766286033,-0.01601390342255149,-0.016004234252997573,-0.011361829379408217,-0.018064023714070565,-0.016442251164450195,-0.021561335457820352,-0.011990362459568527,-0.018005534788678723,-0.012923193708380687
5,0,-0.016039233863363034,-0.016039233863363034,-0.016039233863363034,-0.016039233863363034,-0.016039233863363034,-0.016039234570741634,-0.016039233863363034,-0.016039233863363034,-0.016039287376334865,
6,10,-0.01754541665524023,-0.01599811265423634,-0.0160536289393165,-0.0213627702656094,-0.014255324566869731,-0.015715181275854917,-0.01124932937549561,-0.020395354529567644,-0.014243434489802365,
7,20,-0.019119048771354397,-0.01605016893017064,-0.016069295620579904,-0.027675345391153794,-0.012738006944212898,-0.015222303292072858,-0.006866324507281973,-0.02400317196735724,-0.012629455167667558,
8,30,-0.020654993273150346,-0.016090534581247873,-0.01608508332660019,-0.03523494463695265,-0.01122601262674161,-0.014886335819941365,-0.0031314541413474117,-0.02793016708367846,-0.011242466640215554,
9,40,-0.022097452234415282,-0.016119874360798203,-0.016077522578139547,-0.04459701978449804,-0.009957820561401487,-0.014630585995700773,0.0002850271683119132,-0.03179792288925398,-0.009962847275823972,
10,50,-0.023730075527705896,-0.01611174229929624,-0.016092734803208053,-0.056164717473228265,-0.008683135130094222,-0.014229761951367603,0.0010597424519476206,-0.03554210515291922,-0.008542845998549264,
11,-100,,,,,,,,,,0.0070962051726075615
12,-95,,,,,,,,,,0.0062721917897246016
13,-90,,,,,,,,,,0.005474394608628863
14,-86,,,,,,,,,,0.004691284395663686
15,-81,,,,,,,,,,0.003913921860521086
16,-76,,,,,,,,,,0.003092451475694702
17,-71,,,,,,,,,,0.0022956521902983695
18,-67,,,,,,,,,,0.001427276763421581
19,-62,,,,,,,,,,0.0005610366058173
20,-57,,,,,,,,,,-0.0003849354675899974
21,-52,,,,,,,,,,-0.0013761378531040869
22,-48,,,,,,,,,,-0.002410849996214992
23,-43,,,,,,,,,,-0.003536826358108147
24,-38,,,,,,,,,,-0.004680803426437841
25,-33,,,,,,,,,,-0.0059507752592891094
26,-29,,,,,,,,,,-0.007218691629562457
27,-24,,,,,,,,,,-0.00859358788901643
28,-19,,,,,,,,,,-0.009972112892608909
29,-14,,,,,,,,,,-0.011400332721778206
30,-5,,,,,,,,,,-0.014482806375470947
