,Change,KM_target,JUPCOST_target,SINNOVPATUS_target,TO_target,GROWTH_target,SRDUS_target,kappa,gamma,rho,zeta
0,-50,1.095152080272724,1.0388257076362453,1.0644801035498557,1.0677662345268173,1.0639290610077194,1.0637107945078663,1.0242242133012425,1.0676653812717778,1.0638217219799029,
1,-40,1.0863208609999624,1.0446835076093572,1.0644816429216903,1.0666213802145743,1.0640015769040163,1.063884817724586,1.0298463359067218,1.0665046738868778,1.0639526830666255,
2,-30,1.079297874537861,1.0500898360526332,1.064497215160649,1.0658255616143653,1.0641315989820976,1.064051377821518,1.0365575182830795,1.0657454706915834,1.064104271541488,
3,-20,1.0735081817412195,1.055151055949002,1.064497679288502,1.0652494578310276,1.0642397769139786,1.0642159673818354,1.0445435072709348,1.0651968810537795,1.0642316974538757,
4,-10,1.0686579362024045,1.0599504689293873,1.0645150010402058,1.0648383879495882,1.0643867958523687,1.0643553074353107,1.0538376241066636,1.0648160624466627,1.0643683020341106,1.0651999707508435
5,0,1.0645149874670934,1.0645149874670934,1.0645149874670934,1.0645149874670934,1.0645149874670934,1.0645149864112209,1.0645149874670934,1.0645149874670934,1.0645149943340355,
6,10,1.060886841591847,1.0688218221614276,1.0644929384857886,1.0642407626357984,1.0646462348421126,1.0646758287496496,1.0766438136153291,1.0643043793413112,1.064653943971676,
7,20,1.0577240655217492,1.072919527995969,1.0644995098741743,1.0640466211728024,1.0647558104685306,1.0647466634824023,1.0904778477653818,1.064071747646434,1.064800168595368,
8,30,1.0549069066721375,1.0768526732959238,1.0644975186095345,1.0639260655543892,1.064900967862698,1.0648721168087203,1.1056116993106715,1.0639222402949835,1.0649699958550063,
9,40,1.052356705877964,1.0807082454862609,1.0644970695376306,1.0638084071454188,1.06508320654181,1.065004420197156,1.1224284774159912,1.0638035243632324,1.06514165235695,
10,50,1.0500935465763006,1.0842455723452176,1.064493858827631,1.063837688948948,1.0651950612675998,1.0650537658867658,1.1421539678042976,1.0636856686465128,1.0652258877737903,
11,-100,,,,,,,,,,1.0773880139097176
12,-95,,,,,,,,,,1.0758911416536068
13,-90,,,,,,,,,,1.0746502778838716
14,-86,,,,,,,,,,1.0735934759221009
15,-81,,,,,,,,,,1.072689469884675
16,-76,,,,,,,,,,1.0719293032845445
17,-71,,,,,,,,,,1.0712317321393965
18,-67,,,,,,,,,,1.0706240642724385
19,-62,,,,,,,,,,1.0700467441933108
20,-57,,,,,,,,,,1.069521232038024
21,-52,,,,,,,,,,1.0690171730166012
22,-48,,,,,,,,,,1.0685333135037465
23,-43,,,,,,,,,,1.06807031690828
24,-38,,,,,,,,,,1.0676196295261962
25,-33,,,,,,,,,,1.0671855973909676
26,-29,,,,,,,,,,1.0667686098686482
27,-24,,,,,,,,,,1.0663521793207629
28,-19,,,,,,,,,,1.065951680768497
29,-14,,,,,,,,,,1.0655678259434922
30,-5,,,,,,,,,,1.0648682546561985
