,Change,KM_target,JUPCOST_target,SINNOVPATUS_target,TO_target,GROWTH_target,SRDUS_target,kappa,gamma,rho,zeta
0,-50,0.0160519457223023,0.0160520831315783,0.0160279667470966,0.0170138846972068,0.005376583689286,0.0153538454163844,0.016044392235352,0.0181953857177345,0.0160284212214334,
1,-40,0.0160509053306076,0.0160472431068184,0.0160285610097964,0.0167815634033165,0.0074574270146429,0.0155200416871297,0.0160486230142775,0.0175729710647481,0.0160295474345106,
2,-30,0.0160478978387607,0.0160427476800403,0.0160289648423166,0.0165651923242807,0.0095630859326549,0.0156674196033704,0.0160491389474938,0.0170560590942217,0.0160296584479182,
3,-20,0.0160422187876172,0.0160385649791804,0.0160290404126647,0.0163679598762375,0.0116954527295421,0.0158000701837352,0.0160439090210875,0.0166400598023698,0.016030094519596,
4,-10,0.0160360530870714,0.0160336861180872,0.0160676179327569,0.0161891929237536,0.0138473323449714,0.0159199682518906,0.016037063086132,0.0163030520477142,0.0160300480195704,0.0164872218270957
5,0,0.0160290790805436,0.0160290790805436,0.0160290790805436,0.0160290790805436,0.0160290790805436,0.0160290790406139,0.0160290790805436,0.0160290790805436,0.0160290789208603,
6,10,0.0160211891985719,0.0160251249323788,0.0160294555314015,0.0158838567217597,0.018262888615788,0.0161289842358971,0.0160200430486606,0.0157995682672447,0.016027683690716,
7,20,0.016011690727245,0.0160218346891742,0.0160292271576077,0.0157517512629283,0.0204616169614793,0.0162246456722262,0.0160086877400971,0.015612381339628,0.0160260488156591,
8,30,0.0160024204213918,0.0160193258634207,0.0160294908371295,0.0156299370810717,0.0227137031025351,0.0163121326225258,0.015997914382142,0.015451730980363,0.0160230024746209,
9,40,0.0159941928112461,0.0160143464433074,0.0160300448916815,0.0155184201542092,0.0249863825385321,0.0163935696436411,0.0159849262990784,0.0153133183115714,0.0160189125347218,
10,50,0.0159845470812776,0.016011095748971,0.0160296085367785,0.0154178582265489,0.0272848003050426,0.0164732568816783,0.0159509531633974,0.0151941883387579,0.0160184128745935,
11,-100,,,,,,,,,,0.0243148644891653
12,-95,,,,,,,,,,0.0238632642770612
13,-90,,,,,,,,,,0.0233839127743236
14,-86,,,,,,,,,,0.022890483079576
15,-81,,,,,,,,,,0.0223920068371394
16,-76,,,,,,,,,,0.0218940053477732
17,-71,,,,,,,,,,0.0214033468117573
18,-67,,,,,,,,,,0.0209212785867273
19,-62,,,,,,,,,,0.0204521776385458
20,-57,,,,,,,,,,0.0199966675728624
21,-52,,,,,,,,,,0.0195572621806592
22,-48,,,,,,,,,,0.0191352443476221
23,-43,,,,,,,,,,0.018731744826654
24,-38,,,,,,,,,,0.0183480951156052
25,-33,,,,,,,,,,0.0179849302178697
26,-29,,,,,,,,,,0.0176427504324748
27,-24,,,,,,,,,,0.0173221985250853
28,-19,,,,,,,,,,0.0170229808905755
29,-14,,,,,,,,,,0.0167447704355027
30,-5,,,,,,,,,,0.016249435830046
