,Change,KM_target,JUPCOST_target,SINNOVPATUS_target,TO_target,GROWTH_target,SRDUS_target,kappa,gamma,rho,zeta
0,-50,5.475596418657505,3.5258477565588437,3.345906703416864,3.5537496629170278,3.42135589542598,3.405754232250115,3.5446188459713612,3.545663448331263,3.4194638491301568,
1,-40,4.8786143322393265,3.5078170249434453,3.372230277982273,3.5252192077149402,3.4264480047559163,3.4161672216103223,3.534190448390489,3.515400594834614,3.4249834502847696,
2,-30,4.410906484152401,3.4907349541143544,3.3945530429678796,3.500605939831461,3.4314319671364393,3.4253092197265853,3.519827859033164,3.49135438941451,3.430347855384843,
3,-20,4.031229677776699,3.475007516609843,3.4140336165863583,3.479705954853924,3.4365345855806644,3.4332854818376246,3.5006309746120565,3.4728074179183523,3.4358444532278964,
4,-10,3.7150810343699012,3.4603496605439843,3.4470100245427093,3.4618797881230345,3.44078699448226,3.4404214161506665,3.476144186368072,3.4582157054301152,3.4413118210820293,3.4647244669732995
5,0,3.446722135050848,3.446722135050848,3.446722135050848,3.446722135050848,3.446722135050848,3.446722133458336,3.446722135050848,3.446722135050848,3.4467221913221975,
6,10,3.2150958838665904,3.4341421863968753,3.4607155063722868,3.4336537486359653,3.452016971732903,3.452306878138445,3.413989238667895,3.4360048037940847,3.4520496636134332,
7,20,3.0128007117151387,3.422065355347631,3.473587720013726,3.4221063678116868,3.457232918991909,3.457788056276845,3.3771591529462204,3.4298066876088256,3.4574421498280943,
8,30,2.833937055143764,3.4107012907475296,3.4853646254261395,3.41297880669247,3.462388333134843,3.4625967411900844,3.337606721101599,3.4234096147685653,3.4625451597330605,
9,40,2.674297455567342,3.4000777132358566,3.4964186306916702,3.4047264350510007,3.4674491974693136,3.4669918653248017,3.2940903461055173,3.417982132307232,3.467639465773659,
10,50,2.531009530422144,3.3903479153281664,3.5066357856685317,3.3986828400283438,3.4728512022701223,3.4714997134295706,3.244367719208752,3.413392176483823,3.4732938846911305,
11,-100,,,,,,,,,,3.7637184988382724
12,-95,,,,,,,,,,3.748836473946314
13,-90,,,,,,,,,,3.7311471695617198
14,-86,,,,,,,,,,3.7125061727477005
15,-81,,,,,,,,,,3.693663527656948
16,-76,,,,,,,,,,3.6747887687487695
17,-71,,,,,,,,,,3.656531417631487
18,-67,,,,,,,,,,3.6384819899332452
19,-62,,,,,,,,,,3.6210406959083774
20,-57,,,,,,,,,,3.6038799377266226
21,-52,,,,,,,,,,3.5871853474556263
22,-48,,,,,,,,,,3.570914080963231
23,-43,,,,,,,,,,3.5550474428133185
24,-38,,,,,,,,,,3.5398447815362064
25,-33,,,,,,,,,,3.5252604366150537
26,-29,,,,,,,,,,3.511422923550023
27,-24,,,,,,,,,,3.4984105314757814
28,-19,,,,,,,,,,3.486276873929308
29,-14,,,,,,,,,,3.475037142735258
30,-5,,,,,,,,,,3.4552553873947884
