country_code,country,fee
1,USA,18285.465311425465
2,EUR,33157.56764185879
3,JAP,32799.9147646216
4,CHN,20170.973240540126
5,BRA,30354.429182510357
6,IND,16439.573392178623
7,ROW,134126.5717045615
