USA_delta,USA_welfare,USA_world_negishi,USA_world_equal,EUR_delta,EUR_welfare,EUR_world_negishi,EUR_world_equal,JAP_delta,JAP_welfare,JAP_world_negishi,JAP_world_equal,CHN_delta,CHN_welfare,CHN_world_negishi,CHN_world_equal,BRA_delta,BRA_welfare,BRA_world_negishi,BRA_world_equal,IND_delta,IND_welfare,IND_world_negishi,IND_world_equal,ROW_delta,ROW_welfare,ROW_world_negishi,ROW_world_equal
0.01,0.9951448963231849,1.0360309087468322,1.0372456244500592,0.01,0.9743411753104317,1.0320836807135574,1.0594510778750819,0.01,0.9844504156219005,1.0443268128230663,1.052948092458269,0.01,0.9357253753201998,1.022533408420948,1.012554287604521,0.01,0.9497873849370708,1.0330021710068433,1.036271311511501,0.01,0.9420668313797693,1.030592224256463,1.0086479451072154,0.01,0.9478379663635729,1.0277509291888964,1.007738264749687
0.012665996826226,0.9944457761493594,1.0329648011307657,1.0335242382483425,0.012665996826226,0.9796486611991029,1.0320927072608974,1.0576646012865702,0.012665996826226,0.9894138971683563,1.0435939510471919,1.0517082069367467,0.012665996826226,0.9441196334354796,1.0235763262192545,1.0144703173703304,0.012665996826226,0.9567450680887507,1.0332135183552311,1.0363363711515214,0.012665996826226,0.9490647603890597,1.0310506307372733,1.0109125577358624,0.012665996826226,0.9533646065499549,1.0283717131323342,1.0098628828179852
0.0160427475601967,0.9936385890800168,1.0294309124052203,1.029239567384984,0.0160427475601967,0.9857288395425853,1.03217179676394,1.055736626029935,0.0160427475601967,0.9949991636966414,1.0427901538543982,1.050343782016553,0.0160427475601967,0.9531954006021379,1.0246905444993868,1.0165120367431575,0.0160427475601967,0.9643295273852592,1.033486007669843,1.0364191905518343,0.0160427475601967,0.9566962273412528,1.031496525837187,1.013357593717232,0.0160427475601967,0.9594613123602871,1.0290557316453626,1.0121743862340462
0.0203197389681397,0.9927245920513031,1.0254452807803645,1.0244103926918062,0.0203197389681397,0.9924805410954692,1.032276348011485,1.0536842702771079,0.0203197389681397,1.0011741453744503,1.0419571691173541,1.048901066385841,0.0203197389681397,0.9628203870529105,1.025858209724283,1.0186445170777634,0.0203197389681397,0.9724299335036536,1.0337279308913156,1.0365065743252875,0.0203197389681397,0.9647701259727874,1.0320005782010988,1.0159167196078545,0.0203197389681397,0.9660384264860954,1.0297475531224034,1.0146517773520782
0.0257369749280199,0.9917908494266175,1.0210421997573134,1.0190679306461286,0.0257369749280199,0.9997656016659217,1.0324301727139369,1.051503317897692,0.0257369749280199,1.007836187767591,1.0411083409664939,1.047400758693414,0.0257369749280199,0.972814688873922,1.027053406020954,1.0208274881622006,0.0257369749280199,0.9808887332637495,1.0340163783752152,1.0365957623459436,0.0257369749280199,0.973122558672646,1.0324963354342058,1.0185312805347353,0.0257369749280199,0.9729634805184234,1.0304798675714328,1.0172134485850737
0.0325984442754959,0.9909496079194202,1.0163889727121436,1.0133886571553434,0.0325984442754959,1.0073609488700281,1.0326364759060054,1.049353046005889,0.0325984442754959,1.0148226994966332,1.040260838541549,1.0459013904340384,0.0325984442754959,0.9829762097588458,1.0282486248056601,1.0230066165073488,0.0325984442754959,0.9895043107844633,1.0343011611483608,1.0366784183236442,0.0325984442754959,0.9815584215283989,1.0330080945644708,1.0211381233011918,0.0325984442754959,0.9800648312882908,1.031195257834374,1.0198010137087383
0.0412891791733337,0.990103309332602,1.0116889610244026,1.007648569881367,0.0412891791733337,1.0150383857961571,1.0328962251223923,1.047279257397766,0.0412891791733337,1.0219344398951615,1.039471442020832,1.044438528880313,0.0412891791733337,0.9930398857032542,1.0294050589154269,1.0251313105792639,0.0412891791733337,0.9980438284828042,1.0345462542625659,1.0367658261033155,0.0412891791733337,0.989893162728254,1.0334862862514358,1.023691925735048,0.0412891791733337,0.9874149344466271,1.0319360314297448,1.0224644821002375
0.0522968612366922,0.9892926075494771,1.007176012785211,1.002146972149007,0.0522968612366922,1.0225496963056402,1.033201841855205,1.0453516237712572,0.0522968612366922,1.0289430901888343,1.0387159423326842,1.043072763392994,0.0522968612366922,1.0027343201541032,1.0305060492721991,1.0271469872545442,0.0522968612366922,1.006260827205011,1.0348117289310705,1.0368386271394685,0.0522968612366922,0.9979332949915505,1.0339441326191787,1.0261245517639364,0.0522968612366922,0.9950070010024573,1.0327188398083766,1.0252160535970012
0.0662391878445526,0.988560906409061,1.0030055901578454,0.9970836224953614,0.0662391878445526,1.029650751863821,1.0335093786285137,1.0435979553009942,0.0662391878445526,1.0356239607079794,1.0380617426439844,1.0418149495825675,0.0662391878445526,1.0118724234314271,1.0315413777677378,1.029027269369214,0.0662391878445526,1.0139167363804156,1.0350532878736007,1.0369227437308024,0.0662391878445526,1.0053405093234862,1.0343586212779705,1.0283418949206202,0.0662391878445526,1.0019275478075655,1.033422216256054,1.027681067349412
0.0838985343010892,0.9879510158775537,0.9993540437518273,0.9926175418838137,0.0838985343010892,1.0361301542364107,1.0338325748819865,1.042080790615869,0.0838985343010892,1.041765137172438,1.0374967079002342,1.0407143862750088,0.0838985343010892,1.0201895771340004,1.0324746998308911,1.03073407948159,0.0838985343010892,1.0208115863893057,1.0352595407251195,1.0369871539506392,0.0838985343010892,1.011933264790151,1.0347303622727346,1.0302921683358002,0.0838985343010892,1.008024874336413,1.0340118276620414,1.0298140022986104
