origin_code,destination_code,sector,value
1.0,1.0,0,15001137.396327
1.0,1.0,1,6826579.632206
1.0,2.0,0,142235.987393
1.0,2.0,1,205220.167325
1.0,3.0,0,45719.953659
1.0,3.0,1,53981.409544
1.0,4.0,0,20366.001783
1.0,4.0,1,35373.475982
1.0,5.0,0,8738.514373
1.0,5.0,1,12752.048922
1.0,6.0,0,6762.611177999999
1.0,6.0,1,8508.810140000001
1.0,7.0,0,68139.533223
1.0,7.0,1,137799.39827
1.0,8.0,0,15109.756658999999
1.0,8.0,1,26762.889266
1.0,9.0,0,4195.5613570000005
1.0,9.0,1,6298.338255000001
1.0,10.0,0,8757.302232
1.0,10.0,1,14526.486128
1.0,11.0,0,42084.973489
1.0,11.0,1,92834.79810700001
1.0,12.0,0,3097.738498
1.0,12.0,1,3818.8195100000003
1.0,13.0,0,45739.667973
1.0,13.0,1,79381.881116
2.0,1.0,0,172344.47395
2.0,1.0,1,334891.907933
2.0,2.0,0,17615326.246473998
2.0,2.0,1,9497442.248230001
2.0,3.0,0,37618.189048
2.0,3.0,1,66758.487892
2.0,4.0,0,26577.516037
2.0,4.0,1,69952.383514
2.0,5.0,0,12464.260472
2.0,5.0,1,22602.10174
2.0,6.0,0,17738.153748
2.0,6.0,1,28721.780032000002
2.0,7.0,0,28751.538744999998
2.0,7.0,1,35041.795744
2.0,8.0,0,14337.056424
2.0,8.0,1,27762.866821999996
2.0,9.0,0,33662.47797
2.0,9.0,1,55992.073103
2.0,10.0,0,12674.899290000001
2.0,10.0,1,25397.890929
2.0,11.0,0,7482.140214
2.0,11.0,1,25638.911906
2.0,12.0,0,5583.451371
2.0,12.0,1,7310.820034
2.0,13.0,0,95200.01672099999
2.0,13.0,1,145323.049197
3.0,1.0,0,30952.096669
3.0,1.0,1,113891.146742
3.0,2.0,0,33914.667997
3.0,2.0,1,80197.819815
3.0,3.0,0,4782541.223492
3.0,3.0,1,2958706.980861
3.0,4.0,0,23707.178982
3.0,4.0,1,72084.795716
3.0,5.0,0,1090.6272020000001
3.0,5.0,1,2911.0134820000003
3.0,6.0,0,2053.853741
3.0,6.0,1,5854.301366
3.0,7.0,0,2780.722514
3.0,7.0,1,8488.413905000001
3.0,8.0,0,12696.041683
3.0,8.0,1,39235.258646
3.0,9.0,0,1706.0287470000003
3.0,9.0,1,8603.918400999999
3.0,10.0,0,3207.5716549999997
3.0,10.0,1,11616.15423
3.0,11.0,0,2484.512929
3.0,11.0,1,10313.999037
3.0,12.0,0,3292.9264709999998
3.0,12.0,1,7118.567355000001
3.0,13.0,0,26749.535404000002
3.0,13.0,1,66744.12835
4.0,1.0,0,21774.757944
4.0,1.0,1,180417.893279
4.0,2.0,0,24023.884809999996
4.0,2.0,1,124992.445477
4.0,3.0,0,15519.721764
4.0,3.0,1,68991.62040700001
4.0,4.0,0,2628011.913282
4.0,4.0,1,2692957.434349
4.0,5.0,0,756.76855
4.0,5.0,1,4583.873264
4.0,6.0,0,2104.645464
4.0,6.0,1,9639.462279
4.0,7.0,0,2682.755556
4.0,7.0,1,17811.792794
4.0,8.0,0,9333.32951
4.0,8.0,1,27912.304245
4.0,9.0,0,2732.546158
4.0,9.0,1,8608.207761
4.0,10.0,0,2211.108888
4.0,10.0,1,12834.401605000001
4.0,11.0,0,1284.25011
4.0,11.0,1,13036.763900999998
4.0,12.0,0,2060.353231
4.0,12.0,1,5261.419572
4.0,13.0,0,22023.750241
4.0,13.0,1,62293.952142
5.0,1.0,0,7894.7405579999995
5.0,1.0,1,23782.013476
5.0,2.0,0,13587.589329
5.0,2.0,1,18910.479941999998
5.0,3.0,0,2126.153786
5.0,3.0,1,2977.553658
5.0,4.0,0,5392.711372
5.0,4.0,1,1917.561559
5.0,5.0,0,856456.839801
5.0,5.0,1,643143.512638
5.0,6.0,0,583.4984019999999
5.0,6.0,1,1156.692708
5.0,7.0,0,686.970427
5.0,7.0,1,2488.081478
5.0,8.0,0,1590.159056
5.0,8.0,1,1160.039891
5.0,9.0,0,642.254863
5.0,9.0,1,2505.708594
5.0,10.0,0,138.876834
5.0,10.0,1,475.599638
5.0,11.0,0,800.191563
5.0,11.0,1,4249.111658
5.0,12.0,0,250.504775
5.0,12.0,1,370.805224
5.0,13.0,0,5281.178346
5.0,13.0,1,18582.469511000003
6.0,1.0,0,6825.242538
6.0,1.0,1,29393.956285
6.0,2.0,0,10577.808271
6.0,2.0,1,30449.524595
6.0,3.0,0,928.3535179999999
6.0,3.0,1,3505.823236
6.0,4.0,0,3166.082436
6.0,4.0,1,5028.618700999999
6.0,5.0,0,380.996252
6.0,5.0,1,1975.274026
6.0,6.0,0,886705.091456
6.0,6.0,1,514965.607436
6.0,7.0,0,544.217391
6.0,7.0,1,2149.176638
6.0,8.0,0,1193.150776
6.0,8.0,1,4402.180023
6.0,9.0,0,358.09867199999997
6.0,9.0,1,1039.9734720000001
6.0,10.0,0,397.346497
6.0,10.0,1,1376.3250750000002
6.0,11.0,0,157.29941300000002
6.0,11.0,1,927.264553
6.0,12.0,0,615.961672
6.0,12.0,1,2042.784173
6.0,13.0,0,5364.870053000001
6.0,13.0,1,14333.076120999998
7.0,1.0,0,121395.816445
7.0,1.0,1,192763.108033
7.0,2.0,0,23139.678418
7.0,2.0,1,17555.057397
7.0,3.0,0,6604.189499
7.0,3.0,1,5819.620501
7.0,4.0,0,4467.735113
7.0,4.0,1,4388.984726
7.0,5.0,0,1057.550014
7.0,5.0,1,814.80216
7.0,6.0,0,737.0807570000001
7.0,6.0,1,708.284448
7.0,7.0,0,1221675.872308
7.0,7.0,1,447165.53552300006
7.0,8.0,0,2219.836102
7.0,8.0,1,1512.791764
7.0,9.0,0,392.433424
7.0,9.0,1,639.372918
7.0,10.0,0,1504.456843
7.0,10.0,1,1301.076869
7.0,11.0,0,2233.98626
7.0,11.0,1,5013.911841
7.0,12.0,0,538.788494
7.0,12.0,1,460.54141000000004
7.0,13.0,0,4159.361917
7.0,13.0,1,4017.564059
8.0,1.0,0,6328.2556190000005
8.0,1.0,1,50107.899445
8.0,2.0,0,8901.308964
8.0,2.0,1,51195.494867
8.0,3.0,0,7468.176589
8.0,3.0,1,24705.778387
8.0,4.0,0,7593.187389
8.0,4.0,1,64760.12571
8.0,5.0,0,275.364453
8.0,5.0,1,2498.829811
8.0,6.0,0,925.2547969999999
8.0,6.0,1,7423.428301
8.0,7.0,0,598.185827
8.0,7.0,1,4291.414862
8.0,8.0,0,888179.0943710001
8.0,8.0,1,761703.043742
8.0,9.0,0,577.832996
8.0,9.0,1,5091.320452
8.0,10.0,0,524.175281
8.0,10.0,1,4273.1367
8.0,11.0,0,518.048121
8.0,11.0,1,6083.1162540000005
8.0,12.0,0,927.632508
8.0,12.0,1,5072.780479
8.0,13.0,0,6447.185785
8.0,13.0,1,27630.060794
9.0,1.0,0,6599.616261
9.0,1.0,1,17061.906321
9.0,2.0,0,79730.524818
9.0,2.0,1,60475.334241000004
9.0,3.0,0,3919.9311740000003
9.0,3.0,1,4409.6429530000005
9.0,4.0,0,7299.731481999999
9.0,4.0,1,7231.683784
9.0,5.0,0,344.356883
9.0,5.0,1,696.5881009999999
9.0,6.0,0,808.210771
9.0,6.0,1,2842.660461
9.0,7.0,0,1001.9818319999999
9.0,7.0,1,797.736016
9.0,8.0,0,1606.930756
9.0,8.0,1,3141.8926469999997
9.0,9.0,0,807443.19883
9.0,9.0,1,349423.773668
9.0,10.0,0,64.93579299999999
9.0,10.0,1,68.928156
9.0,11.0,0,134.501909
9.0,11.0,1,587.8352890000001
9.0,12.0,0,140.849351
9.0,12.0,1,567.5268149999999
9.0,13.0,0,8480.629477999999
9.0,13.0,1,12651.628374
10.0,1.0,0,5412.868952
10.0,1.0,1,6296.562384000001
10.0,2.0,0,11443.394674
10.0,2.0,1,7956.491613
10.0,3.0,0,18425.161538
10.0,3.0,1,9606.360125
10.0,4.0,0,10812.776925
10.0,4.0,1,4206.191692
10.0,5.0,0,563.510031
10.0,5.0,1,156.24472
10.0,6.0,0,2505.695888
10.0,6.0,1,1467.278026
10.0,7.0,0,1145.598569
10.0,7.0,1,1003.2897700000001
10.0,8.0,0,8159.0016
10.0,8.0,1,3941.666079
10.0,9.0,0,115.043319
10.0,9.0,1,155.639185
10.0,10.0,0,935797.264028
10.0,10.0,1,322178.09406699997
10.0,11.0,0,549.649237
10.0,11.0,1,274.395467
10.0,12.0,0,2276.226043
10.0,12.0,1,1619.108181
10.0,13.0,0,13599.705691
10.0,13.0,1,13344.779117
11.0,1.0,0,59234.788684
11.0,1.0,1,120934.467474
11.0,2.0,0,6401.536757
11.0,2.0,1,6033.0629659999995
11.0,3.0,0,1254.603978
11.0,3.0,1,1520.5679089999999
11.0,4.0,0,784.301501
11.0,4.0,1,1732.928999
11.0,5.0,0,272.22515599999997
11.0,5.0,1,837.053811
11.0,6.0,0,1529.249853
11.0,6.0,1,108.08320099999999
11.0,7.0,0,3108.2278509999996
11.0,7.0,1,8824.084354
11.0,8.0,0,158.35253899999998
11.0,8.0,1,360.220712
11.0,9.0,0,34.80867
11.0,9.0,1,105.44854
11.0,10.0,0,156.83275300000003
11.0,10.0,1,637.94009
11.0,11.0,0,825680.863407
11.0,11.0,1,436178.195416
11.0,12.0,0,33.657125
11.0,12.0,1,57.46908499999999
11.0,13.0,0,1702.30472
11.0,13.0,1,4829.265203
12.0,1.0,0,3868.936194
12.0,1.0,1,9747.558042
12.0,2.0,0,5804.704404
12.0,2.0,1,8631.356318
12.0,3.0,0,13232.796625
12.0,3.0,1,8933.421583
12.0,4.0,0,2778.3568589999995
12.0,4.0,1,4348.797321
12.0,5.0,0,160.946451
12.0,5.0,1,294.892675
