origin_code,destination_code,sector,value
1.0,1.0,0,17653800.942605
1.0,1.0,1,7898173.377312
1.0,2.0,0,202451.00958800002
1.0,2.0,1,270245.883567
1.0,3.0,0,50258.15432
1.0,3.0,1,61236.767823999995
1.0,4.0,0,66851.600683
1.0,4.0,1,74157.215415
1.0,5.0,0,26076.231463
1.0,5.0,1,34655.026836
1.0,6.0,0,17045.321464
1.0,6.0,1,23622.818196
1.0,7.0,0,318666.75117
1.0,7.0,1,542908.676346
2.0,1.0,0,185409.226125
2.0,1.0,1,393021.111742
2.0,2.0,0,22868804.154129
2.0,2.0,1,11859789.388663001
2.0,3.0,0,39127.036706
2.0,3.0,1,85910.065562
2.0,4.0,0,68418.44615
2.0,4.0,1,184283.58304599999
2.0,5.0,0,33323.230385999996
2.0,5.0,1,58139.70628
2.0,6.0,0,30919.178253
2.0,6.0,1,71725.9536
2.0,7.0,0,369106.94532
2.0,7.0,1,654420.790703
3.0,1.0,0,27130.678598
3.0,1.0,1,100841.672368
3.0,2.0,0,37680.219838
3.0,2.0,1,82814.06745199999
3.0,3.0,0,6428424.127419
3.0,3.0,1,3992140.3832920003
3.0,4.0,0,40302.190404
3.0,4.0,1,134946.34958799998
3.0,5.0,0,2307.5664580000002
3.0,5.0,1,6521.175611000001
3.0,6.0,0,4966.986712
3.0,6.0,1,15661.882708000001
3.0,7.0,0,84418.329634
3.0,7.0,1,246653.406894
4.0,1.0,0,39588.860027999996
4.0,1.0,1,300626.32281399996
4.0,2.0,0,52137.291455
4.0,2.0,1,296234.727772
4.0,3.0,0,24705.000848
4.0,3.0,1,147690.599813
4.0,4.0,0,8611922.649709001
4.0,4.0,1,9405646.889814
4.0,5.0,0,3649.555269
4.0,5.0,1,29035.635918
4.0,6.0,0,8792.711327
4.0,6.0,1,60067.926408
4.0,7.0,0,103316.60065000001
4.0,7.0,1,507436.597466
5.0,1.0,0,20245.228458
5.0,1.0,1,25015.327110000002
5.0,2.0,0,35138.634288
5.0,2.0,1,29083.156554999998
5.0,3.0,0,9305.736224
5.0,3.0,1,5397.725179
5.0,4.0,0,43182.470010000005
5.0,4.0,1,7801.565531
5.0,5.0,0,2667062.489887
5.0,5.0,1,1474814.051428
5.0,6.0,0,3554.1639729999997
5.0,6.0,1,1919.0093279999999
5.0,7.0,0,29836.064248000002
5.0,7.0,1,51205.921388
6.0,1.0,0,15586.821845999999
6.0,1.0,1,72744.389819
6.0,2.0,0,26647.856732
6.0,2.0,1,80528.295055
6.0,3.0,0,2354.062654
6.0,3.0,1,8632.392414
6.0,4.0,0,11016.699507
6.0,4.0,1,16469.838775
6.0,5.0,0,2476.961953
6.0,5.0,1,8757.211510000001
6.0,6.0,0,2132792.802427
6.0,6.0,1,1222066.703906
6.0,7.0,0,24581.562904
6.0,7.0,1,84941.46576600001
7.0,1.0,0,433015.014242
7.0,1.0,1,617859.044331
7.0,2.0,0,622963.462078
7.0,2.0,1,470670.291602
7.0,3.0,0,215104.068526
7.0,3.0,1,159701.184729
7.0,4.0,0,327382.56410899997
7.0,4.0,1,347790.09981399996
7.0,5.0,0,29604.196957
7.0,5.0,1,57030.257809
7.0,6.0,0,97140.5669
7.0,6.0,1,78425.09573599999
7.0,7.0,0,15198752.309007999
7.0,7.0,1,7147778.635062001
