,k,g_0,fe,fo,zeta,nu,theta,delta USA,delta EUR,delta JAP,delta CHN,delta BRA,delta IND,delta CAN,delta KOR,delta RUS,delta MEX,delta ZAF,delta ROW,eta USA,eta EUR,eta JAP,eta CHN,eta BRA,eta IND,eta CAN,eta KOR,eta RUS,eta MEX,eta ZAF,eta ROW,T Non patent USA,T Non patent EUR,T Non patent JAP,T Non patent CHN,T Non patent BRA,T Non patent IND,T Non patent CAN,T Non patent KOR,T Non patent RUS,T Non patent MEX,T Non patent ZAF,T Non patent ROW,T Patent USA,T Patent EUR,T Patent JAP,T Patent CHN,T Patent BRA,T Patent IND,T Patent CAN,T Patent KOR,T Patent RUS,T Patent MEX,T Patent ZAF,T Patent ROW
SRGDP_MEX,-0.00022846393351816374,-0.00015346947820238377,-0.00031494490414285536,0.005190427373225059,0.0010292739365636017,0.0016905428487279384,2.1819930294819656e-05,-0.0005762452308044619,-0.0002386432483636458,-0.0030974875385120226,-4.366151738044444e-05,-0.00014718262987212238,-8.327699309085279e-05,-0.00015570637038442303,-0.0003256300381959676,-0.00011403683430388778,-4.4449610171470866e-05,-0.00010703075179030463,0.0005377023806074632,8.877715464095104e-05,-0.0003379671128411754,-0.0011495993763099843,-0.0008359318017425732,-0.00029456622876344873,-0.0005774458839691299,-2.2744523802131766e-05,-0.0003617815989398476,-0.00032058622346953225,-7.734110903767633e-05,-0.00037431539214372034,-0.0007505181907907499,5.551115123125783e-15,-2.6855739854170224e-10,-4.233724482105572e-11,-5.490557453136091e-09,-7.732831042162047e-10,-1.5207884951351502e-08,-4.605205106145149e-12,-6.011025011076754e-11,-1.8367862786305977e-10,5.080380560684716e-12,-5.040268202805009e-10,-1.5531445018979184e-08,-3.729838608856895e-05,-3.54346541669992e-05,-3.573609134277511e-05,-3.319335849016891e-05,-2.5779575836271107e-05,-1.6863091621410753e-05,-1.9653906579431002e-05,-3.573167715154035e-05,-2.8623187471876754e-05,-3.0431568580069346e-05,-2.509576617681919e-05,-2.064048851668776e-05
SRGDP_ZAF,-0.00021822688517469935,-6.242920901344817e-06,-0.00023639918387607928,0.005763521729859056,0.0016438924653217057,0.00225262839886331,4.588758102608281e-05,-0.0002480304411212053,-0.0002845243804422415,-0.003268759706014368,-4.92873227875279e-05,-0.00015546328670124065,-8.713627957956938e-05,-0.00016504620965362982,-0.0003442751745830197,-0.00012020803713430617,-7.843050909173144e-05,-7.467043222408876e-05,0.000572672237958427,0.0003471013117983812,-1.7061115730743204e-05,-0.0010869993034218206,-0.0006876076812173393,-0.00011413342754063027,-0.0002976453013120439,0.00021053062115083954,-6.590492116154145e-05,-9.162941392359958e-05,-9.886520041135771e-05,0.0005795017362253407,-0.0005762613324356014,5.551115123125783e-15,-3.2002900329786144e-10,-4.0607517348689726e-11,-6.587632106480612e-09,-6.295425292179857e-10,-1.5515911888641654e-08,-3.31568106304303e-12,-4.751088411580895e-11,-1.5465739799935818e-10,-3.8068437291371993e-10,9.590106486712102e-12,-1.8668149803779954e-08,-7.843826314302138e-05,-7.451878253184052e-05,-7.515274485003776e-05,-6.98052921721537e-05,-5.421388090509627e-05,-3.545476754351906e-05,-4.13295128676161e-05,-7.514346912540493e-05,-6.019422207459435e-05,-6.399750279550975e-05,-5.277568373485142e-05,-4.3401357733285906e-05
SRGDP_ROW,-0.002859767350174014,-0.0004720889058890121,0.004983837128609281,-0.004732171768075388,-0.008440830382831499,-0.0007820396644125926,0.00012933224381450614,-0.006998319697384958,-0.00021339469640113684,-0.01112099089335572,-0.005477422321601977,-0.00015055949470099694,-0.00046066050549853355,-0.0006117239847425182,-0.0013693143962506538,0.00013643088727754993,0.000177314368986492,0.000886960747101817,0.002434066383343314,-0.012404711227240739,-0.010609785635830593,-0.026264324461454658,-0.005040094358744196,-0.011042150983627819,-0.010053251438488231,-0.013044130062526138,-0.011397868453121851,-0.010997003849739784,-0.011694256226875144,-0.01162987896175971,-0.004256382211293985,0.00013571679334689613,0.0006526116028193751,-0.00013296035842935705,0.0010157953144751541,-0.00017357709827747758,-0.0001349892265556374,-0.00017288340397103585,-0.00015134924309712083,-0.0001723045446083704,-0.00018253100532272803,-0.00020025012583135826,0.5577779197992327,-0.00038694965188101893,-0.00116272801124917,-0.00031969619510796576,-0.0017229445009597777,-0.0002934183750291641,-0.0002107051710276142,-0.0002562373291442599,-0.00033409680075924264,-0.0003089805111239352,-0.0003279002349321214,-0.00031021656102858675,-0.6769289760099029
RD_USA,-0.23408601193637746,-0.0009727927982272622,-0.09002514267555661,-0.5265992018614862,1.4349077050293235,0.02023807354589291,-0.01357856362562082,0.3710140465641465,0.5990707503812043,0.5477264871607967,0.35313992442879916,0.7560191746136691,0.5641705760661753,0.9300492486574663,0.873087670914745,0.7426645938763532,0.7891961578863627,1.0012782209514859,0.7365921291462596,-0.3495008112594361,-1.0212726053996772,-1.0477257067127654,-0.8896750321679509,-1.0103924480919084,-0.9707560289944572,-1.0188208782061974,-1.032969727216259,-1.0048100605112136,-1.000231250456563,-1.070746336563989,-0.9106208544627853,0.001966896740676072,0.00012413838260560972,2.2981338460015266e-05,0.015340252644615582,0.010033794479997749,0.01830735721997212,4.092849281711608e-08,9.054038665468056e-05,0.0009967219825379736,0.003298235607592792,0.009712725063640848,0.014901234469685276,0.025180484199458508,0.022193698927680527,0.02238063652042599,0.020794635396552685,0.02173669056911076,0.021365753039865876,0.029855634006183962,0.022375982928725113,0.020019979858019177,0.019254934240492405,0.02389013038222254,0.01627897945222001
RD_EUR,-0.12563314125748626,-0.002211878499039921,0.7123270952699845,-0.10511391980665086,0.07421031664834099,-0.2541212967762757,0.06914188438871705,-0.34633669156940994,-0.2390017831389063,-0.08331933275693593,-0.25060466477139276,-0.09607900114096235,-0.1406383826866192,-0.12619357310780954,-0.15177510026128438,-0.06423446732835125,-0.07337838425253429,0.011646943219575379,-0.02304165525921331,-0.7365238106062566,-0.19695631157092552,-0.7457187813838456,-0.6058016475484385,-0.7265161126812436,-0.6826440969770176,-0.8207005992771949,-0.7908389295090518,-0.7212442075940645,-0.7263890612677798,-0.779151770576576,-0.6260404748289905,0.2607172766018673,0.045497457639529504,0.05812905168758764,0.04309835486703939,0.0025854127530899884,-0.008263244395421698,0.04603723380783076,-0.5597309619438157,0.01155479805212356,0.03197464711992448,0.050041974892532926,0.029200138087731586,-0.3087453159693315,-0.0575668235929816,-0.029880478291919865,-0.01741285237876755,0.057118581333616136,0.06968430174885354,0.0026667115105094563,0.8067035330815464,0.03142817893249994,0.008461857202605172,-0.021332898301820724,-0.013264783821808068
RD_JAP,0.08549722857200681,-0.010099412078558578,0.13148831216064694,1.929710898009236,-0.4683831580095871,-0.7242476043417567,0.04328511697604842,-1.016818979982681,-0.6687564435510601,-0.4244264730097175,-0.5564073008364107,-0.6540424652000859,-0.5534599618546193,-0.7429314947183197,-0.6662819476273119,-0.6175357036235146,-0.585340690758982,-0.6984541713269293,-0.5063299873591798,-0.2654624969502356,-0.24994623628293466,1.202716142278134,-0.3400956383762238,-0.30743882848541293,-0.3305644807478775,-0.29914145836543504,-0.2526592082653567,-0.3155636662406086,-0.32004212628893913,-0.3161268636835268,-0.34519669818054266,0.1124552713761584,-0.308599090891577,0.0324994014840152,-0.5761958227379721,0.03790556774639131,0.008395990311803603,0.048394687894210975,0.06021852779566572,0.04534121480425202,0.05272671898472914,0.04703501483301897,0.01995131252277127,-0.05158724038667628,0.4062610900081698,-0.04253463672108049,1.2328336787667438,0.028435067012209103,0.08002487289022531,0.004600289769085553,-0.009054009566092924,0.016699054336423158,-0.0005126091035767555,0.009832625715477938,0.07203453296784512
RD_CHN,-0.0002710561846347437,-0.0001228974782696568,-0.00018056481810801994,0.005935671900119122,0.0018857746841249856,0.0024435165884340027,2.64381837544736e-05,-0.0001079539122866846,-0.00019044131459644564,-0.003227644774516647,-0.0005940334968856931,-0.0001523547094911537,-8.869498891783678e-05,-0.00015089258135314587,-0.00032281181523541314,-0.00011905502262377077,-7.905780846806376e-05,-0.00011030543915713231,0.0005528016382094769,0.0001802609183942927,-0.00011143120963619246,-0.0012539175493908594,-0.0006362831500994481,-0.00030288381810517073,-0.00038043815318633545,5.2778535242214986e-06,-0.00020270457445736856,-0.00028136248890642257,-0.00026616329496909064,-0.0003898335423840882,-0.0006173608065607183,6.661338147750939e-15,-4.709566070459914e-12,-4.115041640773143e-12,-3.563649375593059e-11,-1.738609256562995e-11,-4.304334666471732e-12,-7.66053886991358e-13,-9.321987626265127e-12,-4.413136522884997e-13,-9.921508059562711e-12,-9.814926649198696e-12,5.084821452783217e-13,-4.5192623558953926e-05,-4.293432818602838e-05,-4.329963449456464e-05,-4.0218558127746995e-05,-3.1235422361386433e-05,-2.0422924441598767e-05,-2.3811713402710488e-05,-4.3294297897289447e-05,-3.468111399229645e-05,-3.6872445277613686e-05,-3.0406968840046567e-05,-2.5001632789622974e-05
RD_BRA,-0.0002710561846347437,-0.0001228974782696568,-0.00018056481810801994,0.005935671900119122,0.0018857746841249856,0.0024435165884340027,2.64381837544736e-05,-0.0001079539122866846,-0.00019044131459644564,-0.003227644774516647,-0.0005940334968856931,-0.0001523547094911537,-8.869498891783678e-05,-0.00015089258135314587,-0.00032281181523541314,-0.00011905502262377077,-7.905780846806376e-05,-0.00011030543915713231,0.0005528016382094769,0.0001802609183942927,-0.00011143120963619246,-0.0012539175493908594,-0.0006362831500994481,-0.00030288381810517073,-0.00038043815318633545,5.2778535242214986e-06,-0.00020270457445736856,-0.00028136248890642257,-0.00026616329496909064,-0.0003898335423840882,-0.0006173608065607183,6.661338147750939e-15,-4.709566070459914e-12,-4.115041640773143e-12,-3.563649375593059e-11,-1.738609256562995e-11,-4.304334666471732e-12,-7.66053886991358e-13,-9.321987626265127e-12,-4.413136522884997e-13,-9.921508059562711e-12,-9.814926649198696e-12,5.084821452783217e-13,-4.5192623558953926e-05,-4.293432818602838e-05,-4.329963449456464e-05,-4.0218558127746995e-05,-3.1235422361386433e-05,-2.0422924441598767e-05,-2.3811713402710488e-05,-4.3294297897289447e-05,-3.468111399229645e-05,-3.6872445277613686e-05,-3.0406968840046567e-05,-2.5001632789622974e-05
RD_IND,-0.0002710561846347437,-0.0001228974782696568,-0.00018056481810801994,0.005935671900119122,0.0018857746841249856,0.0024435165884340027,2.64381837544736e-05,-0.0001079539122866846,-0.00019044131459644564,-0.003227644774516647,-0.0005940334968856931,-0.0001523547094911537,-8.869498891783678e-05,-0.00015089258135314587,-0.00032281181523541314,-0.00011905502262377077,-7.905780846806376e-05,-0.00011030543915713231,0.0005528016382094769,0.0001802609183942927,-0.00011143120963619246,-0.0012539175493908594,-0.0006362831500994481,-0.00030288381810517073,-0.00038043815318633545,5.2778535242214986e-06,-0.00020270457445736856,-0.00028136248890642257,-0.00026616329496909064,-0.0003898335423840882,-0.0006173608065607183,6.661338147750939e-15,-4.709566070459914e-12,-4.115041640773143e-12,-3.563649375593059e-11,-1.738609256562995e-11,-4.304334666471732e-12,-7.66053886991358e-13,-9.321987626265127e-12,-4.413136522884997e-13,-9.921508059562711e-12,-9.814926649198696e-12,5.084821452783217e-13,-4.5192623558953926e-05,-4.293432818602838e-05,-4.329963449456464e-05,-4.0218558127746995e-05,-3.1235422361386433e-05,-2.0422924441598767e-05,-2.3811713402710488e-05,-4.3294297897289447e-05,-3.468111399229645e-05,-3.6872445277613686e-05,-3.0406968840046567e-05,-2.5001632789622974e-05
RD_CAN,0.00976108672257503,-0.0016581301596108045,-0.013848146723319243,0.014661141084060247,0.029211766081204127,-0.0529445278763685,0.0058157560746952,-0.03592367120688611,-0.023947650876643967,-0.052316300701299445,-0.02558433214915279,-0.015150694008077004,-0.02478230486058053,-0.060471782261751206,-0.03396654382654796,-0.02245492531183002,0.0003842218572214229,-0.019185012864148532,0.0021461881899287327,0.003170734058852709,-0.0018336795128193195,-0.013855707389750505,0.009837400178929201,0.011131424937074197,0.01024904882812483,0.7828105293187071,-0.007765530531476661,0.010372433502305878,0.011382337057612713,-4.037352522801019e-05,0.0035785501205143344,1.6320278461989801e-12,1.1102230246251565e-14,-2.7771118737973666e-11,6.6779914931203166e-12,-1.18141496585622e-09,-1.000646288051854e-08,-1.589700593385146e-10,-2.3905155632775177e-10,1.1164735802537962e-10,-5.86731219165415e-10,-1.25315091636935e-09,3.941402759721768e-11,-0.009919969740629364,-0.009424729494878492,-0.009504843490567016,-0.008829101546816709,-0.006858397307233921,-0.004485349914589154,-0.00522921097972473,-0.009503673140954239,-0.007614399160563723,-0.008095128157620257,-0.006676614453040575,-0.005490386431936667
RD_KOR,0.0346909285985153,-0.004659164188673959,0.07028759194887213,0.1991863308922659,-0.11541337173091915,-0.2474107568297368,0.0028127617991380305,-0.2598604855865633,-0.29505835714369655,-0.27153640026110704,-0.2604717455195271,-0.29370208608657855,-0.2405916811515385,-0.3623539158403055,-0.4108735826599308,-0.2761323154184109,-0.2636067227287181,-0.31172183245856244,-0.21010166059784563,-0.04719500167939539,-0.05459925570779567,-0.05698902226151603,-0.03465835907833281,-0.012650546629784931,-0.023076084956649145,-0.049185544762850864,0.8957533167745446,-0.01587038368761562,-0.01449797617326165,-0.019767940515316718,-0.038776684715634,0.0018950384856131208,0.0018565710882723074,-0.012753340456945206,0.002717436807053719,-0.010975347012874836,-0.000911574787934577,-0.00019577111005919523,-0.019471916257809974,-0.005871431404936289,-0.0011227841962518914,-0.010945951713756674,0.010956207153993702,-0.0030376734262399507,-0.004932635987616729,-0.01276691561643506,-0.004864780240552702,0.010423364261703538,-0.0010366119508242733,-0.002497388823816671,-0.01404552543825599,0.0001714445088552008,-0.0024725553749843643,0.010246902395785185,-0.021144959668997765
RD_RUS,-0.0002710561846347437,-0.0001228974782696568,-0.00018056481810801994,0.005935671900119122,0.0018857746841249856,0.0024435165884340027,2.64381837544736e-05,-0.0001079539122866846,-0.00019044131459644564,-0.003227644774516647,-0.0005940334968856931,-0.0001523547094911537,-8.869498891783678e-05,-0.00015089258135314587,-0.00032281181523541314,-0.00011905502262377077,-7.905780846806376e-05,-0.00011030543915713231,0.0005528016382094769,0.0001802609183942927,-0.00011143120963619246,-0.0012539175493908594,-0.0006362831500994481,-0.00030288381810517073,-0.00038043815318633545,5.2778535242214986e-06,-0.00020270457445736856,-0.00028136248890642257,-0.00026616329496909064,-0.0003898335423840882,-0.0006173608065607183,6.661338147750939e-15,-4.709566070459914e-12,-4.115041640773143e-12,-3.563649375593059e-11,-1.738609256562995e-11,-4.304334666471732e-12,-7.66053886991358e-13,-9.321987626265127e-12,-4.413136522884997e-13,-9.921508059562711e-12,-9.814926649198696e-12,5.084821452783217e-13,-4.5192623558953926e-05,-4.293432818602838e-05,-4.329963449456464e-05,-4.0218558127746995e-05,-3.1235422361386433e-05,-2.0422924441598767e-05,-2.3811713402710488e-05,-4.3294297897289447e-05,-3.468111399229645e-05,-3.6872445277613686e-05,-3.0406968840046567e-05,-2.5001632789622974e-05
RD_MEX,-0.0002710561846347437,-0.0001228974782696568,-0.00018056481810801994,0.005935671900119122,0.0018857746841249856,0.0024435165884340027,2.64381837544736e-05,-0.0001079539122866846,-0.00019044131459644564,-0.003227644774516647,-0.0005940334968856931,-0.0001523547094911537,-8.869498891783678e-05,-0.00015089258135314587,-0.00032281181523541314,-0.00011905502262377077,-7.905780846806376e-05,-0.00011030543915713231,0.0005528016382094769,0.0001802609183942927,-0.00011143120963619246,-0.0012539175493908594,-0.0006362831500994481,-0.00030288381810517073,-0.00038043815318633545,5.2778535242214986e-06,-0.00020270457445736856,-0.00028136248890642257,-0.00026616329496909064,-0.0003898335423840882,-0.0006173608065607183,6.661338147750939e-15,-4.709566070459914e-12,-4.115041640773143e-12,-3.563649375593059e-11,-1.738609256562995e-11,-4.304334666471732e-12,-7.66053886991358e-13,-9.321987626265127e-12,-4.413136522884997e-13,-9.921508059562711e-12,-9.814926649198696e-12,5.084821452783217e-13,-4.5192623558953926e-05,-4.293432818602838e-05,-4.329963449456464e-05,-4.0218558127746995e-05,-3.1235422361386433e-05,-2.0422924441598767e-05,-2.3811713402710488e-05,-4.3294297897289447e-05,-3.468111399229645e-05,-3.6872445277613686e-05,-3.0406968840046567e-05,-2.5001632789622974e-05
RD_ZAF,-0.0002710561846347437,-0.0001228974782696568,-0.00018056481810801994,0.005935671900119122,0.0018857746841249856,0.0024435165884340027,2.64381837544736e-05,-0.0001079539122866846,-0.00019044131459644564,-0.003227644774516647,-0.0005940334968856931,-0.0001523547094911537,-8.869498891783678e-05,-0.00015089258135314587,-0.00032281181523541314,-0.00011905502262377077,-7.905780846806376e-05,-0.00011030543915713231,0.0005528016382094769,0.0001802609183942927,-0.00011143120963619246,-0.0012539175493908594,-0.0006362831500994481,-0.00030288381810517073,-0.00038043815318633545,5.2778535242214986e-06,-0.00020270457445736856,-0.00028136248890642257,-0.00026616329496909064,-0.0003898335423840882,-0.0006173608065607183,6.661338147750939e-15,-4.709566070459914e-12,-4.115041640773143e-12,-3.563649375593059e-11,-1.738609256562995e-11,-4.304334666471732e-12,-7.66053886991358e-13,-9.321987626265127e-12,-4.413136522884997e-13,-9.921508059562711e-12,-9.814926649198696e-12,5.084821452783217e-13,-4.5192623558953926e-05,-4.293432818602838e-05,-4.329963449456464e-05,-4.0218558127746995e-05,-3.1235422361386433e-05,-2.0422924441598767e-05,-2.3811713402710488e-05,-4.3294297897289447e-05,-3.468111399229645e-05,-3.6872445277613686e-05,-3.0406968840046567e-05,-2.5001632789622974e-05
RD_ROW,-0.0002710561846347437,-0.0001228974782696568,-0.00018056481810801994,0.005935671900119122,0.0018857746841249856,0.0024435165884340027,2.64381837544736e-05,-0.0001079539122866846,-0.00019044131459644564,-0.003227644774516647,-0.0005940334968856931,-0.0001523547094911537,-8.869498891783678e-05,-0.00015089258135314587,-0.00032281181523541314,-0.00011905502262377077,-7.905780846806376e-05,-0.00011030543915713231,0.0005528016382094769,0.0001802609183942927,-0.00011143120963619246,-0.0012539175493908594,-0.0006362831500994481,-0.00030288381810517073,-0.00038043815318633545,5.2778535242214986e-06,-0.00020270457445736856,-0.00028136248890642257,-0.00026616329496909064,-0.0003898335423840882,-0.0006173608065607183,6.661338147750939e-15,-4.709566070459914e-12,-4.115041640773143e-12,-3.563649375593059e-11,-1.738609256562995e-11,-4.304334666471732e-12,-7.66053886991358e-13,-9.321987626265127e-12,-4.413136522884997e-13,-9.921508059562711e-12,-9.814926649198696e-12,5.084821452783217e-13,-4.5192623558953926e-05,-4.293432818602838e-05,-4.329963449456464e-05,-4.0218558127746995e-05,-3.1235422361386433e-05,-2.0422924441598767e-05,-2.3811713402710488e-05,-4.3294297897289447e-05,-3.468111399229645e-05,-3.6872445277613686e-05,-3.0406968840046567e-05,-2.5001632789622974e-05
RP_USA,-0.004044906852905816,-0.0006168061359079768,0.03689837365710269,-0.0020949691888116906,-0.021405628656453457,-0.0023270460062924103,0.001606730333514328,-0.02491493083341012,0.0003569313054474499,-0.016087188211085235,-0.006119135430573963,-0.0007974906112451219,-0.000843150165615314,0.002256384879992801,-8.013929127193009e-05,-0.0006674516289828514,-0.0005825399436298895,-0.0003387217312067481,0.0023511953934196583,-0.02562564231409048,-0.016619449884121007,-0.03075648808014586,-0.007882588725227069,-0.01767677474981355,-0.016002048268000668,-0.022581748697190207,-0.018486182289945696,-0.01815486705406988,-0.01877682073685827,-0.019633993152540774,-0.0091202257659323,1.7236531665298926e-05,0.00033622514468256703,0.0002672343711429548,0.0005461560637065599,-0.0022259828870907494,0.5518674980980265,-4.658005126056963e-06,0.0003942721393124238,-0.0001279007163174084,0.0007337499646198342,0.0011803963385870198,-0.0027767028329434007,-0.0027310844682609803,-0.002337859281970056,-0.002291260778527482,-0.002506677799410939,0.002468972103073508,-0.7018942133865697,-0.0006821562462727693,-0.002501262939876847,-0.0011144636028548316,-0.002644912483119599,-0.0029826794996290484,0.003779113175049753
RP_EUR,-0.00034134274233710293,-0.00021382707526884648,-0.00030419284341220987,0.005045329651319763,0.001225986109126831,0.002070213858076375,2.903870033987843e-05,0.0007269407803389694,-0.0005220737275141163,-0.003986086614796713,-0.0005386217048863884,-0.0001838469797948994,-0.00010631376689329564,-0.00018746189758389598,-0.00040682509003353573,-0.00014301315028220074,-9.375668902134038e-05,-0.00013204092730478845,0.0006890636174161635,0.0005081610087254163,-0.00018047829004441684,-0.004337665894045828,9.800595670461654e-05,-0.00027107978428919655,-0.0002386401238096969,-0.000275480369495984,-0.00020927400187165102,-0.0003111295204638598,-0.0003125885550958607,-0.00033279171261224594,0.00029206307123108566,1.887379141862766e-14,-2.072583216161661e-09,-5.0531800965814e-12,-4.463485137051748e-11,-2.1898038937706588e-11,-2.4147350785597155e-12,-9.470202400052585e-13,-1.1495804308481183e-11,-6.389333506717776e-13,-1.264044424686972e-11,-1.2436163210338691e-11,6.217248937900877e-13,-4.963781926381472e-05,-4.715807065680533e-05,-4.755863503014268e-05,-4.4174501722671344e-05,-3.4307778911113473e-05,-2.243175324045943e-05,-2.615391023974567e-05,-4.755277359214105e-05,-3.8092390362565176e-05,-4.049926286386896e-05,-3.339783765099469e-05,-2.7460826075298428e-05
RP_JAP,-0.0003281521382475505,-0.00018115672211604927,-0.0003090130882821285,0.006696895760730515,0.0019529761588299444,0.002739434297874821,3.335919622537986e-05,0.0006430829419978856,-0.0002709854880278417,-0.004333935651673615,-0.0005286586973896057,-0.00019153851036568526,-0.00010950184023528209,-0.0001995307017371717,-0.00042544183813608694,-0.0001485677891716053,-9.769718883612111e-05,-0.00013811522902140716,0.0007154543525278445,0.0007215491004841645,0.00017920094364742845,-0.003428956402790062,-0.00030816591514881697,-9.902408857065392e-05,-0.00015315815202643357,0.00023027348987181284,8.098917451349052e-05,-0.00013648889139905584,-9.914212151018731e-05,-0.00022296795168630368,-9.999394931681227e-05,1.887379141862766e-14,-5.955791415601652e-12,-8.791684047437798e-10,-4.6301851241992154e-11,-2.2775670238672774e-11,-2.0122792321330962e-12,-9.81992265280951e-13,-1.1896594820370865e-11,-6.955547249276606e-13,-1.3112289032335411e-11,-1.2989054276602019e-11,6.45039577307216e-13,-5.702304442189998e-05,-5.417358092341118e-05,-5.463515712400557e-05,-5.07468862742666e-05,-3.941217427083643e-05,-2.5769206514203447e-05,-3.0045112892618242e-05,-5.462778222553588e-05,-4.375986831006706e-05,-4.652483932776619e-05,-3.8366850466653446e-05,-3.154651929127006e-05
RP_CHN,-0.00022508004688504002,-8.51398395612657e-05,-0.0001509203633193179,0.005438918906244261,0.0024998203906423377,0.0027176649288940258,5.5552720779061815e-06,0.0008757662682934431,-9.850978064829263e-05,-0.00242089394168421,-0.0001071526371232423,-0.00010896963134165993,-6.358365582936898e-05,-9.89815036361863e-05,-0.0002299923193660458,-8.570454004430683e-05,-5.5557283223373055e-05,-7.856713937826054e-05,0.00041218080436444815,0.0008220970213734802,0.00029276162888280943,-0.001097446066334884,-0.0006975820864374427,7.962283285478655e-05,-3.72282096727794e-05,0.0005826809430287128,0.0002745302032380881,5.717299357832495e-05,0.0001368904744258881,-4.138150058619061e-05,-0.0003889955991143168,1.1102230246251565e-14,-3.4638958368304884e-12,-2.998712389512548e-12,-2.4292454714469613e-08,-1.2010947791907256e-11,-1.1313172620930345e-12,-5.628830734849544e-13,-6.882272529651345e-12,-2.0983215165415459e-13,-6.756817327868703e-12,-6.3399285821219564e-12,3.8746783559417963e-13,-9.49608591371831e-06,-9.021561515054621e-06,-9.098322389933244e-06,-8.451673687015493e-06,-6.563330016140512e-06,-4.291353483121263e-06,-5.003584461760191e-06,-9.097201233432273e-06,-7.287352370433098e-06,-7.747806725633133e-06,-6.389249807003949e-06,-5.253451798581388e-06
RP_BRA,-0.0002450488314365007,-0.00013772898459551985,-0.00014454878449976505,0.0032188857838155727,0.0022278470111392057,0.003203484640711407,-4.956646880160953e-06,0.0017716242249865566,-0.00010506047911029714,-0.0024814830349390027,-0.0005026325510160135,-0.00015474386102221072,-6.586071871095278e-05,-0.00010389844671165882,-0.00023902448733126302,-8.818630065743349e-05,-5.8117656684952834e-05,-8.119087826274907e-05,0.0004190258590097695,0.0012284220773994825,0.0007065540981121554,-0.0030767299079331734,0.00020697571728178765,0.0006102294331888913,0.0005030744975131896,0.0009744447445758642,0.0007124162633953546,0.0005637384324075345,0.0006205690236082972,0.0005022453026337637,0.0004482085337242925,1.1102230246251565e-14,-3.531619441332623e-12,-3.0331293032759277e-12,-2.6063040614587862e-11,-1.3840465995507145e-08,-2.300937218535637e-12,-5.723199691942682e-13,-7.008837954458613e-12,-2.325917236589703e-13,-6.876166303015907e-12,-6.4109828556979664e-12,3.963496197911809e-13,8.4728394200706e-06,8.049444273350304e-06,8.117931911133525e-06,7.5402822341530396e-06,5.849598295748493e-06,3.828930229543559e-06,4.463982790081644e-06,8.116931041746156e-06,6.502103693240002e-06,6.912940858638805e-06,5.700768767047393e-06,4.687364965061391e-06
RP_IND,-0.00013750534236300904,0.00026655228479333104,-0.00010135553053347568,0.003320723611780485,0.0023988453746992544,0.003166252638867606,-1.4695921642382537e-05,0.001225102107010878,-9.453030453132616e-05,-0.001629957114558933,-0.00024274304049831663,-7.68423778130245e-05,-5.7834984915072774e-05,-7.140351119927502e-05,-0.0001573977590624276,-6.023160439683206e-05,-3.9148803521737996e-05,-5.693363698822118e-05,0.00028011445465714324,0.0012556060486634824,0.0008035528107541712,-0.0006637287434313466,-0.00015839378911364221,0.0007437301122803497,0.000686911175447058,0.0012216601324577248,0.0008290738575533751,0.0007294986089456668,0.0008218298337003827,0.0006636295357220767,-6.262141150681355e-05,7.771561172376096e-15,-2.315370117855764e-12,-2.0827783941967937e-12,-1.7240098237891743e-11,-8.095191184054329e-12,-1.0990409859967798e-07,-3.8136160895874127e-13,-4.6668224840118455e-12,-1.199040866595169e-13,-4.6129766673175254e-12,-4.302669331934794e-12,2.6645352591003757e-13,2.512114276931321e-05,2.3865818151724838e-05,2.4068880022376504e-05,2.2356199450568326e-05,1.7362732298575878e-05,1.1297137754162634e-05,1.3235801015198945e-05,2.406591323667051e-05,1.927809679114212e-05,2.0496191959207266e-05,1.6902222880199602e-05,1.389756942082876e-05
RP_CAN,-0.00024184992577891418,-0.00013940014762514608,-0.00018620591989704227,0.005799838550505365,0.0037178730940112814,0.004109383938141198,-1.2077895610307365e-05,0.0016697040506241656,-0.000121766536451684,-0.002526556879758335,-0.00047834658269907404,-0.00011451487718971975,-6.644088096863232e-05,-0.0003722388738242044,-0.00024866281310653715,-8.967964928274785e-05,-5.9191720940265924e-05,-8.295998326801612e-05,0.000430692778542463,0.0014882187843145989,0.0008769097920768854,-0.001131856027669076,-0.00022180586592812634,0.0006762325437825734,0.0005284606881494902,0.0013059940879545096,0.000799847118739816,0.0007546347983045099,0.000855422883189183,0.0007814498344627108,-7.791286898595207e-05,1.1102230246251565e-14,-3.6004532688593827e-12,-3.1186164761720647e-12,-2.685240918509635e-11,-1.2599365994958589e-11,-7.455147610357926e-13,-9.420408897398147e-11,-7.1626038433691974e-12,-2.653433028854124e-13,-7.176481631177012e-12,-6.756817327868703e-12,4.030109579389318e-13,2.0645880727254706e-05,1.9614188595529214e-05,1.9781075010216753e-05,1.8373504911961547e-05,1.4269608784589494e-05,9.3300074521796e-06,1.0839506194848525e-05,1.9778636592970855e-05,1.5843758649491946e-05,1.6844852925856912e-05,1.3891138822552662e-05,1.1421758254748227e-05
