country_code,country,fee
1,USA,19868.433475087633
2,EUR,37380.84994207935
3,JAP,35639.39519123051
4,CHN,21917.169354560017
5,BRA,32982.20453324361
6,IND,17862.743153559873
7,ROW,145737.8755075228
