,Change,KM_target,UUPCOST_target,SINNOVPATUS_target,TO_target,GROWTH_target,DOMPATINUS_target,DOMPATINEU_target,TE_target,OUT_target,gamma,rho
0,-50,0.0069010233136421,0.0067304377962855,0.0059135725445238,2.8001843789184143e-11,0.0117989297271598,0.0065836408890999,,0.0013915265063329,0.0057941454049522,0.0102317609775012,0.005548880667587
1,-40,0.0068741625721236,0.006606888421938,0.0060117992287335,1.2963427138831582e-21,0.0107422737528403,0.0065284067763357,,0.0029090583438129,0.0058995017164629,0.0086484182233221,0.0056926170388836
2,-30,0.0067996229293794,0.006507564979936,0.0061994674267968,5.612640403658177e-23,0.0095980277243215,0.0064431968739249,,0.0043637955458347,0.005997998242373,0.0077347937117598,0.0058424042843596
3,-20,0.0067006218335399,0.0064906954048779,0.0062094564523945,0.0012790916007422,0.0084967041763031,0.0063907983160554,,0.0052138612034403,0.006088853069301,0.00710899822243,0.0060030729917531
4,-10,0.006448966597626,0.0062153133668298,0.0062589730916414,0.0037535181862894,0.0073384655514259,0.0062904582431968,,0.0058880915995003,0.006261267256385,0.0066370634013593,0.0062134533329976
5,0,0.006263360841811,0.0062633589398271,0.0062633589398271,0.006266337556099,0.0062633589398271,0.0062633589398271,0.0062633589398271,0.0062633589398271,0.0062843331565909,0.0062633589398271,0.0062727586497258
6,0,0.006263360841811,0.0062633589398271,0.0062633589398271,0.006266337556099,0.0062633589398271,0.0062633589398271,0.0062633589398271,0.0062633589398271,0.0062843331565909,0.0062633589398271,0.0062727586497258
7,0,0.006263360841811,0.0062633589398271,0.0062633589398271,0.006266337556099,0.0062633589398271,0.0062633589398271,0.0062633589398271,0.0062633589398271,0.0062843331565909,0.0062633589398271,0.0062727586497258
8,0,0.006263360841811,0.0062633589398271,0.0062633589398271,0.006266337556099,0.0062633589398271,0.0062633589398271,0.0062633589398271,0.0062633589398271,0.0062843331565909,0.0062633589398271,0.0062727586497258
9,0,0.006263360841811,0.0062633589398271,0.0062633589398271,0.006266337556099,0.0062633589398271,0.0062633589398271,0.0062633589398271,0.0062633589398271,0.0062843331565909,0.0062633589398271,0.0062727586497258
10,0,0.006263360841811,0.0062633589398271,0.0062633589398271,0.006266337556099,0.0062633589398271,0.0062633589398271,0.0062633589398271,0.0062633589398271,0.0062843331565909,0.0062633589398271,0.0062727586497258
11,0,0.006263360841811,0.0062633589398271,0.0062633589398271,0.006266337556099,0.0062633589398271,0.0062633589398271,0.0062633589398271,0.0062633589398271,0.0062843331565909,0.0062633589398271,0.0062727586497258
12,0,0.006263360841811,0.0062633589398271,0.0062633589398271,0.006266337556099,0.0062633589398271,0.0062633589398271,0.0062633589398271,0.0062633589398271,0.0062843331565909,0.0062633589398271,0.0062727586497258
13,0,0.006263360841811,0.0062633589398271,0.0062633589398271,0.006266337556099,0.0062633589398271,0.0062633589398271,0.0062633589398271,0.0062633589398271,0.0062843331565909,0.0062633589398271,0.0062727586497258
14,0,0.006263360841811,0.0062633589398271,0.0062633589398271,0.006266337556099,0.0062633589398271,0.0062633589398271,0.0062633589398271,0.0062633589398271,0.0062843331565909,0.0062633589398271,0.0062727586497258
15,0,0.006263360841811,0.0062633589398271,0.0062633589398271,0.006266337556099,0.0062633589398271,0.0062633589398271,0.0062633589398271,0.0062633589398271,0.0062843331565909,0.0062633589398271,0.0062727586497258
16,10,0.006274486769668,0.0062956646517528,0.0063417598812317,0.0089202895102363,0.0052493405571006,0.0062573775942649,,0.0066209499755536,0.0062185253963384,0.0060317252726707,0.0065036325886077
17,20,0.0056932824074408,0.006146960622288,0.00639667135302,0.0114738251596183,0.0041395931845138,0.0063413381499492,,0.00662030230047,0.0062988138434704,0.0058262123369963,0.0066677027661567
18,30,0.0055719932762528,0.0060621532180505,0.0064457414957744,0.0142330010173073,0.0030719946485836,0.0063552165481422,,0.0070323122527972,0.0063479733378294,0.0056626370284692,0.0068532973045877
19,40,0.0049531207236421,0.006011462706552,0.0064619748695069,0.0169470825058064,0.0019926486011332,0.0064115255175328,,0.0073515156303126,0.0065933500578859,0.0055536917712092,0.0070503073276216
20,50,0.0045981325022165,0.0059660663272755,0.0065438659995403,0.0197257470717087,0.0009301295619299,0.0064479749393483,,0.0074237635897248,0.0064355576863399,0.0053420572209031,0.0072421212002785
