,Change,KM_target,UUPCOST_target,SINNOVPATUS_target,TO_target,GROWTH_target,DOMPATINUS_target,DOMPATINEU_target,TE_target,OUT_target,gamma,rho
0,-50,0.0196711193992764,0.058609819867503,0.1317354793816058,0.01326432180659,0.0627709679590916,0.0706714634273973,,0.1484155357695657,0.0407955632169609,0.0278069597797156,0.0584162465093348
1,-40,0.030976951561714,0.0618618490117247,0.1098084691798539,0.0388257033925871,0.0615637283006315,0.0685627676414475,,0.1460472137480053,0.0529046785488702,0.0462256439595937,0.0588079171878565
2,-30,0.041779617752269,0.063479772247878,0.0887013501102369,0.0673252297557045,0.0635469248589533,0.0669413130081794,,0.1186227946678154,0.0609013172615377,0.0569174813313532,0.0620975403451476
3,-20,0.0506516305919313,0.0636890118778047,0.0802353873402013,0.0763702840952117,0.0643232466887357,0.066205239147243,,0.1002052040723905,0.0664516079699678,0.0622886401217929,0.062983752468963
4,-10,0.0592194101875221,0.0679100665199797,0.0715210342475799,0.07392982502816,0.0646415063837083,0.0653780647312547,,0.0809981281219248,0.0628155465247961,0.0656709499047413,0.0607940984886925
5,0,0.0645428312968676,0.0648386708139215,0.0648386708139215,0.0647565252397805,0.0648386708139215,0.0648386708139215,0.0648386708139215,0.0648386708139215,0.0649920346416984,0.0648386708139215,0.0646790621040006
6,0,0.0645428312968676,0.0648386708139215,0.0648386708139215,0.0647565252397805,0.0648386708139215,0.0648386708139215,0.0648386708139215,0.0648386708139215,0.0649920346416984,0.0648386708139215,0.0646790621040006
7,0,0.0645428312968676,0.0648386708139215,0.0648386708139215,0.0647565252397805,0.0648386708139215,0.0648386708139215,0.0648386708139215,0.0648386708139215,0.0649920346416984,0.0648386708139215,0.0646790621040006
8,0,0.0645428312968676,0.0648386708139215,0.0648386708139215,0.0647565252397805,0.0648386708139215,0.0648386708139215,0.0648386708139215,0.0648386708139215,0.0649920346416984,0.0648386708139215,0.0646790621040006
9,0,0.0645428312968676,0.0648386708139215,0.0648386708139215,0.0647565252397805,0.0648386708139215,0.0648386708139215,0.0648386708139215,0.0648386708139215,0.0649920346416984,0.0648386708139215,0.0646790621040006
10,0,0.0645428312968676,0.0648386708139215,0.0648386708139215,0.0647565252397805,0.0648386708139215,0.0648386708139215,0.0648386708139215,0.0648386708139215,0.0649920346416984,0.0648386708139215,0.0646790621040006
11,0,0.0645428312968676,0.0648386708139215,0.0648386708139215,0.0647565252397805,0.0648386708139215,0.0648386708139215,0.0648386708139215,0.0648386708139215,0.0649920346416984,0.0648386708139215,0.0646790621040006
12,0,0.0645428312968676,0.0648386708139215,0.0648386708139215,0.0647565252397805,0.0648386708139215,0.0648386708139215,0.0648386708139215,0.0648386708139215,0.0649920346416984,0.0648386708139215,0.0646790621040006
13,0,0.0645428312968676,0.0648386708139215,0.0648386708139215,0.0647565252397805,0.0648386708139215,0.0648386708139215,0.0648386708139215,0.0648386708139215,0.0649920346416984,0.0648386708139215,0.0646790621040006
14,0,0.0645428312968676,0.0648386708139215,0.0648386708139215,0.0647565252397805,0.0648386708139215,0.0648386708139215,0.0648386708139215,0.0648386708139215,0.0649920346416984,0.0648386708139215,0.0646790621040006
15,0,0.0645428312968676,0.0648386708139215,0.0648386708139215,0.0647565252397805,0.0648386708139215,0.0648386708139215,0.0648386708139215,0.0648386708139215,0.0649920346416984,0.0648386708139215,0.0646790621040006
16,10,0.0667428604110382,0.064783211240119,0.0593485375266477,0.0560147586843506,0.0645514727048823,0.0643492332205481,,0.0470443462727559,0.0675336193126392,0.061454826890225,0.0637895738408164
17,20,0.0789533398893732,0.0658921579712847,0.0554146854851625,0.0509420379759446,0.0659115362289652,0.0602944344373581,,0.0432951131237449,0.0664358475529044,0.0640136301480517,0.0665335665126041
18,30,0.0831211357640892,0.0649349873120984,0.04932786648166,0.0455230183322362,0.0658887954164784,0.0577935251338349,,0.0315460701587182,0.0650988819942944,0.0622786340683613,0.0650282578686805
19,40,0.0913005865318902,0.0618163984045592,0.0451681412086196,0.0418609953715618,0.0642223918448894,0.0521096813836348,,0.012477562004378,0.0599677236098913,0.0605606705822822,0.0626957862629558
20,50,0.1033933715719115,0.0585662014591904,0.0409758995238931,0.0375067648013989,0.0622889651777383,0.0465306289902442,,0.0115832894734595,0.0657809633424275,0.0617939880958009,0.0613314217651413
