,Change,KM_target,UUPCOST_target,SINNOVPATUS_target,TO_target,GROWTH_target,DOMPATINUS_target,DOMPATINEU_target,TE_target,OUT_target,gamma,rho
0,-50,0.027458731505931776,0.027437299936984044,0.02736619012284372,0.02752511142882558,0.02743620999449973,0.02662329450653417,,0.02823189481444886,0.02752849190561465,0.026734624977261808,0.027528720894122876
1,-40,0.027451170932099193,0.027425658895572937,0.02741261049159406,0.027495265381621177,0.02748484307577177,0.026796068265709332,,0.02807482540303135,0.027507103197100962,0.02731093874833371,0.027557793826451
2,-30,0.027461295593678433,0.02744499272675483,0.02739502531717777,0.027439690823432616,0.027491041247439264,0.027052623221962724,,0.027832328515140812,0.02749602109131507,0.02736998274848893,0.02748523179640006
3,-20,0.027478518521764243,0.02735015555657849,0.027341263292702152,0.027436608273682227,0.027458062657588333,0.027163374252890986,,0.02764872435460885,0.027492133093996597,0.027418658390252277,0.027424750168832283
4,-10,0.02746113602789941,0.027453046304220297,0.027382627468362168,0.02732677965503733,0.027504148635572132,0.02733787827174179,,0.027533789667530582,0.02753436505790477,0.02739619352181961,0.027453224062582264
5,0,0.027446393920071577,0.027446418711630092,0.027446418711630092,0.02738040560763942,0.027446418711630092,0.027446418711630092,0.027446418711630092,0.027446418711630092,0.027416640602296653,0.027446418711630092,0.0274226131101193
6,0,0.027446393920071577,0.027446418711630092,0.027446418711630092,0.02738040560763942,0.027446418711630092,0.027446418711630092,0.027446418711630092,0.027446418711630092,0.027416640602296653,0.027446418711630092,0.0274226131101193
7,0,0.027446393920071577,0.027446418711630092,0.027446418711630092,0.02738040560763942,0.027446418711630092,0.027446418711630092,0.027446418711630092,0.027446418711630092,0.027416640602296653,0.027446418711630092,0.0274226131101193
8,0,0.027446393920071577,0.027446418711630092,0.027446418711630092,0.02738040560763942,0.027446418711630092,0.027446418711630092,0.027446418711630092,0.027446418711630092,0.027416640602296653,0.027446418711630092,0.0274226131101193
9,0,0.027446393920071577,0.027446418711630092,0.027446418711630092,0.02738040560763942,0.027446418711630092,0.027446418711630092,0.027446418711630092,0.027446418711630092,0.027416640602296653,0.027446418711630092,0.0274226131101193
10,0,0.027446393920071577,0.027446418711630092,0.027446418711630092,0.02738040560763942,0.027446418711630092,0.027446418711630092,0.027446418711630092,0.027446418711630092,0.027416640602296653,0.027446418711630092,0.0274226131101193
11,0,0.027446393920071577,0.027446418711630092,0.027446418711630092,0.02738040560763942,0.027446418711630092,0.027446418711630092,0.027446418711630092,0.027446418711630092,0.027416640602296653,0.027446418711630092,0.0274226131101193
12,0,0.027446393920071577,0.027446418711630092,0.027446418711630092,0.02738040560763942,0.027446418711630092,0.027446418711630092,0.027446418711630092,0.027446418711630092,0.027416640602296653,0.027446418711630092,0.0274226131101193
13,0,0.027446393920071577,0.027446418711630092,0.027446418711630092,0.02738040560763942,0.027446418711630092,0.027446418711630092,0.027446418711630092,0.027446418711630092,0.027416640602296653,0.027446418711630092,0.0274226131101193
14,0,0.027446393920071577,0.027446418711630092,0.027446418711630092,0.02738040560763942,0.027446418711630092,0.027446418711630092,0.027446418711630092,0.027446418711630092,0.027416640602296653,0.027446418711630092,0.0274226131101193
15,0,0.027446393920071577,0.027446418711630092,0.027446418711630092,0.02738040560763942,0.027446418711630092,0.027446418711630092,0.027446418711630092,0.027446418711630092,0.027416640602296653,0.027446418711630092,0.0274226131101193
16,10,0.027312243722229092,0.027371464271371677,0.027434696156860703,0.027427843511217236,0.02739319868959659,0.02749859716596757,,0.027407352997919826,0.027262298810916175,0.027526747497665788,0.02745797697972093
17,20,0.027454014190250006,0.027484942726410062,0.02740059138104968,0.02746964294565003,0.027344417875539234,0.02762211556176171,,0.026871780994377814,0.027088112413577517,0.02746474633537847,0.027314403128129616
18,30,0.02736565849482186,0.027493428888637223,0.027437388483370163,0.027531654978478034,0.027437490856788163,0.02773620250095623,,0.027410443121259575,0.02715598510310173,0.027502775102725804,0.027443984326306643
19,40,0.027482229534932588,0.02749534391968248,0.027520182106532794,0.027506043231531274,0.02743850244875421,0.02783757416831852,,0.027442273156716254,0.02750443002639021,0.02752731293479238,0.02742428890239259
20,50,0.027359866445720072,0.027499072337028297,0.027465669082060135,0.02755256194977433,0.02741938904982909,0.027903208059341083,,0.027392434644431685,0.027174980614713896,0.02756727313629169,0.027393366811126064
