,Change,KM_target,UUPCOST_target,SINNOVPATUS_target,TO_target,GROWTH_target,DOMPATINUS_target,DOMPATINEU_target,TE_target,OUT_target,gamma,rho
0,-50,0.032669915405551114,0.029339720314520968,0.030080800812567657,0.048078719373739844,0.02874506381047899,0.04723006941708957,,0.043018046620244374,0.032388644425703654,0.04450644284804985,0.02794997352542201
1,-40,0.03157572702474052,0.02939084789765866,0.02992604024008085,0.03937998613853398,0.028519803049526418,0.040503792936904044,,0.03432641114276324,0.031439157962965814,0.03654189680414294,0.028259367377172728
2,-30,0.030806917014724215,0.029430850726853194,0.02988194242875158,0.03439284048140327,0.029065853517964285,0.03586154227784629,,0.030928049311629357,0.030772735787870164,0.03380211671857319,0.028775665275328814
3,-20,0.0302818758316231,0.02955943429338663,0.02988548910784593,0.03214461752335609,0.029068700678835702,0.03288548848100401,,0.029787502344450906,0.030290340171029946,0.03194432390563315,0.02892562396204911
4,-10,0.029999375081865055,0.02964612491604121,0.029815616497604402,0.03098235113915487,0.02938777536829222,0.0309357175403365,,0.029606692164914697,0.029978489678207335,0.03071253765858214,0.029368150703672945
5,0,0.029781792709800876,0.029782416460206098,0.029782416460206098,0.02978670042123352,0.029782416460206098,0.029782416460206098,0.029782416460206098,0.029782416460206098,0.02978509535892985,0.029782416460206098,0.02978250084960568
6,0,0.029781792709800876,0.029782416460206098,0.029782416460206098,0.02978670042123352,0.029782416460206098,0.029782416460206098,0.029782416460206098,0.029782416460206098,0.02978509535892985,0.029782416460206098,0.02978250084960568
7,0,0.029781792709800876,0.029782416460206098,0.029782416460206098,0.02978670042123352,0.029782416460206098,0.029782416460206098,0.029782416460206098,0.029782416460206098,0.02978509535892985,0.029782416460206098,0.02978250084960568
8,0,0.029781792709800876,0.029782416460206098,0.029782416460206098,0.02978670042123352,0.029782416460206098,0.029782416460206098,0.029782416460206098,0.029782416460206098,0.02978509535892985,0.029782416460206098,0.02978250084960568
9,0,0.029781792709800876,0.029782416460206098,0.029782416460206098,0.02978670042123352,0.029782416460206098,0.029782416460206098,0.029782416460206098,0.029782416460206098,0.02978509535892985,0.029782416460206098,0.02978250084960568
10,0,0.029781792709800876,0.029782416460206098,0.029782416460206098,0.02978670042123352,0.029782416460206098,0.029782416460206098,0.029782416460206098,0.029782416460206098,0.02978509535892985,0.029782416460206098,0.02978250084960568
11,0,0.029781792709800876,0.029782416460206098,0.029782416460206098,0.02978670042123352,0.029782416460206098,0.029782416460206098,0.029782416460206098,0.029782416460206098,0.02978509535892985,0.029782416460206098,0.02978250084960568
12,0,0.029781792709800876,0.029782416460206098,0.029782416460206098,0.02978670042123352,0.029782416460206098,0.029782416460206098,0.029782416460206098,0.029782416460206098,0.02978509535892985,0.029782416460206098,0.02978250084960568
13,0,0.029781792709800876,0.029782416460206098,0.029782416460206098,0.02978670042123352,0.029782416460206098,0.029782416460206098,0.029782416460206098,0.029782416460206098,0.02978509535892985,0.029782416460206098,0.02978250084960568
14,0,0.029781792709800876,0.029782416460206098,0.029782416460206098,0.02978670042123352,0.029782416460206098,0.029782416460206098,0.029782416460206098,0.029782416460206098,0.02978509535892985,0.029782416460206098,0.02978250084960568
15,0,0.029781792709800876,0.029782416460206098,0.029782416460206098,0.02978670042123352,0.029782416460206098,0.029782416460206098,0.029782416460206098,0.029782416460206098,0.02978509535892985,0.029782416460206098,0.02978250084960568
16,10,0.02976016335576477,0.029959685069059754,0.02972992488093655,0.029090506513610847,0.030141295791947166,0.02921297189762432,,0.0301779512553953,0.03056611137120455,0.029133313653892105,0.030215096578655055
17,20,0.029624930942740126,0.030166123994354862,0.029724814976072524,0.028556807757129963,0.030659679932858504,0.0290106029602026,,0.034924236196661934,0.03204389411993214,0.02863075268870738,0.03084034246519916
18,30,0.029721958759658967,0.030423116320374078,0.029722143482143356,0.028186936138356836,0.03098905911353897,0.029176259058910047,,0.0302416910138697,0.03172988510365794,0.028271056166833248,0.03125397536159685
19,40,0.029720255873319286,0.030694212566807405,0.029670051328984363,0.027868835430093646,0.03145615248574505,0.02960397413159006,,0.030033148522498342,0.029381846572352426,0.028036997831757,0.03182725325063924
20,50,0.029957622551229867,0.030970589492779806,0.029687750247434138,0.027673977770273344,0.0319428373993045,0.030234377612333812,,0.030004108482068477,0.031394684315028336,0.02775032027410867,0.03243423409628419
