,Change,KM_target,UUPCOST_target,SINNOVPATUS_target,TO_target,GROWTH_target,DOMPATINUS_target,DOMPATINEU_target,TE_target,OUT_target,gamma,rho
0,-50,0.0398792953531289,0.043407700296056,0.0417248987530073,0.0165082322136942,0.0466475781358848,0.0448385545740198,,0.0146104841467606,0.0427277118525264,0.0307627137252806,0.0479125456832986
1,-40,0.0406417894706018,0.0432385656610546,0.0420778233332158,0.0211152566165195,0.0460449852719221,0.0442284895238599,,0.0186514246226673,0.0425913534053572,0.0334417831554327,0.0468958650540635
2,-30,0.0412913019854412,0.0428963368637837,0.042420381366038,0.0257914959880498,0.0451113513549896,0.0436101375518271,,0.0247858854747225,0.0425093127119111,0.0364529020290005,0.0456880461030748
3,-20,0.0418718581492638,0.0428978001404412,0.0423819258220342,0.0309900082259377,0.0443565500624877,0.0433829783093939,,0.030885007195401,0.0424638458934261,0.0389399954714559,0.0447745050506066
4,-10,0.0422628377083929,0.0427038601071408,0.0425536182129462,0.0365845689260929,0.0435009927640103,0.0428667032935311,,0.0371140721240987,0.0427846196118681,0.0409294463974645,0.0438860463650209
5,0,0.0426162206820751,0.0425851180978617,0.0425851180978617,0.0427330779074506,0.0425851180978617,0.0425851180978617,0.0425851180978617,0.0425851180978617,0.0426759222187457,0.0425851180978617,0.0426731948228641
6,0,0.0426162206820751,0.0425851180978617,0.0425851180978617,0.0427330779074506,0.0425851180978617,0.0425851180978617,0.0425851180978617,0.0425851180978617,0.0426759222187457,0.0425851180978617,0.0426731948228641
7,0,0.0426162206820751,0.0425851180978617,0.0425851180978617,0.0427330779074506,0.0425851180978617,0.0425851180978617,0.0425851180978617,0.0425851180978617,0.0426759222187457,0.0425851180978617,0.0426731948228641
8,0,0.0426162206820751,0.0425851180978617,0.0425851180978617,0.0427330779074506,0.0425851180978617,0.0425851180978617,0.0425851180978617,0.0425851180978617,0.0426759222187457,0.0425851180978617,0.0426731948228641
9,0,0.0426162206820751,0.0425851180978617,0.0425851180978617,0.0427330779074506,0.0425851180978617,0.0425851180978617,0.0425851180978617,0.0425851180978617,0.0426759222187457,0.0425851180978617,0.0426731948228641
10,0,0.0426162206820751,0.0425851180978617,0.0425851180978617,0.0427330779074506,0.0425851180978617,0.0425851180978617,0.0425851180978617,0.0425851180978617,0.0426759222187457,0.0425851180978617,0.0426731948228641
11,0,0.0426162206820751,0.0425851180978617,0.0425851180978617,0.0427330779074506,0.0425851180978617,0.0425851180978617,0.0425851180978617,0.0425851180978617,0.0426759222187457,0.0425851180978617,0.0426731948228641
12,0,0.0426162206820751,0.0425851180978617,0.0425851180978617,0.0427330779074506,0.0425851180978617,0.0425851180978617,0.0425851180978617,0.0425851180978617,0.0426759222187457,0.0425851180978617,0.0426731948228641
13,0,0.0426162206820751,0.0425851180978617,0.0425851180978617,0.0427330779074506,0.0425851180978617,0.0425851180978617,0.0425851180978617,0.0425851180978617,0.0426759222187457,0.0425851180978617,0.0426731948228641
14,0,0.0426162206820751,0.0425851180978617,0.0425851180978617,0.0427330779074506,0.0425851180978617,0.0425851180978617,0.0425851180978617,0.0425851180978617,0.0426759222187457,0.0425851180978617,0.0426731948228641
15,0,0.0426162206820751,0.0425851180978617,0.0425851180978617,0.0427330779074506,0.0425851180978617,0.0425851180978617,0.0425851180978617,0.0425851180978617,0.0426759222187457,0.0425851180978617,0.0426731948228641
16,10,0.0431317484480405,0.0427132195807778,0.0428577082064619,0.0489533021403925,0.0419859617730081,0.0424748572005744,,0.0479615492562173,0.0420336575672931,0.0442332325897145,0.0419351161491099
17,20,0.043130979939756,0.0425186361193489,0.0429940841059054,0.0548621553733854,0.0410662572662389,0.0423143109925858,,0.0517861317757983,0.0415531945842702,0.0454794213291802,0.0406394186953245
18,30,0.0433476254168711,0.0424761022177268,0.0430757124152987,0.0613835242457363,0.0403846857099894,0.0422099460354284,,0.0564467864653419,0.0416110609098166,0.0466328651986118,0.0399278480908548
19,40,0.0432254232758367,0.0425009406233403,0.0431700836991983,0.0676055751692273,0.0396404330629483,0.0422301443949016,,0.0607053742760496,0.0431933886599789,0.0475445208645299,0.0390898358935202
20,50,0.0427923040093046,0.0425321026749746,0.0433666493502072,0.0742568148876494,0.0389421506643465,0.0422242654393002,,0.0633171031693536,0.0417563839529871,0.048474590930624,0.038219942514139
