country_code,country,fee
1,USA,16125.862872003881
2,EUR,32691.587099009445
3,JAP,28926.085210268586
4,CHN,17788.68313887347
5,BRA,26769.423376350278
6,IND,14497.979771445578
7,ROW,118285.57085983954
