origin_code,destination_code,sector,value
1.0,1.0,0,12853262.74534
1.0,1.0,1,5910592.709896
1.0,2.0,0,113768.1849
1.0,2.0,1,167981.742645
1.0,3.0,0,38888.674230000004
1.0,3.0,1,46437.501003
1.0,4.0,0,14602.551895
1.0,4.0,1,22504.059909
1.0,5.0,0,5955.000502
1.0,5.0,1,9171.434318
1.0,6.0,0,3997.006574
1.0,6.0,1,5394.878542
1.0,7.0,0,154756.462454
1.0,7.0,1,291469.660248
2.0,1.0,0,141227.361897
2.0,1.0,1,277258.907103
2.0,2.0,0,13929592.315291
2.0,2.0,1,7627321.028078999
2.0,3.0,0,31843.012089
2.0,3.0,1,54055.922924
2.0,4.0,0,14346.839759
2.0,4.0,1,46449.089003
2.0,5.0,0,7331.522537
2.0,5.0,1,15926.628112
2.0,6.0,0,6202.330276
2.0,6.0,1,16270.808400000002
2.0,7.0,0,152170.086294
2.0,7.0,1,260749.096083
3.0,1.0,0,27569.036854
3.0,1.0,1,99984.77317100001
3.0,2.0,0,26908.396804000004
3.0,2.0,1,69614.793841
3.0,3.0,0,4489556.610001
3.0,3.0,1,2670687.748942
3.0,4.0,0,16001.212776
3.0,4.0,1,52064.40107
3.0,5.0,0,820.627673
3.0,5.0,1,2321.21807
3.0,6.0,0,1248.669018
3.0,6.0,1,4167.089938
3.0,7.0,0,39565.375058000005
3.0,7.0,1,109022.77949
4.0,1.0,0,13265.408309
4.0,1.0,1,110420.583935
4.0,2.0,0,12197.651361
4.0,2.0,1,72598.735317
4.0,3.0,0,10386.106985999999
4.0,3.0,1,50478.664922
4.0,4.0,0,1738321.21831
4.0,4.0,1,1833006.950848
4.0,5.0,0,409.152329
4.0,5.0,1,2119.98388
4.0,6.0,0,548.347854
4.0,6.0,1,3261.832276
4.0,7.0,0,27122.711446
4.0,7.0,1,84179.943722
5.0,1.0,0,4769.3504809999995
5.0,1.0,1,16718.264119
5.0,2.0,0,8481.293548000001
5.0,2.0,1,13328.303589
5.0,3.0,0,1087.642241
5.0,3.0,1,1936.702894
5.0,4.0,0,2776.680355
5.0,4.0,1,1532.237105
5.0,5.0,0,547898.0265779999
5.0,5.0,1,390077.626159
5.0,6.0,0,555.750456
5.0,6.0,1,357.191741
5.0,7.0,0,5418.931254
5.0,7.0,1,16914.918628
6.0,1.0,0,3267.9524519999995
6.0,1.0,1,18381.038866
6.0,2.0,0,4987.163911
6.0,2.0,1,15869.681566
6.0,3.0,0,623.572152
6.0,3.0,1,2450.327928
6.0,4.0,0,1564.445338
6.0,4.0,1,2501.389943
6.0,5.0,0,228.6286
6.0,5.0,1,1467.28737
6.0,6.0,0,627408.9704140001
6.0,6.0,1,363324.03711000003
6.0,7.0,0,4746.43987
6.0,7.0,1,13773.276847
7.0,1.0,0,213317.855422
7.0,1.0,1,398701.98332500004
7.0,2.0,0,205838.98264499998
7.0,2.0,1,204151.951474
7.0,3.0,0,68866.226029
7.0,3.0,1,73736.042795
7.0,4.0,0,52236.240734
7.0,4.0,1,90298.24600300001
7.0,5.0,0,7460.200101
7.0,5.0,1,10104.62411
7.0,6.0,0,20971.801609
7.0,6.0,1,16654.027914
7.0,7.0,0,5923614.692043999
7.0,7.0,1,2965610.384234
