config,country,obj,status,delta_rest_1992,delta_pharma_1992,delta_rest_2015,delta_pharma_2015,ratio_rest,ratio_pharma
c_fefo,MEX,1.3866184365151015,successful,0.2769731788085255,0.2769731788085255,0.2048096631396782,0.2048096631396782,1.3523442915856587,1.3523442915856587
c_fefo,ZAF,1.3866184365151015,successful,0.17872609177334908,0.17872609177334908,0.1876060414167926,0.1876060414167926,0.9526670379248849,0.9526670379248849
c_fefo,ROW,1.3866184365151015,successful,1.638378322252149,1.638378322252149,1.5844731769776246,1.5844731769776246,1.0340208632482806,1.0340208632482806
c_nu,USA,1.4008197713055652,successful,0.11316119522337469,0.11316119522337469,0.0879393249062181,0.0879393249062181,1.286809915177927,1.286809915177927
c_nu,EUR,1.4008197713055652,successful,0.11741785858536676,0.11741785858536676,0.1060183259202876,0.1060183259202876,1.1075241715630386,1.1075241715630386
c_nu,JAP,1.4008197713055652,successful,0.10471768310605907,0.10471768310605907,0.1131656374462641,0.1131656374462641,0.9253487672508673,0.9253487672508673
c_nu,CHN,1.4008197713055652,successful,0.2282887447773248,0.2282887447773248,0.1619481170969363,0.1619481170969363,1.409641241093772,1.409641241093772
c_nu,BRA,1.4008197713055652,successful,0.19532687212000374,0.19532687212000374,0.1777998475425017,0.1777998475425017,1.098577275626248,1.098577275626248
c_nu,IND,1.4008197713055652,successful,0.4715470931406398,0.4715470931406398,0.2415064252335923,0.2415064252335923,1.9525240071130414,1.9525240071130414
c_nu,CAN,1.4008197713055652,successful,0.04122753915532589,0.04122753915532589,0.0748105331944239,0.0748105331944239,0.5510927057314281,0.5510927057314281
c_nu,KOR,1.4008197713055652,successful,0.08128478231736615,0.08128478231736615,0.0780151096934616,0.0780151096934616,1.0419107610916885,1.0419107610916885
c_nu,RUS,1.4008197713055652,successful,0.44548363612882663,0.44548363612882663,0.2436570215575501,0.2436570215575501,1.8283225875500022,1.8283225875500022
c_nu,MEX,1.4008197713055652,successful,0.21902875074214959,0.21902875074214959,0.2048096631396782,0.2048096631396782,1.0694258629426783,1.0694258629426783
c_nu,ZAF,1.4008197713055652,successful,0.13937108334004436,0.13937108334004436,0.1876060414167926,0.1876060414167926,0.742892298603606,0.742892298603606
c_nu,ROW,1.4008197713055652,successful,1.328945903063515,1.328945903063515,1.5844731769776246,1.5844731769776246,0.8387304514668233,0.8387304514668233
c_all,USA,1.3829669747563715,successful,0.1182865574837051,0.1182865574837051,0.0879393249062181,0.0879393249062181,1.3450928536220907,1.3450928536220907
c_all,EUR,1.3829669747563715,successful,0.11300486083363642,0.11300486083363642,0.1060183259202876,0.1060183259202876,1.065899313658299,1.065899313658299
c_all,JAP,1.3829669747563715,successful,0.10260879630119416,0.10260879630119416,0.1131656374462641,0.1131656374462641,0.9067133682688547,0.9067133682688547
c_all,CHN,1.3829669747563715,successful,0.22378419752896564,0.22378419752896564,0.1619481170969363,0.1619481170969363,1.381826485793697,1.381826485793697
c_all,BRA,1.3829669747563715,successful,0.19095747678889832,0.19095747678889832,0.1777998475425017,0.1777998475425017,1.0740024776638315,1.0740024776638315
c_all,IND,1.3829669747563715,successful,0.4614534498771839,0.4614534498771839,0.2415064252335923,0.2415064252335923,1.910729494798543,1.910729494798543
c_all,CAN,1.3829669747563715,successful,0.040272877166665104,0.040272877166665104,0.0748105331944239,0.0748105331944239,0.5383316419093093,0.5383316419093093
c_all,KOR,1.3829669747563715,successful,0.08157299712653344,0.08157299712653344,0.0780151096934616,0.0780151096934616,1.0456051071010675,1.0456051071010675
c_all,RUS,1.3829669747563715,successful,0.4347347887464765,0.4347347887464765,0.2436570215575501,0.2436570215575501,1.7842079245961526,1.7842079245961526
c_all,MEX,1.3829669747563715,successful,0.21274852230976105,0.21274852230976105,0.2048096631396782,0.2048096631396782,1.0387621318661544,1.0387621318661544
c_all,ZAF,1.3829669747563715,successful,0.13652908635729785,0.13652908635729785,0.1876060414167926,0.1876060414167926,0.7277435488017133,0.7277435488017133
c_all,ROW,1.3829669747563715,successful,1.3019485048770445,1.3019485048770445,1.5844731769776246,1.5844731769776246,0.8216917293358701,0.8216917293358701
cd_base,USA,1.3570876955700404,successful,0.13946855543630704,0.1384921748816364,0.0879393249062181,0.0879393249062181,1.5859634536089708,1.574860564705606
cd_base,EUR,1.3570876955700404,successful,0.14360578660339865,0.1519743722065799,0.1060183259202876,0.1060183259202876,1.3545373911239842,1.433472665101743
cd_base,JAP,1.3570876955700404,successful,0.13796707920053608,0.11939053842859883,0.1131656374462641,0.1131656374462641,1.2191605359537587,1.055006989072019
cd_base,CHN,1.3570876955700404,successful,0.2719440756724444,0.3156187780860256,0.1619481170969363,0.1619481170969363,1.6792049240663198,1.948888222621987
cd_base,BRA,1.3570876955700404,successful,0.24194784520845955,0.24628363982692764,0.1777998475425017,0.1777998475425017,1.3607876978107294,1.3851735152250646
cd_base,IND,1.3570876955700404,successful,0.520216552161653,0.7180781251518128,0.2415064252335923,0.2415064252335923,2.15404849646747,2.9733292787438925
cd_base,CAN,1.3570876955700404,successful,0.06505561274868248,0.03695085006462096,0.0748105331944239,0.0748105331944239,0.869604987035856,0.4939257680277453
cd_base,KOR,1.3570876955700404,successful,0.10192934696380856,0.10732713387295223,0.0780151096934616,0.0780151096934616,1.3065334056993732,1.375722399092483
cd_base,RUS,1.3570876955700404,successful,0.5066710033089435,0.6462178215500801,0.2436570215575501,0.2436570215575501,2.079443473740696,2.6521617042644836
cd_base,MEX,1.3570876955700404,successful,0.29558250451789275,0.23530022139712983,0.2048096631396782,0.2048096631396782,1.4432058526277072,1.1488726546884527
cd_base,ZAF,1.3570876955700404,successful,0.19535698632934015,0.1431371244727437,0.1876060414167926,0.1876060414167926,1.041315006990248,0.7629664982629473
cd_base,ROW,1.3570876955700404,successful,1.4946403828354415,1.9809043308156906,1.5844731769776246,1.5844731769776246,0.9433043137318748,1.2501974533858986
cd_fefo,USA,1.3556301047452102,successful,0.10791294807390815,0.37681500308978516,0.0879393249062181,0.0879393249062181,1.2271295940580702,4.2849430956132
cd_fefo,EUR,1.3556301047452102,successful,0.10643065719524143,0.3725158064086629,0.1060183259202876,0.1060183259202876,1.0038892452920247,3.5136925920594875
cd_fefo,JAP,1.3556301047452102,successful,0.10296191814000681,0.33122829117824054,0.1131656374462641,0.1131656374462641,0.9098337663577211,2.926933463663137
cd_fefo,CHN,1.3556301047452102,successful,0.2164515620851163,0.6954606170689968,0.1619481170969363,0.1619481170969363,1.3365488031920507,4.294342098789078
cd_fefo,BRA,1.3556301047452102,successful,0.19271763813708603,0.5659476421059965,0.1777998475425017,0.1777998475425017,1.083902156277262,3.1830603340124406
cd_fefo,IND,1.3556301047452102,successful,0.4344643114048696,1.4619847316989034,0.2415064252335923,0.2415064252335923,1.798976201087166,6.0536059456175035
cd_fefo,CAN,1.3556301047452102,successful,0.040007311703472305,0.1449175297762476,0.0748105331944239,0.0748105331944239,0.5347818013741185,1.9371273480917954
cd_fefo,KOR,1.3556301047452102,successful,0.07114852561926842,0.3021357382235687,0.0780151096934616,0.0780151096934616,0.911983920792094,3.8727848927050923
cd_fefo,RUS,1.3556301047452102,successful,0.41745216900359317,1.2970731790330234,0.2436570215575501,0.2436570215575501,1.7132778129482054,5.323356457128258
cd_fefo,MEX,1.3556301047452102,successful,0.23691125113463654,0.5345704875107181,0.2048096631396782,0.2048096631396782,1.1567386396854986,2.6100843061596475
cd_fefo,ZAF,1.3556301047452102,successful,0.1510117122890163,0.3654583301896449,0.1876060414167926,0.1876060414167926,0.8049405613411086,1.948009389408356
cd_fefo,ROW,1.3556301047452102,successful,1.2548123902642803,3.6999809579938976,1.5844731769776246,1.5844731769776246,0.7919429678562494,2.3351490020497505
cd_nu,USA,1.3762785645014088,successful,0.1195393062219615,0.08218044922877032,0.0879393249062181,0.0879393249062181,1.359338456935425,0.9345130783800164
cd_nu,EUR,1.3762785645014088,successful,0.12054872044368065,0.09089334281191588,0.1060183259202876,0.1060183259202876,1.1370554986344348,0.857336144698759
cd_nu,JAP,1.3762785645014088,successful,0.11533944945082536,0.06800664858286967,0.1131656374462641,0.1131656374462641,1.0192091173046542,0.6009478682534011
cd_nu,CHN,1.3762785645014088,successful,0.233085477843901,0.19973741295592087,0.1619481170969363,0.1619481170969363,1.439260190375566,1.2333419896223015
cd_nu,BRA,1.3762785645014088,successful,0.2055731739197332,0.15361473814790716,0.1777998475425017,0.1777998475425017,1.156205569133531,0.8639756460487782
cd_nu,IND,1.3762785645014088,successful,0.44392426781889915,0.46639879959486086,0.2415064252335923,0.2415064252335923,1.8381468211022634,1.9312065885772847
cd_nu,CAN,1.3762785645014088,successful,0.053799620527651554,0.018689178397615032,0.0748105331944239,0.0748105331944239,0.7191449951015931,0.24982014697106922
cd_nu,KOR,1.3762785645014088,successful,0.08564066432268981,0.06226335281091796,0.0780151096934616,0.0780151096934616,1.0977445863909014,0.7980935110591302
cd_nu,RUS,1.3762785645014088,successful,0.4348537562222535,0.4190289612141703,0.2436570215575501,0.2436570215575501,1.7846961825376497,1.7197491725687806
cd_nu,MEX,1.3762785645014088,successful,0.2525355123515708,0.14626282265743087,0.2048096631396782,0.2048096631396782,1.2330253781988012,0.7141402432642109
cd_nu,ZAF,1.3762785645014088,successful,0.16640768907228937,0.08611651157540108,0.1876060414167926,0.1876060414167926,0.8870060250490112,0.4590284562536097
cd_nu,ROW,1.3762785645014088,successful,1.276694574243293,1.2900374877277798,1.5844731769776246,1.5844731769776246,0.8057533524667058,0.8141743934021783
cd_all,USA,1.383936529883638,successful,0.1169921763513844,0.15710821384621726,0.0879393249062181,0.0879393249062181,1.3303738285022018,1.7865524213855808
cd_all,EUR,1.383936529883638,successful,0.11235500281479474,0.16069662008649507,0.1060183259202876,0.1060183259202876,1.059769637366954,1.515743798928863
cd_all,JAP,1.383936529883638,successful,0.10739982763509938,0.13917668261902857,0.1131656374462641,0.1131656374462641,0.9490498181137135,1.2298493231668106
cd_all,CHN,1.383936529883638,successful,0.21753689470939017,0.31394046423220884,0.1619481170969363,0.1619481170969363,1.3432505336210883,1.9385249415669057
cd_all,BRA,1.383936529883638,successful,0.1936323348006275,0.2527885203262118,0.1777998475425017,0.1777998475425017,1.0890466863552353,1.4217589262318384
cd_all,IND,1.383936529883638,successful,0.4250101968191977,0.6752638514379189,0.2415064252335923,0.2415064252335923,1.7598297701939607,2.796049218089263
cd_all,CAN,1.383936529883638,successful,0.04748947945953515,0.05554444403161902,0.0748105331944239,0.0748105331944239,0.6347966981616813,0.7424682282007729
cd_all,KOR,1.383936529883638,successful,0.07808740013881885,0.1300668344902974,0.0780151096934616,0.0780151096934616,1.0009266210820094,1.6672005589860526
cd_all,RUS,1.383936529883638,successful,0.411565624015411,0.6072038438123869,0.2436570215575501,0.2436570215575501,1.68911866928572,2.492043282524364
cd_all,MEX,1.383936529883638,successful,0.2374754760917583,0.2395590391218983,0.2048096631396782,0.2048096631396782,1.159493514374868,1.1696666819793624
cd_all,ZAF,1.383936529883638,successful,0.15448383631331095,0.1596098391954748,0.1876060414167926,0.1876060414167926,0.8234480891268521,0.8507713183973623
cd_all,ROW,1.383936529883638,successful,1.2205601737245404,1.7634699989283569,1.5844731769776246,1.5844731769776246,0.770325551394157,1.1129692976514554
