config,country,obj,status,delta_rest_1992,delta_pharma_1992,delta_rest_2015,delta_pharma_2015,ratio_rest,ratio_pharma
s_base,USA,1.3425809203650412,successful,0.20199418253026696,0.274350261258269,0.1212202900718791,0.13701524655687,1.6663397060879162,2.0023338143204104
s_base,EUR,1.3425809203650412,successful,0.1755802039146133,0.2982068411134173,0.1219394005751662,0.1740172701707801,1.439897220147328,1.7136623325992753
s_base,JAP,1.3425809203650412,successful,0.17162197319982203,0.2583023530850114,0.1356928064152104,0.1608186844395823,1.2647831357741317,1.6061712852902523
s_base,CHN,1.3425809203650412,successful,0.3048574539219599,0.5965483533423356,0.2025410164142365,0.2557986897711793,1.5051640369892587,2.33210089494973
s_base,BRA,1.3425809203650412,successful,0.2630106248205464,0.4766710102062877,0.1856514674603722,0.2744065248087913,1.4166902552315495,1.73709794451293
s_base,IND,1.3425809203650412,successful,0.5436041092918104,1.2901154592694755,0.2662426603277438,0.3719205021577519,2.04176185973591,3.4687936045060153
s_base,CAN,1.3425809203650412,successful,0.07625714201135543,0.08923340011167037,0.0892055222589352,0.0986868526166133,0.8548477726525187,0.9042075792844619
s_base,KOR,1.3425809203650412,successful,0.11264100029729489,0.22558563685063404,0.0799984751239969,0.1346096070304543,1.408039342283742,1.6758509427904145
s_base,RUS,1.3425809203650412,successful,0.5281542150368999,1.1467672685402166,0.2380960988846998,0.4042962992347577,2.2182396835181386,2.836452549060652
s_base,MEX,1.3425809203650412,successful,0.30108873488066856,0.454676517851339,0.2252908601978069,0.2689110711593665,1.3364445171735357,1.6908062427146449
s_base,ZAF,1.3425809203650412,successful,0.19250514351530593,0.29054640156528605,0.1685554719231022,0.3050908899471323,1.1420877727608272,0.9523273592850754
s_base,ROW,1.3425809203650412,successful,1.5758554553366286,3.3886952880355956,1.5355600080221343,2.399372092591471,1.0262415321472174,1.4123258741313416
s_fefo,USA,1.3458717463047047,successful,0.163003731719444,0.5661568116683346,0.1212202900718791,0.13701524655687,1.3446901638561406,4.132071619002954
s_fefo,EUR,1.3458717463047047,successful,0.14763232208670962,0.5425460005446356,0.1219394005751662,0.1740172701707801,1.2107023766752547,3.117771012108065
s_fefo,JAP,1.3458717463047047,successful,0.14628790473216302,0.48427085033927636,0.1356928064152104,0.1608186844395823,1.0780815033372688,3.0112847398724445
s_fefo,CHN,1.3458717463047047,successful,0.2678008599850328,0.9759500118616677,0.2025410164142365,0.2557986897711793,1.3222055696478139,3.815304967881925
s_fefo,BRA,1.3458717463047047,successful,0.23027706773072787,0.8008545281236026,0.1856514674603722,0.2744065248087913,1.2403730004444007,2.9184966672408557
s_fefo,IND,1.3458717463047047,successful,0.4889852789854645,2.0137922396574286,0.2662426603277438,0.3719205021577519,1.8366150577954912,5.414577115201003
s_fefo,CAN,1.3458717463047047,successful,0.05870506740087189,0.2033455555536388,0.0892055222589352,0.0986868526166133,0.6580878169231473,2.0605131297844927
s_fefo,KOR,1.3458717463047047,successful,0.09163839028374456,0.42683876451457886,0.0799984751239969,0.1346096070304543,1.1455017128977258,3.1709383448241564
s_fefo,RUS,1.3458717463047047,successful,0.47332312407286975,1.7815515865706932,0.2380960988846998,0.4042962992347577,1.9879499340393678,4.406549330139235
s_fefo,MEX,1.3458717463047047,successful,0.2653214776703284,0.7571215712627041,0.2252908601978069,0.2689110711593665,1.1776841609880415,2.8155091123563527
s_fefo,ZAF,1.3458717463047047,successful,0.1654119927695359,0.5184428847049843,0.1685554719231022,0.3050908899471323,0.9813504769812492,1.6993063437417708
s_fefo,ROW,1.3458717463047047,successful,1.4281149714148569,5.060091587009357,1.5355600080221343,2.399372092591471,0.9300287608130201,2.108923248142035
s_nu,USA,1.3561391740044513,successful,0.15140868634528307,0.11258360773895755,0.1212202900718791,0.13701524655687,1.2490374858491378,0.8216867142024827
s_nu,EUR,1.3561391740044513,successful,0.13196547046347093,0.12372387396283166,0.1219394005751662,0.1740172701707801,1.0822217416275097,0.7109861787936874
s_nu,JAP,1.3561391740044513,successful,0.12782205305442249,0.10245047749470973,0.1356928064152104,0.1608186844395823,0.9419957949966489,0.6370558113426128
s_nu,CHN,1.3561391740044513,successful,0.22755401016395804,0.2572526643289828,0.2025410164142365,0.2557986897711793,1.1234959426616336,1.0056840578781077
s_nu,BRA,1.3561391740044513,successful,0.19573669271894473,0.20329390186244153,0.1856514674603722,0.2744065248087913,1.054323434102266,0.7408493730391374
s_nu,IND,1.3561391740044513,successful,0.40362113429262714,0.5717017491499472,0.2662426603277438,0.3719205021577519,1.5159897132779958,1.5371611563039274
s_nu,CAN,1.3561391740044513,successful,0.05724349313036937,0.031095570570570143,0.0892055222589352,0.0986868526166133,0.6417034694803955,0.3150933457303856
s_nu,KOR,1.3561391740044513,successful,0.08452157239742654,0.0894896968936201,0.0799984751239969,0.1346096070304543,1.056539793620052,0.6648091385733992
s_nu,RUS,1.3561391740044513,successful,0.39544105428737153,0.513038379958277,0.2380960988846998,0.4042962992347577,1.6608464235227451,1.2689663025096782
s_nu,MEX,1.3561391740044513,successful,0.22507381723447312,0.19414086359504748,0.2252908601978069,0.2689110711593665,0.9990366099932185,0.7219519180004029
s_nu,ZAF,1.3561391740044513,successful,0.14426531706404258,0.11927931014878664,0.1685554719231022,0.3050908899471323,0.8558922200393401,0.3909631984404908
s_nu,ROW,1.3561391740044513,successful,1.1838110803632163,1.5713693115687626,1.5355600080221343,2.399372092591471,0.7709311744110962,0.6549085556261456
s_all,USA,1.396268026058379,successful,0.17405610326885496,0.18631369478611245,0.1212202900718791,0.13701524655687,1.4358660845114808,1.3598026458229266
s_all,EUR,1.396268026058379,successful,0.16041406606549624,0.1889442226256436,0.1219394005751662,0.1740172701707801,1.315522836005852,1.0857785692202517
s_all,JAP,1.396268026058379,successful,0.15949527387374896,0.17083819117186566,0.1356928064152104,0.1608186844395823,1.1754143648979054,1.0623031258289366
s_all,CHN,1.396268026058379,successful,0.27182322504413314,0.36109644430229965,0.2025410164142365,0.2557986897711793,1.3420650782565484,1.4116430565977989
s_all,BRA,1.396268026058379,successful,0.23685794183270678,0.2944409474043053,0.1856514674603722,0.2744065248087913,1.2758204665592785,1.0730100080873592
s_all,IND,1.396268026058379,successful,0.4760177766284172,0.76040663462674,0.2662426603277438,0.3719205021577519,1.7879094809315719,2.0445407828154893
s_all,CAN,1.396268026058379,successful,0.07872391428489804,0.06843005374260142,0.0892055222589352,0.0986868526166133,0.8825004583952506,0.6934059799074154
s_all,KOR,1.396268026058379,successful,0.10905867724946143,0.1536033020347318,0.0799984751239969,0.1346096070304543,1.3632594506385465,1.141102076020327
s_all,RUS,1.396268026058379,successful,0.46360589499182187,0.6794370205802245,0.2380960988846998,0.4042962992347577,1.9471377194480084,1.6805422702761479
s_all,MEX,1.396268026058379,successful,0.2700598028314661,0.27948687851634635,0.2252908601978069,0.2689110711593665,1.1987161955631567,1.0393282705371107
s_all,ZAF,1.396268026058379,successful,0.17757276374912606,0.18799349384176564,0.1685554719231022,0.3050908899471323,1.053497473105695,0.6161884868943223
s_all,ROW,1.396268026058379,successful,1.3494295177704274,1.9583559133914215,1.5355600080221343,2.399372092591471,0.8787865734459633,0.8161951701606546
c_base,USA,1.387082305790543,successful,0.13838290804016742,0.13838290804016742,0.0879393249062181,0.0879393249062181,1.5736180393441082,1.5736180393441082
c_base,EUR,1.387082305790543,successful,0.14180072879695882,0.14180072879695882,0.1060183259202876,0.1060183259202876,1.3375114874344938,1.3375114874344938
c_base,JAP,1.387082305790543,successful,0.12774393605239454,0.12774393605239454,0.1131656374462641,0.1131656374462641,1.1288226614996344,1.1288226614996344
c_base,CHN,1.387082305790543,successful,0.2765785085772625,0.2765785085772625,0.1619481170969363,0.1619481170969363,1.7078216995367264,1.7078216995367264
c_base,BRA,1.387082305790543,successful,0.23648660170804722,0.23648660170804722,0.1777998475425017,0.1777998475425017,1.330072016240154,1.330072016240154
c_base,IND,1.387082305790543,successful,0.5699853061700502,0.5699853061700502,0.2415064252335923,0.2415064252335923,2.3601248108357495,2.3601248108357495
c_base,CAN,1.387082305790543,successful,0.05086283887441784,0.05086283887441784,0.0748105331944239,0.0748105331944239,0.6798887362857208,0.6798887362857208
c_base,KOR,1.387082305790543,successful,0.09954677092276032,0.09954677092276032,0.0780151096934616,0.0780151096934616,1.275993475031969,1.275993475031969
c_base,RUS,1.387082305790543,successful,0.5383460313394091,0.5383460313394091,0.2436570215575501,0.2436570215575501,2.2094418945864667,2.2094418945864667
c_base,MEX,1.387082305790543,successful,0.2658285624207029,0.2658285624207029,0.2048096631396782,0.2048096631396782,1.2979297868353528,1.2979297868353528
c_base,ZAF,1.387082305790543,successful,0.16992196424676503,0.16992196424676503,0.1876060414167926,0.1876060414167926,0.9057382319008589,0.9057382319008589
c_base,ROW,1.387082305790543,successful,1.6062955208919196,1.6062955208919196,1.5844731769776246,1.5844731769776246,1.0137726180735487,1.0137726180735487
c_fefo,USA,1.3866184365151015,successful,0.15081241663885053,0.15081241663885053,0.0879393249062181,0.0879393249062181,1.7149599090018344,1.7149599090018344
c_fefo,EUR,1.3866184365151015,successful,0.1490998538182741,0.1490998538182741,0.1060183259202876,0.1060183259202876,1.406359254629038,1.406359254629038
c_fefo,JAP,1.3866184365151015,successful,0.13494136360735454,0.13494136360735454,0.1131656374462641,0.1131656374462641,1.192423483422081,1.192423483422081
c_fefo,CHN,1.3866184365151015,successful,0.2883930295067408,0.2883930295067408,0.1619481170969363,0.1619481170969363,1.7807742051988116,1.7807742051988116
c_fefo,BRA,1.3866184365151015,successful,0.24726563257867432,0.24726563257867432,0.1777998475425017,0.1777998475425017,1.3906965388120895,1.3906965388120895
c_fefo,IND,1.3866184365151015,successful,0.5891833251303465,0.5891833251303465,0.2415064252335923,0.2415064252335923,2.4396175984157384,2.4396175984157384
c_fefo,CAN,1.3866184365151015,successful,0.05507058654126959,0.05507058654126959,0.0748105331944239,0.0748105331944239,0.7361341269704297,0.7361341269704297
c_fefo,KOR,1.3866184365151015,successful,0.10624367329778804,0.10624367329778804,0.0780151096934616,0.0780151096934616,1.361834569165417,1.361834569165417
c_fefo,RUS,1.3866184365151015,successful,0.5572163997485,0.5572163997485,0.2436570215575501,0.2436570215575501,2.286888332569104,2.286888332569104
