target,moment
0.1200626194103338,0.20262545545044064
0.1211887588058545,0.21596276877799386
0.0035804162844133,0.023906798372288627
0.0004965786572176,0.019269819610503964
0.002462693476303,0.006135421160449316
0.0600304680464258,0.06100858333883843
0.1343304183885601,0.05325237793180472
0.0637303998720678,0.058031736950765835
0.0018651157701598,0.008713711497632535
0.0004460791327548,0.006991749154139003
0.0016008349254711,0.002368189386208927
0.0392297139201939,0.021498688999086513
0.0400814725661333,0.016083476512664157
0.0389368166783096,0.03200395391340067
0.0006682770403912,0.004659608168463808
9.931573144352892e-05,0.0030712251128428
0.0002592308922424,0.0009497140326421737
0.0194675666804137,0.010738811366354465
0.0304225968538796,0.009593876795635238
0.03434640990464,0.028170949712930715
0.0521424423253347,0.03714672062973598
0.0001026823664077,0.0025336431923749267
0.0003332968614545,0.000834970147839707
0.01717320495232,0.009388990976837366
0.0103574524673225,0.005214921153648147
0.0083223216314713,0.006561168419187325
0.0012540715241598,0.003053298433744238
0.0003282469090082,0.0006935875977579013
0.0001245654936749,0.00020192079974879683
0.0041611608157356,0.001815945273575477
0.0135473390958901,0.00469991613810016
0.0109735466657688,0.0063175823772667564
0.0026175586846557,0.004804870690132939
0.0003770631159889,0.000688009902254798
9.258246151515408e-05,0.0006072801235952302
0.0054859316741434,0.001858564267600685
0.0671694174879853,0.06602213426017726
0.0583101175797261,0.026450647266927505
0.0318651999360339,0.029892654214194847
0.0009325578850799,0.0029469205171014797
0.0002238812251184,0.0024267476181105392
0.0007995758039945,0.0008025897550016463
