delt,USA,EUR,JAP,CHN,BRA,IND,ROW
0.09999999999999802,1.0011601270968373,1.031298358641117,1.0320785203948644,1.0304126214151623,1.0308073816799441,1.0307799523981056,1.0323876163006496
0.10427538888537607,1.0010790127602938,1.0309778302073305,1.0317513835409962,1.0301009158110577,1.0304922078547287,1.0304643252419663,1.03205941379728
0.10873356727196502,1.0009960603432286,1.0306469526387465,1.0314136684448374,1.0297790916313694,1.0301668283393621,1.0301384953515795,1.0317205456955465
0.1133823501217829,1.0009112458617495,1.03030552854554,1.0310651528477377,1.0294469859149193,1.029831040236808,1.0298021987839492,1.0313706764061277
0.11822988651686997,1.0008269354683694,1.0299523127863648,1.03070457650841,1.0291034905166767,1.0294836974449453,1.0294544382394784,1.0310087856276837
0.12328467394420475,1.0007428125794016,1.0295872207739587,1.030331826780451,1.0287484227176118,1.0291247191510169,1.029094997845506,1.0306348339788485
0.12855557319138927,1.0006569817389077,1.0292109917785774,1.0299477182636059,1.0283825431033764,1.028754777169629,1.0287245774416753,1.0302492298360038
0.13405182387914522,1.0005720190104423,1.02882229419513,1.0295508830250937,1.0280045635047912,1.0283725665005883,1.0283419895234462,1.029850889322663
0.13978306065792123,1.0004899333723136,1.0284203749378318,1.0291404611922745,1.0276137789334774,1.0279773770658507,1.0279464270566918,1.0294390705480085
0.14575933009692876,1.0004066955048971,1.028006827297812,1.0287181423019804,1.0272116257380695,1.0275707018514082,1.0275394033545904,1.0290151224439614
0.1519911082952927,1.0003219240853578,1.0275814995164965,1.0282837733451824,1.026798037036839,1.0271524350691266,1.0271208368878983,1.028578999107971
0.15848931924611023,1.0002404532741416,1.0271410125256348,1.0278339324458958,1.0263698174533857,1.0267193337799358,1.0266874484034674,1.02812744525557
0.16526535398566772,1.0001616399687947,1.0266859921833407,1.0273692027976937,1.0259274378698764,1.0262719124372854,1.0262398225188927,1.0276608679583936
0.17233109056135057,1.0000821072786372,1.0262190727501284,1.026892166930755,1.0254734494254,1.0258127431976407,1.025780403343438,1.0271818912281903
0.1796989148532594,1.0000024306953128,1.025738921630813,1.026401773441683,1.0250066847030175,1.0253405691899151,1.0253080975293192,1.026689325238766
0.18738174228603666,0.9999247192505671,1.0252404090627196,1.0258925829927301,1.0245219048714536,1.0248502221297182,1.0248176529277377,1.0261778506955082
0.19539304046896,0.9998473646585021,1.0247300797269132,1.0253712621468634,1.0240256359447804,1.0243482118167406,1.0243155661306,1.0256539965507345
0.20374685280396942,0.9997699853549045,1.0242012951116148,1.0248312244332354,1.0235114634317255,1.0238281019017292,1.023795469741205,1.0251113317501312
0.2124578231030558,0.9996924158689298,1.023656970934575,1.0242751619880146,1.0229820073284228,1.0232925354899354,1.0232599055180474,1.0245525435914198
0.22154122125811784,0.9996122874414789,1.0230941625031298,1.0237003976651466,1.02243447096536,1.0227386720213616,1.0227061763465541,1.0239746556170948
0.23101297000831444,0.9995296812471126,1.0225148350588273,1.0231088093768848,1.0218707899007042,1.022168471217814,1.0221361406266263,1.0233798464299422
0.24088967285183024,0.9994489801988369,1.021924961233252,1.022506385188188,1.0212968633440298,1.0215879159922878,1.0215557757173421,1.0227738701962676
0.2511886431509562,0.9993706343571168,1.0213251327452475,1.0218936676734782,1.0207132221794426,1.0209974607978076,1.0209655685350505,1.0221572597935729
0.2619279344815607,0.9992946863812758,1.0207156099438257,1.0212710028416303,1.0201202370504692,1.0203974813484504,1.0203659554839513,1.0215304546463277
0.2731263722800838,0.9992214903783301,1.0200969522341958,1.0206388222398635,1.019518354875402,1.0197884290164865,1.0197571619713823,1.0208938254299145
0.28480358684357937,0.9991513122274375,1.019469789981767,1.0199976033651539,1.0189079489849133,1.0191706778958962,1.0191398891830845,1.0202478400401547
0.29698004774064424,0.999084353714457,1.0188345000108294,1.0193478174867479,1.018289522287375,1.0185448489969229,1.0185144691075323,1.0195929557129222
0.3096770996935347,0.9990212243652952,1.0181916969175064,1.0186899778607732,1.0176636785273716,1.0179113693057003,1.017881459260556,1.018929800762895
0.3229169999943888,0.9989621836539286,1.0175419036467668,1.0180247604110242,1.0170309103950557,1.0172708543782243,1.0172414651954016,1.0182588884965977
0.336722957521142,0.9989076176061558,1.0168858143663737,1.017352715195553,1.0163918507669811,1.0166238817590845,1.0165951106743145,1.0175808333751277
0.3511191734215109,0.9988578636354689,1.0162240322175737,1.0166746127587905,1.0157472325139465,1.0159711854246278,1.0159430449182656,1.0168964175084765
0.36613088353640155,0.9988133319569237,1.0155568465110738,1.0159908256311514,1.0150974667963266,1.0153132317266185,1.0152857943291622,1.0162059934835737
0.3817844026370485,0.9987744918842282,1.0148849794778638,1.0153021740505264,1.014443232352334,1.0146507183732023,1.0146240045876478,1.01551040238476
0.3981071705534962,0.9987414502650169,1.0142091342387858,1.0146093116304153,1.0137852643159162,1.013984300911441,1.013958376876588,1.014810318372721
0.41512780027522783,0.9987146070897059,1.013530040050424,1.0139130745480471,1.0131243153783072,1.013314813759604,1.0132896961077225,1.0141065408414818
0.43287612810830534,0.9986941603558471,1.0128485804981813,1.0132141908099366,1.0124611667186032,1.012642964961178,1.0126187279873031,1.0133998292534785
0.45138326597689576,0.9986807145862706,1.0121655257923472,1.0125135327732726,1.0117966002650145,1.0119696264570832,1.0119463194381135,1.012691084894096
0.47068165596092454,0.9986744621140199,1.0114816796708377,1.0118118932514417,1.0111314144976564,1.0112955512826696,1.0112732454423212,1.0119810785804855
0.4908051271653845,0.9986755733941758,1.0107978366230692,1.0111101642787017,1.0104664505055594,1.0106216463214241,1.0106003418420757,1.0112707443173599
