origin_code,destination_code,sectors,patent flows
1.0,1.0,1.0,105010.55409803631
1.0,1.0,2.0,38686.44154843217
1.0,2.0,1.0,8837.938224519427
1.0,2.0,2.0,4990.618732290536
1.0,3.0,1.0,12137.394796925108
1.0,3.0,2.0,6436.8016903849975
1.0,4.0,1.0,3914.474220289621
1.0,4.0,2.0,2452.9613759841445
1.0,5.0,1.0,2832.532721222839
1.0,5.0,2.0,2160.155120652617
1.0,6.0,1.0,1505.583942067159
1.0,6.0,2.0,1053.6203768016073
1.0,7.0,1.0,9778.377937316938
1.0,7.0,2.0,6356.7550077915175
1.0,8.0,1.0,4515.987371939081
1.0,8.0,2.0,2205.3560042519653
1.0,9.0,1.0,476.0138579523211
1.0,9.0,2.0,469.91681453606526
1.0,10.0,1.0,1546.4145329869782
1.0,10.0,2.0,1177.4721100948673
1.0,11.0,1.0,929.6889057191466
1.0,11.0,2.0,1036.1731777307386
1.0,12.0,1.0,1455.2678212926469
1.0,12.0,2.0,992.2528682819492
2.0,1.0,1.0,24800.98413091298
2.0,1.0,2.0,9164.22868839971
2.0,2.0,1.0,24611.548390155363
2.0,2.0,2.0,7682.950633255406
2.0,3.0,1.0,11988.497089668532
2.0,3.0,2.0,5740.615923403246
2.0,4.0,1.0,4792.760654832423
2.0,4.0,2.0,2562.0858061543818
2.0,5.0,1.0,3215.1922720743173
2.0,5.0,2.0,2076.640207064427
2.0,6.0,1.0,1785.3589349444283
2.0,6.0,2.0,1060.1054647681542
2.0,7.0,1.0,5839.7800213035525
2.0,7.0,2.0,3910.6156238330163
2.0,8.0,1.0,3852.47733931344
2.0,8.0,2.0,2233.7789193966514
2.0,9.0,1.0,1259.8290775412588
2.0,9.0,2.0,847.2543019923655
2.0,10.0,1.0,699.3296299444404
2.0,10.0,2.0,728.9657030299741
2.0,11.0,1.0,1208.5486613384771
2.0,11.0,2.0,1362.5279823134351
2.0,12.0,1.0,1198.0373166183492
2.0,12.0,2.0,750.6592006028071
3.0,1.0,1.0,26134.4435260257
3.0,1.0,2.0,5693.160367472163
3.0,2.0,1.0,5710.734736969372
3.0,2.0,2.0,1896.6818611659164
3.0,3.0,1.0,257388.061656207
3.0,3.0,2.0,80078.68622681075
3.0,4.0,1.0,5334.11053378146
3.0,4.0,2.0,1623.7766351764078
3.0,5.0,1.0,306.65048791552636
3.0,5.0,2.0,186.2938245684819
3.0,6.0,1.0,467.2704942632542
3.0,6.0,2.0,160.35119278487437
3.0,7.0,1.0,1732.9529626574888
3.0,7.0,2.0,1034.3072543983396
3.0,8.0,1.0,7229.5254358146485
3.0,8.0,2.0,1868.162714394775
3.0,9.0,1.0,89.77580703002303
3.0,9.0,2.0,99.73594822448784
3.0,10.0,1.0,128.46731056385207
3.0,10.0,2.0,70.52214656547652
3.0,11.0,1.0,47.283592788618364
3.0,11.0,2.0,60.02564526918223
3.0,12.0,1.0,464.53654853010477
3.0,12.0,2.0,215.62879452041116
4.0,1.0,1.0,117.91630931805621
4.0,1.0,2.0,47.165325460924485
4.0,2.0,1.0,23.991166857062932
4.0,2.0,2.0,10.884758535797141
4.0,3.0,1.0,33.59543694504075
4.0,3.0,2.0,22.184692405968338
4.0,4.0,1.0,6757.541533327037
4.0,4.0,2.0,3249.056407610718
4.0,5.0,1.0,9.115539974633515
4.0,5.0,2.0,4.960604589089697
4.0,6.0,1.0,30.714468911193535
4.0,6.0,2.0,14.513097985947732
4.0,7.0,1.0,23.583325499217064
4.0,7.0,2.0,8.73109146748443
4.0,8.0,1.0,13.997576918512484
4.0,8.0,2.0,5.894456269400437
4.0,9.0,1.0,8.216319411332618
4.0,9.0,2.0,2.4061192611060545
4.0,10.0,1.0,1.3083904876496175
4.0,10.0,2.0,1.2816261289162354
4.0,11.0,1.0,2.083740329485226
4.0,11.0,2.0,2.6326654869205908
4.0,12.0,1.0,11.418246742501992
4.0,12.0,2.0,4.299666279387271
5.0,1.0,1.0,77.70106278375415
5.0,1.0,2.0,21.636042868385164
5.0,2.0,1.0,23.722418315299212
5.0,2.0,2.0,8.324583455865257
5.0,3.0,1.0,22.27015711350485
5.0,3.0,2.0,6.66014992215553
5.0,4.0,1.0,16.38160388984488
5.0,4.0,2.0,5.158031508085041
5.0,5.0,1.0,1774.9429430460916
5.0,5.0,2.0,918.6774210186359
5.0,6.0,1.0,6.2337790327420235
5.0,6.0,2.0,3.2171060311953377
5.0,7.0,1.0,22.020469421474832
5.0,7.0,2.0,8.46125490604402
5.0,8.0,1.0,10.966425572428198
5.0,8.0,2.0,2.383066197698245
5.0,9.0,1.0,2.2824641042828446
5.0,9.0,2.0,0.9739691356798068
5.0,10.0,1.0,7.783455396204381
5.0,10.0,2.0,3.7500192918755686
5.0,11.0,1.0,5.653721974621548
5.0,11.0,2.0,0.9983316780667799
5.0,12.0,1.0,7.085769795391574
5.0,12.0,2.0,2.4543178497656815
6.0,1.0,1.0,28.230471525708623
6.0,1.0,2.0,56.33699766820663
6.0,2.0,1.0,7.634946055541893
6.0,2.0,2.0,16.3479627178112
6.0,3.0,1.0,4.856087281785929
6.0,3.0,2.0,11.145059682885323
6.0,4.0,1.0,3.5038914214866708
6.0,4.0,2.0,8.143157109412234
6.0,5.0,1.0,2.226336084819159
6.0,5.0,2.0,2.969111220507933
6.0,6.0,1.0,503.20224413133474
6.0,6.0,2.0,1237.2949648408446
6.0,7.0,1.0,3.0412304206988394
6.0,7.0,2.0,11.264586281027062
6.0,8.0,1.0,1.2649253535525578
6.0,8.0,2.0,5.008119263406685
6.0,9.0,1.0,0.7494667548417424
6.0,9.0,2.0,3.4081040603201687
6.0,10.0,1.0,0.8474192268957217
6.0,10.0,2.0,1.11583089871972
6.0,11.0,1.0,1.4121640693598365
6.0,11.0,2.0,5.0463985313207145
6.0,12.0,1.0,0.8970221055532969
6.0,12.0,2.0,2.353007687514017
7.0,1.0,1.0,2860.6538498781683
7.0,1.0,2.0,698.0110650941082
7.0,2.0,1.0,410.9385091140346
7.0,2.0,2.0,180.78050577306647
7.0,3.0,1.0,353.2424871140379
7.0,3.0,2.0,185.83503458751662
7.0,4.0,1.0,123.24681850814092
7.0,4.0,2.0,76.10308089622032
7.0,5.0,1.0,115.00794345547324
7.0,5.0,2.0,67.80833804024634
7.0,6.0,1.0,46.586206930659465
7.0,6.0,2.0,28.318934082820515
7.0,7.0,1.0,2613.803824423227
7.0,7.0,2.0,640.5057137797722
7.0,8.0,1.0,84.9491695775791
7.0,8.0,2.0,50.179177058765355
7.0,9.0,1.0,24.45138742435671
7.0,9.0,2.0,16.05472339200897
7.0,10.0,1.0,50.62666133916978
7.0,10.0,2.0,30.812839870614965
7.0,11.0,1.0,37.355809986307825
7.0,11.0,2.0,32.51909009014784
7.0,12.0,1.0,71.08646733198186
7.0,12.0,2.0,41.13991925213923
8.0,1.0,1.0,3590.292597887848
8.0,1.0,2.0,434.81271738280725
8.0,2.0,1.0,458.1157831425268
8.0,2.0,2.0,81.61933117424975
8.0,3.0,1.0,2091.657489880887
8.0,3.0,2.0,268.9736417006136
8.0,4.0,1.0,1379.356305796513
8.0,4.0,2.0,187.10732186450764
8.0,5.0,1.0,113.27634975277238
8.0,5.0,2.0,20.847233291294014
8.0,6.0,1.0,277.86195861817714
8.0,6.0,2.0,39.60204201221567
8.0,7.0,1.0,104.79745605205522
8.0,7.0,2.0,37.773365820992744
8.0,8.0,1.0,52778.741147649154
8.0,8.0,2.0,5293.606813319081
8.0,9.0,1.0,130.94561999188522
8.0,9.0,2.0,14.707580710719016
8.0,10.0,1.0,55.04927068876085
8.0,10.0,2.0,12.110006597993205
8.0,11.0,1.0,9.578455434198279
8.0,11.0,2.0,6.6610471448840975
8.0,12.0,1.0,55.17768897622134
8.0,12.0,2.0,12.628631226896431
9.0,1.0,1.0,116.17164169686453
9.0,1.0,2.0,42.659173237656766
9.0,2.0,1.0,41.20930543758964
9.0,2.0,2.0,17.415231032698
9.0,3.0,1.0,34.737782362791194
9.0,3.0,2.0,15.29785289537044
9.0,4.0,1.0,29.57903381225995
9.0,4.0,2.0,11.70813915139459
9.0,5.0,1.0,9.541951123236414
9.0,5.0,2.0,4.3884606628934355
9.0,6.0,1.0,2.480086420249223
9.0,6.0,2.0,0.8866254400914562
9.0,7.0,1.0,26.008674217428066
9.0,7.0,2.0,13.879957475481946
9.0,8.0,1.0,22.124928273190832
9.0,8.0,2.0,6.9867406315177805
9.0,9.0,1.0,9238.64564476724
9.0,9.0,2.0,3347.5824255941043
9.0,10.0,1.0,1.4806320989589352
9.0,10.0,2.0,0.7107692805780372
9.0,11.0,1.0,1.6160101107249034
9.0,11.0,2.0,0.5581556114671343
9.0,12.0,1.0,13.371860124394571
9.0,12.0,2.0,4.955900777469645
10.0,1.0,1.0,52.17075480681542
10.0,1.0,2.0,14.414133094310897
10.0,2.0,1.0,7.85346394613214
10.0,2.0,2.0,3.7746076078255797
10.0,3.0,1.0,6.500381954111451
10.0,3.0,2.0,3.2466502843904563
10.0,4.0,1.0,2.4084918892067217
10.0,4.0,2.0,2.5925849158397534
10.0,5.0,1.0,11.327189473676283
10.0,5.0,2.0,5.0571052004576265
10.0,6.0,1.0,2.017605372020293
10.0,6.0,2.0,1.0352369283346896
10.0,7.0,1.0,13.80296710123241
10.0,7.0,2.0,5.33421248991685
10.0,8.0,1.0,0.9398246698834246
10.0,8.0,2.0,0.4589794078903229
10.0,9.0,1.0,0.7112849465547785
10.0,9.0,2.0,0.18319845189828995
10.0,10.0,1.0,151.0601260654044
10.0,10.0,2.0,84.29645297640825
10.0,11.0,1.0,0.916276710980251
10.0,11.0,2.0,1.040925808722269
10.0,12.0,1.0,2.066109855574376
10.0,12.0,2.0,1.2952248604769638
11.0,1.0,1.0,112.33064725004589
11.0,1.0,2.0,37.84181259852799
11.0,2.0,1.0,32.878607146878124
11.0,2.0,2.0,12.483799877256132
11.0,3.0,1.0,14.177995395218689
11.0,3.0,2.0,9.711210782314671
11.0,4.0,1.0,15.367590372753229
11.0,4.0,2.0,8.583112033159528
11.0,5.0,1.0,15.73699327221226
11.0,5.0,2.0,9.708468166800827
11.0,6.0,1.0,15.924085803031693
11.0,6.0,2.0,8.81742865303785
11.0,7.0,1.0,36.789745458952176
11.0,7.0,2.0,14.841813356483373
11.0,8.0,1.0,7.566334803964537
11.0,8.0,2.0,5.536541555072166
11.0,9.0,1.0,5.984346146476869
11.0,9.0,2.0,3.3403826557915828
11.0,10.0,1.0,1.9683412447320416
11.0,10.0,2.0,1.6505981323285486
11.0,11.0,1.0,1477.1369667250783
11.0,11.0,2.0,918.5299626342993
11.0,12.0,1.0,9.922661262140307
11.0,12.0,2.0,3.9230041182006943
12.0,1.0,1.0,4551.710615116276
12.0,1.0,2.0,937.0469530292763
12.0,2.0,1.0,728.2019590321324
12.0,2.0,2.0,284.40788912502444
12.0,3.0,1.0,657.903700004972
12.0,3.0,2.0,303.77289210762086
12.0,4.0,1.0,352.83200090959735
12.0,4.0,2.0,150.3210890554778
12.0,5.0,1.0,220.21358978249862
12.0,5.0,2.0,119.05587530301318
12.0,6.0,1.0,118.01124780705794
12.0,6.0,2.0,58.659142036235416
12.0,7.0,1.0,644.0297362529919
12.0,7.0,2.0,303.2011885645688
12.0,8.0,1.0,249.6204666761439
12.0,8.0,2.0,95.14694198108884
12.0,9.0,1.0,431.2192423113861
12.0,9.0,2.0,161.28560758238027
12.0,10.0,1.0,55.625663368709944
12.0,10.0,2.0,33.714332267611034
12.0,11.0,1.0,151.5733618362716
12.0,11.0,2.0,74.15392652290473
12.0,12.0,1.0,946.2888690798203
12.0,12.0,2.0,543.0534027543572
