country_code,country,fee
1,USA,20432.30777220768
2,EUR,114738.21173265376
3,JAP,36650.855855124144
4,CHN,22539.18761685329
5,BRA,33918.253035606496
6,IND,18369.69513610942
7,ROW,149873.97623326012
