country_code,country,fee
1,USA,15525.871696213751
2,EUR,36809.75989081481
3,JAP,27849.83918150908
4,CHN,17126.823801672963
5,BRA,25773.41975568918
6,IND,13958.556858160557
7,ROW,113884.54752840506
