,beta,alpha,UUPCOSTS
0,0.6244878586905486,0.5918974612476822,0.0
1,0.34332081001139403,0.37344948739298006,0.0032955759532704914
2,0.009221459804243682,0.44485091958738826,0.0009048873501342485
3,0.022969871493813764,0.32278912878259547,0.0005705493171485865
