country_code,country,fee
1,USA,13442.535125305161
2,EUR,75486.94247493942
3,JAP,24112.813035987718
4,CHN,14828.66373261646
5,BRA,22315.01761344427
6,IND,12085.53017413839
7,ROW,98602.96802229826
