country_code,output,expenditure,deficit,gdp,labor,rnd_gdp,price_level
1.0,13331033.919228,13421650.229741,-90616.31051299907,6858559000000.0,170803325.0,0.024500100612640397,1.0
2.0,17979324.333732,17896281.468346998,83042.86538500339,8359108570182.364,373817446.0,0.016885238595339698,1.0444772569430794
3.0,9496162.310349,9458153.588168,38008.722180999815,4454143876947.21,87064178.0,0.026430299282074,1.63949501698775
4.0,1832353.411512,1817457.522457,14895.88905499992,444731282436.762,778388491.0,0.005632399916648861,0.259465122770667
5.0,1251983.970793,1265649.4985369998,-13665.527743999846,368295778245.09,97355941.0,0.010475100278854399,0.323570916834986
6.0,617798.632528,621123.37527,-3324.742741999915,279296022987.919,542339649.0,0.00639050006866455,0.220444350514476
7.0,1027877.303987,1010227.7103890001,17649.59359799989,577170761956.438,19411102.0,0.016120899915695198,0.941546391752577
8.0,1109857.42817,1118325.248357,-8467.820187000092,392666101884.959,31082604.0,0.022161600589752202,0.80547188259185
9.0,612615.883708,601370.28764,11245.596067999955,435083713850.837,98846453.0,0.00965919971466064,0.45652558156328
10.0,680265.298032,685790.754251,-5525.456219000043,312138139404.16,11754306.0,0.0166322994232178,0.9210862844294551
11.0,601676.202673,597185.734879,4490.467794000055,500736065605.341,50563950.0,0.00250669986009598,0.660161766593914
12.0,426798.3809,424969.216517,1829.1643829999957,158006700301.533,118073065.0,0.000676899999380112,0.215543703730042
13.0,3091706.330326,3141268.771385,-49562.44105899986,2686260185449.1914,1023661018.0,0.016186309772814718,0.44190065941806844
