country_code,country,fee
1,USA,19158.45834810625
2,EUR,34491.56845769626
3,JAP,34365.86327648946
4,CHN,21133.985057967773
5,BRA,31803.62420475537
6,IND,17224.439013750052
7,ROW,140530.1037524326
