country_code,country,fee
1,USA,19839.213309115366
2,EUR,37325.87456413315
3,JAP,35586.980941061025
4,CHN,21884.936147700224
5,BRA,32933.69816801854
6,IND,17836.47272210782
7,ROW,145523.54130165224
