delt,growth,USA,EUR,JAP,CHN,BRA,IND,CAN,KOR,RUS,MEX,ZAF,ROW
0.09999999999999988,0.020281434177386672,1.0015343288028855,1.001642105831353,1.0014017843523124,1.001209698864726,0.8921163411661268,1.001162476924715,1.0013985385278485,1.0021298980347217,1.0013579951844307,1.0011706176690673,1.0011842775763715,1.0012456426343777
0.10427538888537674,0.020279117872976787,1.001488421048361,1.0015933901263683,1.0013587599432825,1.0011733211289988,0.8952331586388753,1.0011275810113158,1.0013556391540892,1.0020622803858779,1.0013175627197235,1.0011358034775593,1.0011488602670378,1.0012080542007735
0.1087335672719652,0.020276816722307897,1.0014429345047808,1.0015450254558698,1.0013160802782672,1.0011372061036208,0.8983408716020205,1.0010929432659827,1.001313087131707,1.0019952894817143,1.0012773971107463,1.0011012344755017,1.0011136948823358,1.0011707533142875
0.11338235012178483,0.020274532272188065,1.001397901486235,1.00149704628171,1.0012737750605942,1.0011013784293756,0.9014365250454301,1.0010585863484616,1.001270911761857,1.0019289742630437,1.0012375262475137,1.001066933275653,1.001078804731929,1.0011337643764764
0.11822988651687058,0.020272266034448302,1.0013533533037653,1.0014494862575176,1.0012318731782213,1.001065862139344,0.9045171631446608,1.0010245323039564,1.0012291415181531,1.0018633821897311,1.0011979774153839,1.0010329219164926,1.001044212529952,1.0010971110991231
0.12328467394420646,0.0202700194833039,1.0013093202007624,1.0014023781584076,1.0011904026470992,1.0010306806146985,0.9075798388055496,1.0009908025275276,1.0011878039924573,1.0017985591346543,1.0011587772425108,1.0009992218269392,1.0010099403567443,1.001060816465839
0.1285555731913898,0.020267794052905175,1.0012658312932419,1.0013557538147155,1.0011493905586657,1.000995856543637,0.9106216233688743,1.0009574177317895,1.0011469258448995,1.0017345492846312,1.0011199516503682,1.0009658537941977,1.000976009623856,1.0010249026973852
0.13405182387914732,0.020265568209722272,1.0012207240727828,1.0013075194953538,1.0011084190795534,1.0009609965436819,0.9137451558342122,1.0009240629018892,1.00110611370445,1.0016705618186694,1.0010809865529102,1.0009324906334223,1.0009421093345412,1.0009890500025127
0.1397830606579211,0.02026336279670564,1.001175406299045,1.0012591326286382,1.0010678750766828,1.0009264572915073,0.9168795438469385,1.0008910446162007,1.0010657376245757,1.0016072672524317,1.0010423300379618,1.0008994442816797,1.0009085452840818,1.0009535749388272
0.14575933009692899,0.020261189622384292,1.0011308396314909,1.0012115440817158,1.0010279834153097,1.0008924469106049,0.9199765207624112,1.0008585350429762,1.0010260112181621,1.0015450738261817,1.0010042480915262,1.0008668920133492,1.0008754891076599,1.0009186541287614
0.15199110829529283,0.020259049716913956,1.0010870448479487,1.0011647766056493,1.000988762852134,1.0008589814387523,0.9230334085870344,1.0008265483265653,1.0009869527921313,1.0014840116799346,1.0009667596336234,1.0008348483018161,1.0008429557375997,1.0008843025781167
0.15848931924611134,0.020256944057426163,1.0010440413680481,1.0011188514997926,1.0009502309881169,1.0008260760188152,0.9260476101932213,1.0007950977813083,1.00094857951253,1.0014241088757725,1.000929882603615,1.00080332682931,1.0008109592701933,1.0008505343813408
0.16526535398566886,0.020254873567351665,1.001001847237527,1.0010737885911734,1.0009124042541457,1.0007937448869826,0.9290166182628304,1.0007641958880882,1.0009109073927578,1.001365391364591,1.0008936339417527,1.000772340481972,1.00077951295931,1.000817362718832
0.17233109056135043,0.02025283911585432,1.0009604791162954,1.0010296062178583,1.000875297899686,1.00076200136304,0.9319380239343221,1.0007338542925583,1.0008739512847908,1.0013078829590183,1.0008580295731027,1.0007419013464205,1.0007486292117844,1.000784799856075
0.17969891485325887,0.02025084151736701,1.0009199522699816,1.0009863212162362,1.0008389259842738,1.000730857842528,0.9348095250929437,1.000704083804845,1.0008377248730287,1.001251605312467,1.0008230843935844,1.000712020707581,1.000718319584318,1.000752857144491
0.18738174228603824,0.02024888153121722,1.0008802805649173,1.000943948912008,1.0008033013717488,1.0007003257906761,0.9376289342446393,1.0006748944005046,1.0008022406707882,1.0011965779042038,1.0007888122581192,1.0006827090476613,1.0006885947817974,1.0007215450237041
0.19539304046896072,0.020246959861334176,1.0008414764662958,1.000902503114771,1.0007684357270072,1.0006704157379844,0.9403941859163268,1.0006462952225847,1.000767510019073,1.0011428180303248,1.000755225970725,1.000653976046016,1.0006594646568139,1.000690873025029
0.2037468528039708,0.020245077156025793,1.0008035510393827,1.0008619961160472,1.0007343395151507,1.0006411372772877,0.9431033435278501,1.00061829458456,1.0007335430876438,1.0010903408005203,1.000722337276471,1.0006258305797688,1.000630938210193,1.0006608497760012
0.21245782310305666,0.020243234007818526,1.000766513953581,1.0008224386905848,1.000701022002908,1.000612499062209,0.9457546056841288,1.0005908999739883,1.0007003488780302,1.0010391591404972,1.0006901568551603,1.0005982807250307,1.0006030235923915,1.000631483005694
0.22154122125811784,0.020241430953349515,1.0007303734891977,1.0007838401008105,1.0006684912621264,1.0005845088068666,0.9483463118399713,1.0005641180567182,1.000667935228482,1.0009892837998484,1.000658694316655,1.000571333758528,1.0005757281056062,1.000602779550705
0.2310129700083159,0.02023966847330561,1.0006951365467034,1.0007462081042457,1.0006367541752317,1.0005571732867775,0.9508769472943454,1.0005379546815278,1.0006363088205927,1.0009407233653302,1.000627958197789,1.0005449961595607,1.0005490582064749,1.0005747453615994
0.24088967285183,0.020237946992403225,1.0006608086584035,1.000709548963803,1.0006058164425637,1.0005304983408065,0.9533451474761268,1.0005124148850424,1.000605475187524,1.00089348427928,1.0005979559607465,1.0005192736121638,1.00052301950925,1.0005473855097087
