,tau_factor,USA,EUR,JAP,CHN,BRA,IND,CAN,KOR,RUS,MEX,ZAF,ROW,pop_weighted,negishi
0,0.5,-0.0018564924007226,-0.0017865598612943,-0.0022285533844552,-0.0015268686380829,-0.0015015107791938,0.0364286824120437,-0.0016742102556933,-0.0020581810358821,-0.0016914315050392,-0.0015861671402027,-0.0013924883266712,-0.0012747454498458,0.0097959802136618,0.0013744676220091
1,0.52,-0.0018348747380927,-0.0017745269691511,-0.0021933792486668,-0.0015194567379289,-0.0014865238539483,0.0364746244105453,-0.0016595315776838,-0.0020453122573015,-0.0016705955301954,-0.0015717109013941,-0.0013725128928646,-0.0012567581212279,0.0098395916376809,0.0013797311786587
2,0.54,-0.0018098884423505,-0.0017601173059695,-0.0021539526215786,-0.0015130281138789,-0.0014719202662032,0.0364920045526391,-0.0016455529331069,-0.00203307278614,-0.0016504971042106,-0.0015550488382698,-0.001354769943433,-0.0012416807492412,0.0098724046994164,0.0013837236113148
3,0.56,-0.0017814475937876,-0.0017435081807099,-0.0021118388538248,-0.001503482466249,-0.0014557590588778,0.0364792673612472,-0.0016274658668206,-0.0020190135027856,-0.0016293958359654,-0.0015389079259981,-0.0013351605007816,-0.001227995371035,0.0098976731856293,0.0013831167262762
4,0.58,-0.001753110221248,-0.001725780651364,-0.0020657183913449,-0.0014920965187926,-0.0014396803790421,0.0364332616752365,-0.0016074653669162,-0.0020032023264758,-0.0016077111204997,-0.0015220730147539,-0.0013172241142095,-0.0012163004133574,0.0099131662292,0.0013798193412878
5,0.6,-0.0017230074946308,-0.0017045353252446,-0.0020181549083498,-0.0014770489995849,-0.0014252916892564,0.0363574813688608,-0.0015891822081943,-0.0019860786461418,-0.001583653035624,-0.0015025881158052,-0.00129999786503,-0.0012056822867865,0.0099218300677841,0.0013761770783509
6,0.62,-0.0016885978519023,-0.0016814103942867,-0.001966870924269,-0.0014608847360291,-0.0014073357523033,0.0362498666624565,-0.001567825688836,-0.0019652902827507,-0.0015606147241658,-0.0014827714453144,-0.001281633852487,-0.0011991570989221,0.0099199766073061,0.0013701271006029
7,0.64,-0.0016532870036263,-0.0016549230081774,-0.0019148601128361,-0.0014402036727662,-0.0013893787894879,0.0361111428407997,-0.0015448954864796,-0.0019422797907053,-0.0015358350475262,-0.0014611181080906,-0.0012640235952142,-0.0011919558113536,0.0099105463521239,0.0013628782509375
8,0.66,-0.0016151294225145,-0.001626967823333,-0.0018600042919608,-0.001419695324547,-0.0013694214529726,0.0359373205483601,-0.0015197877142893,-0.0019158065514408,-0.0015090829717244,-0.0014367171349965,-0.0012452908293908,-0.0011856736432694,0.0098916496995773,0.001355277859462
9,0.6799999999999999,-0.0015757301943002,-0.0015949553709165,-0.0018048140597928,-0.001395667408558,-0.0013489733508265,0.0357342074035504,-0.0014914606448857,-0.001885691444224,-0.001481140825572,-0.0014108385705178,-0.0012261765112243,-0.0011805856551661,0.0098653705968755,0.0013462313565073
10,0.7,-0.0015347759910993,-0.0015622312926384,-0.0017491507415601,-0.0013695521669329,-0.0013247472387382,0.0354962095206594,-0.0014622419582882,-0.001852938308856,-0.0014524264352869,-0.0013848930548669,-0.0012060658524306,-0.0011726050699693,0.0098292073025572,0.0013363211627859
11,0.72,-0.0014934850434147,-0.0015261172344546,-0.0016919925778973,-0.0013407733185888,-0.0012996406856358,0.035227279455081,-0.0014302381048492,-0.0018154819711316,-0.0014230624235246,-0.0013561116732332,-0.0011862831094312,-0.0011640088474305,0.0097842198801382,0.0013273911686424
12,0.74,-0.0014508081240015,-0.0014884891492444,-0.0016353226427012,-0.0013111728118814,-0.0012737456067105,0.0349254132782532,-0.0013968087143756,-0.0017750847262229,-0.0013916740070063,-0.0013262618802211,-0.0011638106625401,-0.0011532289819895,0.0097298389367121,0.0013181650122811
13,0.76,-0.0014066677909074,-0.0014497648993891,-0.0015786508989152,-0.0012794701985866,-0.0012460186648002,0.0345925646078465,-0.0013617162816506,-0.0017322747335966,-0.0013595853147507,-0.001294873600469,-0.0011411208098159,-0.0011409013464922,0.0096669705357737,0.0013085667612527
14,0.78,-0.001361780032492,-0.001409434630561,-0.0015220612818684,-0.0012472620145852,-0.0012161148902561,0.0342290467115954,-0.0013250932881255,-0.0016866875411678,-0.0013261160201227,-0.0012624733867052,-0.0011166315791174,-0.0011246562722901,0.00959551749836,0.0012995584798813
15,0.8,-0.0013175285668158,-0.0013682706707054,-0.0014669581491966,-0.0012131772545763,-0.0011845775366519,0.0338373975259128,-0.0012867489220648,-0.0016390128723602,-0.0012922280448682,-0.0012296615800366,-0.0010909478899699,-0.0011069050622679,0.0095154465781358,0.0012902024265594
