,tau_factor,USA,EUR,JAP,CHN,BRA,IND,CAN,KOR,RUS,MEX,ZAF,ROW,pop_weighted,negishi
0,0.5,-0.0025102449815261,-0.0022477198261295,-0.0024243675599186,-0.0019367202499697,0.0631254596158781,-0.0018155027802264,-0.0021211054574218,-0.0025143294434551,-0.0020640142196053,-0.001731444644835,-0.0020323319705392,-0.001868040560818,-0.0004525059161404,-0.0002341351770198
1,0.52,-0.0024753170283205,-0.0022310458495544,-0.0023829321230719,-0.0019250562107945,0.0633780637681782,-0.0017956623621611,-0.0020965581989897,-0.0024899407079022,-0.0020347479436351,-0.0017108589569008,-0.0020027619400776,-0.0018419949696664,-0.0004255529601632,-0.000208669072304
2,0.54,-0.0024362199154857,-0.0022121508888834,-0.0023404863041899,-0.0019089545626371,0.0636173779230464,-0.0017767161489632,-0.0020754151663992,-0.0024648357880515,-0.0020055009255601,-0.0016930501543053,-0.0019700630299016,-0.0018171878400985,-0.0004014328044872,-0.000184783424608
3,0.56,-0.0023945346948538,-0.0021920880131475,-0.0022955745200644,-0.0018916564611808,0.063832172813453,-0.0017569722397007,-0.0020498707992157,-0.0024398966592194,-0.0019776187497247,-0.0016760004267017,-0.0019407474637093,-0.0017967022128381,-0.0003781190628373,-0.0001577976645025
4,0.58,-0.0023523477949241,-0.0021691173590575,-0.0022501877173848,-0.0018747228299198,0.0640167398973564,-0.0017399244481795,-0.0020244970252964,-0.0024136683880708,-0.0019490485554794,-0.001660233887342,-0.0019091820985758,-0.0017755026689034,-0.0003554598504148,-0.0001333471182445
5,0.6,-0.0023036650551815,-0.0021421956581203,-0.0022006123648915,-0.0018538518158172,0.0641630028471239,-0.0017216240505633,-0.0019985840317523,-0.0023830879469318,-0.0019194010097274,-0.0016440956013425,-0.0018790479135252,-0.0017562805337298,-0.0003354058618768,-0.0001073745441488
6,0.62,-0.0022545898272085,-0.0021131187752333,-0.002150006671654,-0.0018284671957955,0.0642598889779453,-0.0017026179519528,-0.0019712640170088,-0.002351217275603,-0.0018916210057699,-0.0016293625513212,-0.0018481130047271,-0.0017392177443877,-0.0003158946455539,-7.948302742083745e-05
7,0.64,-0.0022007948906926,-0.0020808643102904,-0.0020995538896193,-0.0018034067257975,0.0643037703456672,-0.0016834798864476,-0.0019431426909641,-0.0023185666213324,-0.0018641438661128,-0.0016124707333439,-0.0018152475317675,-0.0017191142206665,-0.0002970998524739,-5.1822494070477855e-05
8,0.66,-0.0021473650257235,-0.0020444171882823,-0.002046417539753,-0.0017745495425123,0.0642812626763009,-0.0016649459006002,-0.0019140034275398,-0.002282501037151,-0.0018370896960649,-0.0015969905603546,-0.0017816498456422,-0.0017010197571572,-0.0002790085693396,-2.387723224119325e-05
9,0.6799999999999999,-0.0020918190965347,-0.0020053361960614,-0.0019923822696157,-0.0017435253141219,0.0641883130054337,-0.0016433515900219,-0.00188245549094,-0.0022435919416019,-0.0018074648004554,-0.0015808524903473,-0.0017474389881782,-0.0016798120162447,-0.0002616717318504,4.323688190109389e-06
10,0.7,-0.0020331691848644,-0.0019658119154047,-0.0019384482280663,-0.0017092771672428,0.064022691308622,-0.0016191028068613,-0.0018482580861976,-0.0022006568648352,-0.0017786372230712,-0.0015625350071169,-0.0017128097535051,-0.001656874614354,-0.0002449570229987,3.1991858756495255e-05
11,0.72,-0.0019762084228577,-0.0019212657003339,-0.0018841138660694,-0.0016757646995398,0.0637796843701008,-0.0015945765626421,-0.0018121401346741,-0.0021576836201021,-0.0017481994598279,-0.0015440449161996,-0.0016772518238813,-0.0016332073367604,-0.0002271172737551,5.971783073475034e-05
12,0.74,-0.0019179547054195,-0.0018772503785632,-0.0018300923355315,-0.0016395573705515,0.063459973771936,-0.001567387291884,-0.0017730471428233,-0.0021106540657263,-0.0017160212766726,-0.0015237117157782,-0.0016395537413862,-0.0016082599813931,-0.0002095242419667,8.657511506683443e-05
13,0.76,-0.001859786628252,-0.0018303456827624,-0.0017761304962552,-0.0016026264831241,0.063064352896561,-0.0015389341865121,-0.0017328872230656,-0.0020610560222853,-0.0016827034384404,-0.0015021600493634,-0.0016018094218551,-0.0015795354445638,-0.0001918482943644,0.0001139331589479
14,0.78,-0.0018002477726896,-0.0017834396197305,-0.0017228215602163,-0.0015644235508306,0.0625979683523615,-0.0015084409126294,-0.0016912808364337,-0.0020119564917611,-0.0016482337193734,-0.0014782013030668,-0.0015636553888005,-0.001550496360305,-0.000173155517266,0.0001405332578887
15,0.8,-0.0017426738590929,-0.0017366616099043,-0.0016701118333198,-0.0015268953408409,0.0620659001419657,-0.0014767499699932,-0.0016467649891546,-0.0019591774519141,-0.0016120756515074,-0.0014535954662919,-0.001524208913451,-0.0015176331002351,-0.0001553584040773,0.0001654107085013
16,0.8200000000000001,-0.0016868616365491,-0.0016875367388501,-0.0016179385287435,-0.0014877469924159,0.0614731933849082,-0.0014436634967706,-0.0016020135425563,-0.0019078051072838,-0.0015759533178214,-0.0014268997473008,-0.0014853352759939,-0.0014846603183416,-0.0001364878713154,0.0001897701706752
17,0.8400000000000001,-0.0016307413436596,-0.0016402245127926,-0.0015665801667775,-0.0014486196229571,0.0608289292276365,-0.0014088654915902,-0.0015565539545728,-0.0018555721638909,-0.001539745117148,-0.0013983620909701,-0.0014457762737635,-0.0014498962198108,-0.0001181663921973,0.0002135831177507
