country_code,country,fee
1,USA,18037.73371560506
2,EUR,31615.8599407803
3,JAP,32355.541318880743
4,CHN,19897.696771769744
5,BRA,29943.187190385488
6,IND,16216.849951364333
7,ROW,132309.42409117648
