,delta_dom,delta_int,welfare
USA,0.01,0.01,
EUR,0.01,0.01,
JAP,0.01,0.01,
CHN,0.01,11.994419691454366,
BRA,0.01,7.356064936000438,
IND,0.7641202107733623,11.992584992037855,
CAN,0.01,0.01,
KOR,0.01,0.01,
RUS,0.01,2.9226868591502115,
MEX,0.01,0.01,
ZAF,0.01,2.8794241709446515,
ROW,1.3496431606102997,12.0,
Negishi,,,
Equal,,,
