country_code,country,fee
1,USA,13112.1653061146
2,EUR,27511.08937074562
3,JAP,23520.205643957997
4,CHN,14464.2277902502
5,BRA,21766.593654312503
6,IND,11788.51072198639
7,ROW,96179.65691218949
