,nu_factor,USA,EUR,JAP,CHN,BRA,IND,CAN,KOR,RUS,MEX,ZAF,ROW,pop_weighted,negishi
0,0.5,-0.0121336488646828,-0.013816412838731,-0.0157045395721176,-0.0117553388616629,-0.0126423865937356,-0.013030816489581,-0.0133436265501507,0.2320756329023899,-0.0128880400935545,-0.013212138172847,-0.0127183403248905,-0.0132753043399701,-0.0126054220116296,-0.0077578263958764
1,0.52,-0.0123803362947271,-0.0140939239581989,-0.0159933219346409,-0.0120384869821689,-0.0129437112226405,-0.0133279752395566,-0.0136286181052318,0.2358634202653123,-0.0131950047250642,-0.0135071121446288,-0.0130180160676214,-0.0135701359033625,-0.0128941971006128,-0.0079645663544226
2,0.54,-0.0126194690583087,-0.0143694278123242,-0.0162642898599644,-0.0123127133849208,-0.0132422132844252,-0.0136193067634092,-0.0139024293572621,0.2394179911405903,-0.0134980066693444,-0.0137995444169901,-0.0133089984020406,-0.0138597732326528,-0.0131708010934649,-0.0081688023218349
3,0.56,-0.0128471988741333,-0.0146341451690899,-0.0165292565603109,-0.0125726907813598,-0.0135290983515368,-0.0139024018115609,-0.0141679031375214,0.2427622035189075,-0.0137934707313311,-0.014073780000142,-0.0135944291272119,-0.0141465474611694,-0.0134456285105328,-0.008373079653891
4,0.58,-0.0130736761691253,-0.0148953098503773,-0.0167901271222296,-0.0128349176635439,-0.0138066460265738,-0.0141771545823676,-0.0144241633885937,0.2459095469933521,-0.0140813852438213,-0.0143498733990844,-0.013869636562201,-0.0144204813688593,-0.0137115597961778,-0.0085727153006766
5,0.6,-0.0132923484650537,-0.015144333991303,-0.017040832227553,-0.0130911436433118,-0.0140845172785415,-0.0144483359794986,-0.0146784034695533,0.2488750850795314,-0.0143642240702602,-0.01461228231564,-0.0141397771589761,-0.0146902378587745,-0.0139704056751317,-0.0087693071000601
6,0.62,-0.0135082647550966,-0.0153900754002207,-0.0172877683082138,-0.0133426535330935,-0.014357107616707,-0.0147126188375562,-0.0149264447270589,0.2516761907814611,-0.0146407471139942,-0.0148744353860538,-0.0144046781362461,-0.0149522325937916,-0.0142277866936593,-0.0089638246021107
7,0.64,-0.0137203052131431,-0.0156381139960571,-0.0175267069704788,-0.0135889399324157,-0.0146203386833333,-0.0149705951631555,-0.0151705624965698,0.2543216183517746,-0.0149115634882021,-0.0151338998501416,-0.014666328882645,-0.0152140238452204,-0.0144836043596632,-0.0091611435427921
8,0.66,-0.013930588173341,-0.01587301173532,-0.0177593417511194,-0.0138287043390967,-0.0148770537562845,-0.0152235774244486,-0.0154086165593058,0.256825279926344,-0.0151774512317921,-0.0153853532684271,-0.0149253874294213,-0.0154661116766283,-0.0147277928408591,-0.009352530988496
9,0.6799999999999999,-0.0141337450553352,-0.0161077732163549,-0.017992971305592,-0.0140691298794454,-0.0151322464529492,-0.0154773785196862,-0.0156464293173123,0.2591967480596471,-0.0154352251930146,-0.015631087369965,-0.0151766091324546,-0.0157181545350445,-0.0149692494405579,-0.0095450383803335
