,nu_factor,USA,EUR,JAP,CHN,BRA,IND,CAN,KOR,RUS,MEX,ZAF,ROW,pop_weighted,negishi
0,0.5,-0.0002653587498411,-0.0003302766233921,-0.0002983137114951,-0.0002407115437165,-0.0002296687323424,-0.0002398375199482,-0.0002612138991675,-0.0003560500270283,0.022365873273433,-0.0002472490163938,-0.0002357808859706,-0.0002627178015959,-7.220090927833049e-05,0.0004505565563208
1,0.52,-0.0002698681540997,-0.0003333819894711,-0.0003032686147927,-0.0002446769288678,-0.0002349764427078,-0.0002453755337035,-0.000266319282225,-0.0003587195630534,0.0224265780095858,-0.0002536943591221,-0.0002410620417231,-0.0002673315468751,-7.669421856389347e-05,0.0004478918104232
2,0.54,-0.0002745898466691,-0.000337162379683,-0.000307377683685,-0.0002499441064757,-0.0002401863659703,-0.0002494077340965,-0.0002706544146712,-0.0003632572749981,0.0224778470141831,-0.0002570492698657,-0.0002469529882553,-0.0002724264201348,-8.223706999791544e-05,0.0004489366874292
3,0.56,-0.0002785990659883,-0.0003408052952404,-0.0003115769216757,-0.0002557448547993,-0.0002455790202969,-0.0002540830437013,-0.0002740647919286,-0.0003676452881341,0.0225230886550667,-0.0002631603741796,-0.0002509381155868,-0.0002765387813616,-8.721138792710522e-05,0.0004476044275897
4,0.58,-0.0002829432055154,-0.0003438588255991,-0.0003164574206924,-0.0002592167163416,-0.0002499095301312,-0.0002604826077766,-0.0002789413241067,-0.0003719137407027,0.022566453845674,-0.0002683490956549,-0.0002559172032229,-0.0002827554763051,-9.038872902019316e-05,0.0004448156546355
5,0.6,-0.0002872905731226,-0.0003483861172484,-0.0003213004758054,-0.0002642925686074,-0.0002562380073151,-0.0002652924581944,-0.000284501424296,-0.0003748841388761,0.0226044326486337,-0.0002732794306797,-0.0002612660239127,-0.0002875106106986,-9.66356900381848e-05,0.0004427056291033
6,0.62,-0.0002919742334559,-0.0003517531947468,-0.0003255141402262,-0.0002695329798665,-0.0002614098647901,-0.000269452467105,-0.0002888559690565,-0.0003803606833119,0.0226393345458956,-0.0002787990106149,-0.0002662222216671,-0.0002918484037473,-0.000100592098715,0.0004419890802982
7,0.64,-0.000296798269506,-0.0003555725489584,-0.0003305390582666,-0.000274227525339,-0.0002670322233123,-0.0002750847777959,-0.0002941239602981,-0.0003836070360813,0.0226719250064399,-0.0002839174706601,-0.0002714722383809,-0.0002960904699429,-0.0001052640232482,0.0004384864143622
8,0.66,-0.0003022600528182,-0.0003596808763404,-0.0003347932967687,-0.0002796318435837,-0.0002710795246878,-0.0002802691218985,-0.0002984943619374,-0.0003876373152579,0.0227045900293189,-0.0002882595077932,-0.0002762157925175,-0.0003015398541991,-0.0001100927505095,0.0004357834378165
9,0.6799999999999999,-0.000305728833424,-0.0003634466487584,-0.0003389768790442,-0.0002842707871782,-0.0002769047415955,-0.0002850064642451,-0.0003031815065483,-0.0003930672929928,0.0227347678241512,-0.0002939094953457,-0.000281747783288,-0.0003063461980843,-0.0001152641438164,0.000433334155786
