,nu_factor,USA,EUR,JAP,CHN,BRA,IND,CAN,KOR,RUS,MEX,ZAF,ROW,pop_weighted,negishi
0,0.5,-0.0071990404817848,-0.006217601755482,-0.0063007620053816,-0.0054760791608959,-0.0055408658143468,-0.0055430000799354,0.1769850094390684,-0.0067875244044034,-0.0058529655704828,-0.0053916326982822,-0.0055920500623853,-0.0059212884132372,-0.0055731232136229,-0.003542013048437
1,0.52,-0.0073462327015654,-0.0063678142666306,-0.0064502859979355,-0.0056198072148942,-0.0056929885181543,-0.0056996381622025,0.1798392007056826,-0.0069458897029911,-0.0060046515991823,-0.0055516150701188,-0.0057435961874136,-0.0060835619762245,-0.0057222881287594,-0.0036462880286872
2,0.54,-0.0074845891105871,-0.0065129063855462,-0.0065988906603968,-0.0057665112563342,-0.0058437789228414,-0.0058475040727257,0.1825211615086977,-0.0070961454552934,-0.006160348147986,-0.0057109529708427,-0.0058925037764178,-0.0062287295589655,-0.0058718916325291,-0.003758875805212
3,0.56,-0.0076229542927929,-0.006652366209236,-0.006745645722045,-0.0059073573273628,-0.0059943154463062,-0.0059975385437147,0.1850470440634304,-0.0072431591244033,-0.006310069731968,-0.0058641760962316,-0.0060365761172744,-0.0063779239157062,-0.0060150381910328,-0.0038654741921529
4,0.58,-0.0077532562367968,-0.0067914831406128,-0.0068908723515781,-0.0060471435661588,-0.006139194724577,-0.006142471308426,0.1874272975837354,-0.0073945433165221,-0.0064550651372557,-0.0060165465447276,-0.0061832540492501,-0.0065219399883123,-0.0061567039635908,-0.0039730559147413
5,0.6,-0.0078853330551769,-0.0069276519907557,-0.0070303588282275,-0.0061871872382112,-0.0062851392076306,-0.0062890082647462,0.1896759188297119,-0.0075402422885963,-0.0066004366020331,-0.0061665755335166,-0.0063272167453629,-0.0066679786829545,-0.0063008556740692,-0.0040807585357534
6,0.62,-0.0080156493423741,-0.0070653507672542,-0.0071711290259521,-0.0063292305453329,-0.0064270415423656,-0.0064314048262495,0.1917993755880042,-0.0076807274676345,-0.0067438065605603,-0.0063149337510425,-0.0064669620811638,-0.0068076557466589,-0.0064384182678629,-0.0041906044949212
7,0.64,-0.0081434187874957,-0.0071946028568732,-0.0073095954065874,-0.0064627779153668,-0.0065680042363617,-0.0065720786605424,0.1938129395670483,-0.0078228835715647,-0.006884444136826,-0.0064630921492258,-0.0066073277897533,-0.0069521712542569,-0.006573943650532,-0.0042983526173915
8,0.66,-0.0082681430691357,-0.0073319369064563,-0.0074443002962566,-0.00659856659801,-0.0067066129476761,-0.0067138838045682,0.1957207594209168,-0.0079599764945318,-0.0070241281312092,-0.0066067460950167,-0.0067448687398664,-0.0070907996141579,-0.0067148025751193,-0.0044059911034381
9,0.6799999999999999,-0.0083921184792471,-0.0074609138849598,-0.007580814231563,-0.0067323577543396,-0.006847779981029,-0.0068553590101292,0.1975313306329433,-0.0080942478439224,-0.0071671810973939,-0.0067476108998423,-0.0068841622728786,-0.0072316038564072,-0.0068488055776668,-0.0045151460543039
10,0.7,-0.0085150266761098,-0.0075913385643955,-0.0077155724806391,-0.0068647610225928,-0.0069841475113734,-0.0069927920957499,0.1992522638007142,-0.0082291566313772,-0.0073043012928874,-0.0068903065841645,-0.0070194868463841,-0.0073677966912125,-0.0069820944154189,-0.004623390509475
11,0.72,-0.0086353868996303,-0.0077212072946935,-0.0078466622587488,-0.0069968375554076,-0.0071227350621802,-0.0071289986234262,0.2008893049702775,-0.0083626497285516,-0.0074387982247515,-0.0070305986229979,-0.0071543148568942,-0.0075034989747514,-0.0071186483441309,-0.0047311138318914
12,0.74,-0.0087545510146098,-0.0078495047025132,-0.0079784484805588,-0.007128480749563,-0.0072568631210832,-0.007265837237566,0.2024493141511796,-0.0084969582252038,-0.0075757000084023,-0.0071683364275962,-0.0072899464333055,-0.0076414973668993,-0.0072508202411958,-0.0048373577342319
13,0.76,-0.0088742373526031,-0.0079754653033197,-0.0081112677182071,-0.0072607966376569,-0.0073909840506598,-0.0074028027316974,0.2039378849044318,-0.0086264330153451,-0.0077122387722893,-0.0073073498002466,-0.0074244772438823,-0.0077754243245361,-0.0073830869918513,-0.0049478013809819
14,0.78,-0.0089924759547485,-0.0081023399927138,-0.0082389627872367,-0.0073914599655901,-0.007526940996194,-0.0075369781901318,0.2053600244809082,-0.0087578725039739,-0.0078459805372621,-0.0074461007345218,-0.0075572720459364,-0.0079120972512214,-0.0075150587854942,-0.0050565211581119
15,0.8,-0.0091113253914746,-0.0082259274171955,-0.0083691737384276,-0.0075205326729521,-0.0076598846484931,-0.0076705971621734,0.2067173594665105,-0.0088857102237178,-0.0079794761443506,-0.0075809672294879,-0.0076909163644987,-0.0080473704519452,-0.007646786263461,-0.0051645947606921
16,0.8200000000000001,-0.0092285932186857,-0.0083517397185326,-0.0084965871299741,-0.0076494755262535,-0.0077933664124989,-0.0078039232309846,0.2080130329198337,-0.0090135310910974,-0.0081131544656874,-0.0077153867062955,-0.0078224846337181,-0.0081785330916999,-0.0077780354648635,-0.0052730600533765
17,0.8400000000000001,-0.0093452348147107,-0.0084770445336301,-0.0086259260052953,-0.0077777062475922,-0.0079267427647241,-0.0079367363086238,0.2092583615753753,-0.0091421962878593,-0.0082468414483298,-0.0078501142233747,-0.0079557073576055,-0.0083122685431834,-0.0079088097303106,-0.0053829026248365
18,0.86,-0.0094606895616718,-0.0086009082129743,-0.0087516908163204,-0.0079065861053663,-0.0080571895812652,-0.0080701346609662,0.2104481717984256,-0.0092673269391754,-0.008378495590839,-0.0079845495983842,-0.0080849686162182,-0.0084444098838697,-0.0080399995313073,-0.0054933323635757
19,0.88,-0.0095782035910432,-0.0087232985567745,-0.0088779874393808,-0.008034332392806,-0.0081871491577305,-0.0082030321828801,0.2115924547572841,-0.0093938555397673,-0.0085113702357332,-0.0081150484716077,-0.0082155770811437,-0.0085768533083691,-0.0081682153719006,-0.0056025181810493
20,0.9,-0.009691943696066,-0.0088471071019576,-0.0090059947317233,-0.0081607055591048,-0.0083177529915059,-0.0083326355763595,0.212689442426536,-0.0095195280121676,-0.008643286812606,-0.0082481140962463,-0.0083452342986309,-0.0087093406611917,-0.0082982925146497,-0.0057119724755197
21,0.92,-0.0098058232315417,-0.0089703763643487,-0.0091303401875154,-0.0082890883987916,-0.0084488087818473,-0.0084643540052344,0.2137442080993058,-0.0096440598761334,-0.0087727894316952,-0.0083807264587713,-0.0084761933613781,-0.008840267704818,-0.008427838289015,-0.0058207352667776
22,0.94,-0.0099206137497481,-0.0090928358281752,-0.0092539800748894,-0.0084143228667639,-0.0085792815707161,-0.0085941496175918,0.2147523356915472,-0.0097689932975097,-0.0089043229242016,-0.0085132063922448,-0.0086059590101796,-0.0089697192095011,-0.0085551886348152,-0.0059313283445606
23,0.96,-0.0100351050937278,-0.0092153435715557,-0.0093800286720047,-0.0085417255787327,-0.0087092710150536,-0.0087247983479676,0.2157251081432883,-0.0098938972697042,-0.0090345543393706,-0.0086428975154857,-0.008735618793743,-0.0091004014727019,-0.0086843432661375,-0.0060419339733992
24,0.98,-0.0101492610525525,-0.0093354725503272,-0.0095039209203596,-0.0086666276244758,-0.0088373874218682,-0.0088553862163842,0.2166623085491102,-0.0100168818023916,-0.0091639031751559,-0.0087719374690127,-0.0088644781224623,-0.0092314462716022,-0.0088110469411403,-0.0061523743948361
