delt,USA,EUR,JAP,CHN,BRA,IND,CAN,KOR,RUS,MEX,ZAF,ROW
-0.0,0.9999999999593918,0.9999999998936198,0.9999999998129585,0.9999999998230684,0.9999999997741944,0.9999999999362106,0.9999999997912155,0.9999999999321687,0.9999999995569862,0.9999999998691047,0.9999999999362106,0.9999999998936198
0.01000000000000001,1.0000170802558732,1.0000091564799376,0.9999981071794787,0.9999722641123638,0.9999822046315482,0.9999793758348213,1.0000172211676377,1.0000192533470798,0.9999845842741207,0.9999816641205204,0.9999908988835222,1.000014650724019
0.020000000000000063,1.0000342757855083,1.000018428454931,0.999996298264095,0.9999443516201376,0.9999642182568691,0.999958250286014,1.0000345580962062,1.0000386417865925,0.9999687880881845,0.9999629929719488,0.9999816839468813,1.0000291955272687
0.030000000000000117,1.0000515898612283,1.0000278192700829,0.9999945759427057,0.9999162588990328,0.9999460341714288,0.9999366224570346,1.0000520129809807,1.0000581691910433,0.9999526152426914,0.9999439842813537,0.9999723486078809,1.0000436223723346
0.03999999999999998,1.0000690273933461,1.0000373339701474,0.9999929447881457,0.9998879821072527,0.9999276619000443,0.9999144874593957,1.000069590328071,1.000077839736601,0.9999360539543746,0.9999246381851167,0.9999629031439821,1.0000579252798707
0.05000000000000003,1.0000865903949046,1.0000469745619953,0.9999914092540564,0.9998595479925912,0.9999090966761993,0.9998918374309587,1.0000872927869189,1.0000976573735307,0.9999191001776853,0.9999049499041641,0.9999533490195376,1.0000720675114791
0.05999999999999998,1.0001042829953641,1.00005674348793,0.9999899636211975,0.9998309483502316,0.999890345187651,0.999868675800079,1.0001051248920003,1.0001176264766027,0.9999017743724176,0.9998849225667711,0.9999436880180069,1.000086053009431
0.07000000000000005,1.000122110357757,1.0000666489898782,0.9999886292625434,0.9998021680862937,0.9998714127035226,0.9998450044281069,1.0001230893426258,1.0001377513501353,0.999884046330028,0.9998645739806818,0.999933927014352,1.0000998749324217
0.07999999999999993,1.0001400743712476,1.0000766931795246,0.9999873973235304,0.9997731979293172,0.9998522985992151,0.9998207806043169,1.0001411899707544,1.0001580369579297,0.9998659368577124,0.9998438733122316,0.9999240549277243,1.0001135056633546
0.09,1.0001581821719583,1.0000868797806433,0.9999862843399421,0.9997440983690354,0.999832978536474,0.9997960477573364,1.0001594344473788,1.0001784892058654,0.9998474248594947,0.9998228399570919,0.9999140832146594,1.0001269178995997
0.09999999999999996,1.0001764365527974,1.000097218595221,0.9999852805657288,0.9997148529387639,0.9998135158385552,0.9997707977823481,1.0001778240148775,1.0001991126559808,0.9998285284322974,0.9998014698844919,0.9999040152083879,1.0001400900162905
0.11000000000000001,1.000194843696867,1.0001077066226165,0.9999844028507775,0.999685457750371,0.9997938690296408,0.9997450011468926,1.0001963656893815,1.0002199136973564,0.9998092560269962,0.9997797649527392,0.9998938536968224,1.0001530421199805
0.11999999999999993,1.000213408054407,1.00011835776105,0.9999836494444756,0.999655871880665,0.9997740608083012,0.9997186529601368,1.0002150631422377,1.0002408974883594,0.9997895365994564,0.9997577073726784,0.9998836066066292,1.0001657058541067
0.12999999999999995,1.0002321368918354,1.000129171783551,0.9999830398446018,0.999626150123782,0.9997540490118029,0.9996917919879692,1.0002339228516157,1.000262071578441,0.9997694637660718,0.9997353339889129,0.9998732915235651,1.0001781362390125
0.14,1.0002510327526817,1.0001401602591276,0.9999825479987141,0.9995963321664822,0.9997339204478223,0.9996643943625705,1.0002529503727686,1.0002834414728063,0.9997490190517172,0.9997126058433576,0.9998628721767745,1.0001902250592019
0.15000000000000002,1.0002701042313968,1.0001513343155246,0.9999822238842226,0.9995663705000065,0.9997136010834712,0.9996364489084125,1.0002721514898067,1.0003050156065907,0.9997281243560999,0.9996895466865641,0.999852381170836,1.000201974336881
0.16000000000000003,1.000289358006076,1.0001626776036896,0.9999820374116073,0.999536237988094,0.9996931539598461,0.999607954849504,1.0002915326418444,1.0003268001180852,0.9997068701607822,0.9996662107055684,0.9998418765089326,1.0002133631970962
0.17000000000000004,1.0003088016645196,1.0001742216453908,0.9999820224709247,0.9995059604357484,0.9996725413642567,0.9995789166149495,1.0003111030296257,1.0003488033834655,0.9996852293681788,0.9996424851658239,0.9998312054195905,1.0002243261688781
0.18000000000000002,1.0003284434341317,1.00018596125132,0.9999821614197583,0.9994756634896048,0.9996517831797478,0.9995493285571546,1.0003308638592212,1.0003710325197888,0.9996632125401966,0.9996184693885627,0.9998205622321228,1.000234931334626
0.18999999999999997,1.0003482992358619,1.0001979073364753,0.9999824865757084,0.999445186186627,0.9996309116889448,0.9995191843127994,1.0003508251273507,1.0003934954188407,0.9996407584409288,0.9995942186521811,0.9998098387984352,1.0002451048670882
0.20000000000000007,1.0003683658962235,1.0002100703556007,0.9999829954982222,0.9994146106950413,0.9996098683875198,0.9994884979441688,1.000370996137667,1.000416203688951,0.9996179660534084,0.9995694711934984,0.9997990581921269,1.00025475153506
0.20999999999999996,1.000388651381928,1.0002224548481355,0.9999836822534762,0.9993839164510873,0.9995887463895228,0.9994573079841499,1.0003913860061442,1.000439166763145,0.9995947757955898,0.9995445438803882,0.9997882674592635,1.0002639182218367
0.22,1.0004091675430031,1.0002350813855996,0.9999845875615487,0.9993531553159224,0.9995674451403536,0.999425521491628,1.0004120023346559,1.0004623951181226,0.9995711622908655,0.9995192578831427,0.9997774312822324,1.0002725038749987
0.2300000000000001,1.0004299223552027,1.0002479488392182,0.9999857057457796,0.9993223300816041,0.9995461577946376,0.9993931764941293,1.000432855609055,1.0004858993331296,0.9995472320062769,0.9994936997578876,0.9997665476592471,1.00028053756121
