,eta,eta,eta,eta,eta,eta,eta,delta,delta,delta,delta,delta,delta,fe,T,T,T,T,T,T,T,fo,g_0
SPFLOW,13.966257497668266,17.03246469050646,10.19106911867857,8.8906953856349,2.840356692671776,5.815237142145634,-16.79916624724865,0.7319796085357666,0.27453839033842087,0.24422277605689183,0.04598800092935562,0.02538985397262071,-0.605936419319332,-0.006186835467815399,-4.644132571215714e-09,-2.000805128808633e-08,-1.241296700294026e-08,-1.9266102425284283e-06,-6.972433591670617e-07,-3.6241588965555117e-06,-6.115417173291711e-07,-10.202411688864231,0.4786079227924347
SPFLOW,13.562158085405827,10.570728892460465,-7.914131401106715,6.7286516930907965,2.0681367246434093,4.396836033090949,-3.642801678739488,0.6821781359612942,0.6047775130718946,0.24583442514635456,0.0501927649602294,0.02585316064332686,-0.6056018910500737,0.033243018202483654,4.15002005517602e-09,1.787929453719547e-08,1.1092289295470135e-08,1.7216285328623826e-06,6.230601472955239e-07,3.2385664864672026e-06,5.464767322153523e-07,-19.59798987302929,1.075781837105751
SPFLOW,14.024423271417618,12.382117625325918,10.218236319720745,-2.4175745584070683,2.0215004310011864,4.351904965937138,9.348295100033283,0.6783731393516064,0.27042797952890396,0.25051045708708647,0.04952613636851311,0.025548702555416053,-0.6058359868388464,-0.028635308146476746,-1.5650660465795009e-09,-6.742684720778328e-09,-4.1831521593553456e-09,-6.492649013213291e-07,-2.3497001666120567e-07,-1.221336374323885e-06,-2.0608868570869837e-07,19.543594978749752,0.9935611821711063
SPFLOW,14.332025870680809,12.555838882923126,10.163774281740189,7.026928715407848,1.1817777752876282,4.678410120308399,7.985179603099823,0.6772995740175247,0.2674959897994995,0.24468419722937168,0.06930004805326462,0.025536107753110875,-0.6058183704699904,-0.02753680944442749,-2.1062902188121094e-09,-9.074409931100518e-09,-5.62975121485095e-09,-8.737907988355671e-07,-3.162263016882052e-07,-1.6436934816521614e-06,-2.7735735745131963e-07,16.858928442001343,0.8652585595846176
SPFLOW,13.511638425290585,12.363808415830135,9.619236569851637,4.778701234608889,1.4085737615823746,-86.02363588660955,8.388295162469149,0.6813341155648232,0.27036861330270767,0.2451006946157348,0.05211307108402252,0.02597184140003991,-0.6057926653659229,-0.027884390205144882,-1.0615969924023932e-09,-4.573617730663763e-09,-2.8374660359150735e-09,-4.4040164823813865e-07,-1.5938206795645615e-07,-8.284423679930736e-07,-1.3979162693783653e-07,21.83522644266486,1.47443388402462
SRGDP,4.654948606621474,-2.1064141797833145,-0.31800370546989143,-0.6950660031288862,-0.06413819640874863,-0.6996955298818648,-5.54939599102363,-0.0011899035889655352,-0.003499326528981328,7.120035674628077e-05,0.00022769835777580738,-1.8937626143522292e-06,-2.0812931587338395e-06,0.008883009431883693,2.0697929304179426e-06,-2.414002653553948e-06,-4.1710215135270136e-07,-0.00014912380274082512,-1.2943428965241012e-05,-0.0001241882752660521,-9.859928267588995e-05,0.001204844331368804,0.03295585233718157
SRGDP,-1.4331133710220456,6.935169360600412,-0.3483633929863572,-0.8088876195251942,-0.11002211924642324,-0.7702326774597168,-6.171517387032509,0.005436361767351627,-0.003643849864602089,3.8025012178092874e-05,0.0003570588305592537,-2.4663791600101475e-05,-1.9169239441904667e-05,-0.0010656081140041351,-5.57595709994386e-07,8.901850355073837e-06,-4.182115637449348e-07,-0.00014929596191989852,-1.3005714654501848e-05,-0.00012451209661624502,-9.865390710715406e-05,-5.8516860008239746e-05,0.05686996225267649
SRGDP,-1.4014807622879744,-2.276743123307824,4.084692575037479,-0.7010896131396294,-0.06122048757970333,-0.686118021607399,-6.077805219218135,-0.001033199019730091,0.06869812682271004,0.00011048040306373751,0.0002706144005060196,1.877555800076088e-05,1.2060226392531493e-05,0.006080172955989838,-5.567993730723702e-07,-2.4123599431679226e-06,6.605366265110679e-06,-0.0001489656475615312,-1.2886217044853073e-05,-0.00012389069078755,-9.854909504266331e-05,0.0016531916335225105,0.03316968213766813
SRGDP,-1.0901638120412827,-1.9228363018482924,-0.0822227206081152,4.330470209941268,0.25926607474684715,-0.12230432778596878,-5.489250069484115,-0.0012838281691074371,-0.005162836983799934,-0.0004303349422586885,-0.0010686051100492477,-5.210890509413982e-07,-2.2723198023547525e-06,-0.0039042308926582336,-5.571322102491691e-07,-2.4137930961828655e-06,-4.169719647085782e-07,0.0009406917059680963,-1.2936121769280014e-05,-0.0001241505170284174,-9.859289821848118e-05,-0.0011717118322849274,-0.1812393944710493
SRGDP,-1.0535559700801969,-1.9195762178860605,-0.08475270448252559,0.3382738777436316,0.9035594924353063,-0.06411493476480246,-5.72354141715914,-0.0010209977626800537,-0.004139690659940243,-8.203426718078246e-05,-0.002891759853810072,-1.1137642546271865e-07,3.790396005013021e-07,-0.003723708912730217,-5.571463399502712e-07,-2.4138538613474018e-06,-4.170091391524662e-07,-0.00014910936702103742,0.0003814604851227521,-0.0001241612324541404,-9.859468801581191e-05,-0.0016985717229545116,-0.20294399093836546
SRGDP,-1.3261831775307655,-1.874557824805379,-0.31136189587414265,-0.6798333311453462,-0.06678736209869385,9.432165801525116,-4.878121189773083,-0.0012117214500904083,-0.0032840976491570473,6.107397941806633e-05,0.0002292003482580185,-2.350714833012486e-06,-5.023541824930883e-06,-0.0019782669842243195,-5.572582356692066e-07,-2.4143372707848533e-06,-4.173098404137273e-07,-0.00014915603739736405,-1.295507859311644e-05,0.0019257722034851715,-9.860949497539076e-05,0.00020111259073019028,0.031698206439614296
SRGDP,-1.1729196085361764,-1.6054189692949876,-0.23847591341473162,-0.7047267679590732,-0.0714618613710627,-0.6983020729385316,14.34467640495859,-0.0019759717397391796,-0.005332095897756517,9.860693645801291e-05,0.0003042003372684121,1.6728584667368786e-05,1.5509048402658356e-05,-0.004356247838586569,-5.56872157481321e-07,-2.412672378183853e-06,-4.1627656080912434e-07,-0.00014899569081255743,-1.2897087015292423e-05,-0.00012394727075315935,0.0002473626135105625,-0.00048198073636740446,0.02963789040222764
JUPCOST,-70.14252362027764,-1.2875982150435448,-3.7134577743709087,-10.512375980615616,-3.672275871038437,-6.408817041665316,3.1177863590419292,0.009028337895870209,-5.169704400002956,0.003363888094720062,0.016704708337783813,0.0007821335893368499,0.0006260775299954981,-1.31462911516428,2.642621509941005e-06,6.741463693924223e-08,4.1823946360047965e-08,6.491473265105867e-06,2.349274661472585e-06,1.2211152035925366e-05,2.060513652896074e-06,-1.9704797379672527,-0.05160408094525337
SDOMTFLOW,-0.0013762861490249634,0.005877166986465454,-0.0009082574397325516,0.0007757414132356644,0.0004735589027404785,0.0005765799432992935,0.029273683205246925,2.1183863282203674e-05,-4.37907874584198e-06,-0.00030242408930791624,-0.00030049681663513184,-0.00012391308673013722,-8.985608385545e-05,-0.000464683398604393,-2.628851924847712e-09,-1.1326114274376866e-08,-7.0267054364801905e-09,-1.090611347145791e-06,-3.946674143192347e-07,-2.0514177754153428e-06,-3.461568836094411e-07,-0.0004023425281047821,-0.0014224089682102203
SDOMTFLOW,-0.0013766642659902573,0.005877595394849777,-0.0009093154221773148,0.0007747747004032135,0.0004735086113214493,0.0005762819200754166,0.029273483902215958,2.115778625011444e-05,-4.505738615989685e-06,-0.0003029024460484915,-0.0003009214997291565,-0.00012412602828094034,-9.000841202160737e-05,-0.0004648156464099884,-2.6342545506552522e-09,-1.1349008527891345e-08,-7.041078089336597e-09,-1.0928421192246098e-06,-3.9549183052696146e-07,-2.0557523268020343e-06,-3.468882971800183e-07,-0.0004029814153909683,-0.0014242883771657944
SDOMTFLOW,-0.00017214566469192505,-0.00785769335925579,-0.0008197110146284103,-0.0017658649012446404,-0.0005033733323216438,-0.0010600090026855469,-0.006522064097225666,-0.0003854585811495781,-0.0003347015008330345,-0.0006853243074316321,-0.0007737493142485619,-0.0003305750420734713,-0.0002518538009055526,-0.0007070545107126236,-5.908264768803573e-09,-2.5454239883352497e-08,-1.5792265142538484e-08,-2.451070007134198e-06,-8.870328981953735e-07,-4.610654411069003e-06,-7.78003282150868e-07,-0.0007386989891529083,-0.0003790697082877159
SDOMTFLOW,-0.00017229095101356506,-0.007858194410800934,-0.0008199885487556458,-0.0017675049602985382,-0.0005033873021602631,-0.0010602958500385284,-0.006521981209516525,-0.00038580968976020813,-0.0003347136080265045,-0.0006856435018385249,-0.0007740780711174011,-0.000330745467990411,-0.00025196174568516773,-0.0007071681320667267,-5.9126994768727596e-09,-2.5473345683011605e-08,-1.5803627992796727e-08,-2.452872995861431e-06,-8.8767590484587e-07,-4.613996656272636e-06,-7.785672536625773e-07,-0.0007394738495349884,-0.000379413366317749
SDOMTFLOW,0.001962735317647457,0.002847883850336075,0.00329727865755558,0.0006246566772460938,0.0011983532458543777,0.0015941997990012169,0.004552842117846012,0.0013816747814416885,-0.00017285440117120743,0.001725174450615111,0.0017687510699033737,0.0007029560339681804,0.0005270291536384076,0.0014701476320624352,1.315966406667575e-08,5.669541116844498e-08,3.5173263340298075e-08,5.4593002731119075e-06,1.9757438350413114e-06,1.0269524793868373e-05,1.7328953542520377e-06,0.0019306084141135216,0.000960049219429493
SDOMTFLOW,0.0019631236791610718,0.0028479546308517456,0.0032973065972328186,0.0006271302700042725,0.0011987537145614624,0.0015945136547088623,0.004553571343421936,0.0013816654682159424,-0.00017263740301132202,0.0017253892762786058,0.0017689913511276245,0.0007029920087352955,0.0005270598384488565,0.0014706477522850037,1.315851901366502e-08,5.668944230949299e-08,3.517005062965959e-08,5.4587255212468945e-06,1.975544379507184e-06,1.0268562108765407e-05,1.7327204147875487e-06,0.0019303932785987854,0.0009599179029464722
SDOMTFLOW,0.00016274675726890564,0.001394808292388916,0.000638667494058609,0.002091534435749054,-0.0004041343927383423,-5.283951759338379e-05,-0.007257215678691864,-0.00017617642879486084,-0.00032382458448410034,0.000301072514080909,0.000292457640171051,0.00018452802564884903,0.00012748333266849576,0.00016798824071884155,4.3221259510707756e-09,1.8620223444089626e-08,1.1551960551824725e-08,1.7929738728184861e-06,6.488991368476036e-07,3.372873400447773e-06,5.691397233173488e-07,4.3179839849472046e-05,0.0009063445031642914
SDOMTFLOW,0.00016191601753234863,0.001394525170326233,0.0006378591060638428,0.0020810365676879883,-0.0004066750407218933,-5.3338706493377686e-05,-0.007257960736751556,-0.00017620623111724854,-0.0003245696425437927,0.000300540233489578,0.0002917870879173279,0.00018432743906857035,0.00012731566209711392,0.00016730278730392456,4.31820367003954e-09,1.8603870405865e-08,1.1541815149808438e-08,1.791399210174614e-06,6.483254647399228e-07,3.369891545051917e-06,5.686365640956761e-07,4.252046346664429e-05,0.000909067690372467
SDOMTFLOW,0.00020582601428031921,0.00038705021142959595,0.0007175877690315247,0.0012994669377803802,-0.00035048648715019226,-0.0003413017839193344,-0.00964909978210926,-0.00011251308023929596,1.1295080184936523e-05,0.00012199488467914857,-0.00021991319954395294,0.0001320506517278929,9.409771095697595e-05,5.2094459533691406e-05,3.026128383233996e-09,1.3036914623309958e-08,8.087643943330015e-09,1.2552790686909722e-06,4.543255143650068e-07,2.3613727574905546e-06,3.984587852211946e-07,-6.255321204662323e-05,-0.0016709882766008377
SDOMTFLOW,0.00020518898963928223,0.00038673728704452515,0.0007174722850322723,0.0012995600700378418,-0.00035049766302108765,-0.0003415346145629883,-0.009649354964494705,-0.00011242926120758057,1.1116266250610352e-05,0.00012184355000122111,-0.00022016465663909912,0.00013200341213471134,9.405223168434623e-05,5.1919370889663696e-05,3.0246100808993243e-09,1.3030754978912015e-08,8.08426214265792e-09,1.254754181143015e-06,4.541241592543639e-07,2.3604643777010887e-06,3.983055049284996e-07,-6.271898746490479e-05,-0.001670636236667633
SDOMTFLOW,0.00037014856934547424,0.0005161575973033905,0.00031228363513946533,-0.0002806335687637329,0.0003308504819869995,0.00332743301987648,-0.010288737714290619,-3.084912896156311e-05,0.0002111569046974182,0.00017580566929622555,0.00023553520441055298,0.00012974317929171587,0.00010603574605075531,0.0004617050290107727,2.665354443477109e-09,1.1482667360313965e-08,7.123695479755892e-09,1.105665122021208e-06,4.001609896020588e-07,2.0800317387835247e-06,3.509752162885055e-07,0.00016716495156288147,0.000577680766582489
SDOMTFLOW,0.00037005171179771423,0.000516694039106369,0.0003118589520454407,-0.0002833716571331024,0.000331338495016098,0.0033269748091697693,-0.010290112346410751,-2.9459595680236816e-05,0.00021108612418174744,0.0001755273526471636,0.00023541226983070374,0.00012964288600157654,0.00010597547231594483,0.00046195462346076965,2.6614574674847854e-09,1.1465987261324845e-08,7.113482441726164e-09,1.1040799616263766e-06,3.99598714953471e-07,2.0770498833876687e-06,3.504820536076608e-07,0.00016655027866363525,0.0005748830735683441
SDOMTFLOW,0.001060672104358673,0.001147393137216568,0.0006403792649507523,0.0002904217690229416,-0.00024487823247909546,-0.00019852444529533386,-0.024636389687657356,2.660602331161499e-05,0.0005649756640195847,0.0004736688445176386,0.0005879011005163193,0.00022626384284328652,0.00017399657382173616,0.0008080620318651199,3.919029333734917e-09,1.6883803335271285e-08,1.0474890855769004e-08,1.6258024376695482e-06,5.883805286403104e-07,3.0583074035716844e-06,5.160597576111544e-07,0.0006830282509326935,0.0016108490526676178
SDOMTFLOW,0.001060735434293747,0.001149594783782959,0.000643167644739151,0.00029386207461357117,-0.0002446584403514862,-0.00019787997007369995,-0.02463356778025627,2.6129186153411865e-05,0.0005668625235557556,0.00047490909308502106,0.0005896128714084625,0.0002268358053022696,0.00017446835278238902,0.0008104108273983002,3.926026176993862e-09,1.6913729395222352e-08,1.049379512152602e-08,1.62873655906263e-06,5.894423919124745e-07,3.06388604032221e-06,5.170177594404981e-07,0.0006841272115707397,0.001611180603504181
SINNOVPATEU,2.175016662571579,-29.113014950416982,1.7032348816283047,7.5956782340072095,2.669719440396875,4.644443911965936,1.6637606215663254,-3.3683064933866262,-0.006222923751920462,-0.0012043796394950528,-0.010797763243317604,-5.054309427091354e-05,-3.357466206160721e-05,-5.8045642813667655,-1.6074045398077916e-09,-6.925089234642191e-09,-4.296315664345344e-09,-6.668289508948521e-07,-2.413264745761953e-07,-1.2543762207423729e-06,-2.1166383983294436e-07,-5.797648693900555,-3.2179108522832394
